location_name,location,indicator,date,value,source
Belgium,BE,Weekly new hospital admissions,2020-03-21,1291,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-22,1499,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-23,1679,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-24,1974,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-25,2338,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-26,2619,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-27,2912,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-28,3232,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-29,3499,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-30,3717,OWID
Belgium,BE,Weekly new hospital admissions,2020-03-31,3847,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-01,3903,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-02,3981,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-03,3896,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-04,3756,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-05,3571,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-06,3409,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-07,3334,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-08,3199,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-09,3094,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-10,3023,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-11,2913,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-12,2830,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-13,2750,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-14,2528,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-15,2381,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-16,2227,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-17,2102,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-18,1975,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-19,1925,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-20,1865,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-21,1874,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-22,1773,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-23,1664,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-24,1579,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-25,1517,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-26,1420,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-27,1365,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-28,1268,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-29,1237,OWID
Belgium,BE,Weekly new hospital admissions,2020-04-30,1186,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-01,1099,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-02,978,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-03,910,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-04,873,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-05,831,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-06,747,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-07,716,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-08,661,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-09,664,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-10,664,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-11,620,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-12,571,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-13,553,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-14,497,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-15,483,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-16,460,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-17,443,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-18,447,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-19,432,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-20,426,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-21,423,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-22,395,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-23,389,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-24,375,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-25,362,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-26,342,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-27,318,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-28,283,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-29,274,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-30,260,OWID
Belgium,BE,Weekly new hospital admissions,2020-05-31,255,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-01,245,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-02,242,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-03,211,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-04,217,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-05,219,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-06,200,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-07,198,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-08,187,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-09,175,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-10,173,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-11,172,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-12,167,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-13,155,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-14,147,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-15,141,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-16,144,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-17,143,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-18,131,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-19,127,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-20,134,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-21,130,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-22,132,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-23,117,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-24,114,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-25,114,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-26,111,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-27,109,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-28,104,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-29,104,OWID
Belgium,BE,Weekly new hospital admissions,2020-06-30,109,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-01,102,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-02,94,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-03,82,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-04,82,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-05,82,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-06,78,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-07,78,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-08,78,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-09,76,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-10,76,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-11,71,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-12,71,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-13,70,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-14,71,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-15,73,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-16,75,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-17,80,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-18,96,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-19,107,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-20,112,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-21,102,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-22,114,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-23,134,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-24,157,OWID
