location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,37137,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.01,17549,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.025,19223,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.05,24228,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.1,29512,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.15,31433,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.2,33153,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.25,34514,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.3,35105,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.35,36095,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.4,36499,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.45,36770,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.5,37137,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.55,38010,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.6,38711,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.65,39166,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.7,39477,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.75,40502,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.8,42271,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.85,43456,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.9,44060,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.95,50358,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
AT,quantile,0.975,52505,2022-08-13,2022-08-08,1 wk ahead inc case,forecast
