location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,65930,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.01,34220,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.025,43304,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.05,50554,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.1,57058,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.15,60164,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.2,61155,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.25,62694,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.3,63014,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.35,63457,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.4,64460,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.45,65262,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.5,65930,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.55,66516,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.6,67259,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.65,68138,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.7,69332,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.75,69701,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.8,70855,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.85,71953,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.9,74323,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
AT,quantile,0.95,76906,2022-07-02,2022-06-27,1 wk ahead inc case,forecast
