location,forecast_date,target_end_date,target,quantile,value,type
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.01,4,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.025,5,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.05,5,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.1,5,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.15,5,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.2,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.25,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.3,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.35,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.4,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.45,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.5,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.55,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.6,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.65,6,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.7,7,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.75,7,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.8,7,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.85,7,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.9,7,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.95,8,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.975,8,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,0.99,8,quantile
BG,2024-09-09,2024-09-14,1 wk ahead inc death,,6,point
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.01,6,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.025,6,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.05,7,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.1,7,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.15,7,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.2,7,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.25,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.3,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.35,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.4,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.45,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.5,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.55,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.6,8,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.65,9,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.7,9,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.75,9,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.8,9,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.85,9,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.9,10,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.95,10,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.975,10,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,0.99,11,quantile
BG,2024-09-09,2024-09-21,2 wk ahead inc death,,8,point
BG,2024-09-09,2024-09-28,3 wk ahead inc death,0.01,8,quantile
BG,2024-09-09,2024-09-28,3 wk ahead inc death,0.025,8,quantile
BG,2024-09-09,2024-09-28,3 wk ahead inc death,0.05,8,quantile
