location,forecast_date,target_end_date,target,quantile,value,type
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.0100,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.9900,21,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.5000,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.4500,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.5500,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.4000,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.6000,1,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.3500,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.6500,1,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.3000,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.7000,1,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.2500,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.7500,2,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.2000,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.8000,2,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.1500,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.8500,4,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.1000,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.9000,6,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.0500,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.9500,10,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.0250,0,quantile
BG,2024-05-20,2024-05-25,1 wk ahead inc death,0.9750,18,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.0100,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.9900,19,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.5000,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.4500,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.5500,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.4000,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.6000,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.3500,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.6500,1,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.3000,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.7000,1,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.2500,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.7500,2,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.2000,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.8000,2,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.1500,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.8500,3,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.1000,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.9000,6,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.0500,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.9500,10,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.0250,0,quantile
BG,2024-05-20,2024-06-01,2 wk ahead inc death,0.9750,15,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.0100,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.9900,30,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.5000,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.4500,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.5500,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.4000,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.6000,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.3500,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.6500,1,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.3000,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.7000,1,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.2500,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.7500,2,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.2000,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.8000,2,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.1500,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.8500,4,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.1000,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.9000,5,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.0500,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.9500,10,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.0250,0,quantile
BG,2024-05-20,2024-06-08,3 wk ahead inc death,0.9750,13,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.0100,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.9900,24,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.5000,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.4500,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.5500,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.4000,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.6000,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.3500,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.6500,1,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.3000,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.7000,1,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.2500,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.7500,2,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.2000,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.8000,2,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.1500,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.8500,3,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.1000,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.9000,5,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.0500,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.9500,9,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.0250,0,quantile
BG,2024-05-20,2024-06-15,4 wk ahead inc death,0.9750,12,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.0100,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.9900,54,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.5000,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.4500,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.5500,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.4000,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.6000,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.3500,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.6500,1,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.3000,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.7000,1,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.2500,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.7500,2,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.2000,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.8000,3,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.1500,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.8500,4,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.1000,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.9000,8,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.0500,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.9500,14,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.0250,0,quantile
HR,2024-05-20,2024-05-25,1 wk ahead inc death,0.9750,18,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.0100,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.9900,36,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.5000,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.4500,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.5500,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.4000,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.6000,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.3500,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.6500,1,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.3000,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.7000,1,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.2500,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.7500,2,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.2000,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.8000,3,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.1500,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.8500,5,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.1000,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.9000,5,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.0500,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.9500,13,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.0250,0,quantile
HR,2024-05-20,2024-06-01,2 wk ahead inc death,0.9750,22,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.0100,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.9900,48,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.5000,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.4500,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.5500,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.4000,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.6000,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.3500,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.6500,1,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.3000,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.7000,1,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.2500,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.7500,2,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.2000,0,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.8000,3,quantile
HR,2024-05-20,2024-06-08,3 wk ahead inc death,0.1500,0,quantile
