location,forecast_date,target_end_date,target,quantile,value,type
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.0100,3,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.9900,6,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.5000,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.4500,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.5500,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.4000,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.6000,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.3500,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.6500,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.3000,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.7000,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.2500,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.7500,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.2000,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.8000,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.1500,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.8500,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.1000,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.9000,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.0500,4,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.9500,5,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.0250,3,quantile
BG,2024-09-02,2024-09-07,1 wk ahead inc death,0.9750,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.0100,5,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.9900,8,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.5000,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.4500,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.5500,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.4000,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.6000,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.3500,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.6500,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.3000,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.7000,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.2500,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.7500,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.2000,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.8000,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.1500,6,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.8500,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.1000,5,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.9000,7,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.0500,5,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.9500,8,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.0250,5,quantile
BG,2024-09-02,2024-09-14,2 wk ahead inc death,0.9750,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.0100,6,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.9900,10,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.5000,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.4500,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.5500,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.4000,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.6000,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.3500,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.6500,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.3000,7,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.7000,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.2500,7,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.7500,8,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.2000,7,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.8000,9,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.1500,7,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.8500,9,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.1000,7,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.9000,9,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.0500,7,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.9500,9,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.0250,6,quantile
BG,2024-09-02,2024-09-21,3 wk ahead inc death,0.9750,10,quantile
HR,2024-09-02,2024-09-07,1 wk ahead inc death,0.0100,0,quantile
HR,2024-09-02,2024-09-07,1 wk ahead inc death,0.9900,1,quantile
HR,2024-09-02,2024-09-07,1 wk ahead inc death,0.5000,0,quantile
HR,2024-09-02,2024-09-07,1 wk ahead inc death,0.4500,0,quantile
HR,2024-09-02,2024-09-07,1 wk ahead inc death,0.5500,0,quantile
