model,target_variable,location,weight
CovidMetrics-epiBATS,inc case,DE,0.045386991599523877
epiforecasts-EpiExpert,inc case,DE,0.07715788571919059
epiforecasts-EpiExpert,inc death,DE,0.07160970539733194
epiforecasts-EpiExpert,inc case,GB,0.16507298591316635
epiforecasts-EpiExpert,inc death,GB,0.21706164370556716
epiforecasts-EpiExpert,inc case,NL,0.08441826261739267
epiforecasts-EpiExpert,inc death,NL,0.11071483964097496
epiforecasts-EpiExpert,inc case,PL,0.03208900064589008
epiforecasts-EpiExpert,inc death,PL,0.09556649729272734
epiforecasts-EpiNow2,inc case,AT,0.12576619349588958
epiforecasts-EpiNow2,inc death,AT,0.1440586737793639
epiforecasts-EpiNow2,inc case,BE,0.13870451623529736
epiforecasts-EpiNow2,inc death,BE,0.13865854093291524
epiforecasts-EpiNow2,inc case,BG,0.15748382993259968
epiforecasts-EpiNow2,inc death,BG,0.1584937208426426
epiforecasts-EpiNow2,inc case,CH,0.10633579270081092
epiforecasts-EpiNow2,inc death,CH,0.10612717836710032
epiforecasts-EpiNow2,inc case,CY,0.09915193108031016
epiforecasts-EpiNow2,inc case,CZ,0.12328693227516668
epiforecasts-EpiNow2,inc death,CZ,0.1552241305085963
epiforecasts-EpiNow2,inc case,DE,0.05889914940396228
epiforecasts-EpiNow2,inc death,DE,0.050169673841244544
epiforecasts-EpiNow2,inc case,DK,0.11123529605535286
epiforecasts-EpiNow2,inc death,DK,0.11247268741575332
epiforecasts-EpiNow2,inc case,EE,0.14235266428140175
epiforecasts-EpiNow2,inc death,EE,0.2552555955484559
epiforecasts-EpiNow2,inc case,ES,0.16022965164648095
epiforecasts-EpiNow2,inc death,ES,0.06756794649644328
epiforecasts-EpiNow2,inc case,FI,0.10413648143893314
epiforecasts-EpiNow2,inc death,FI,0.0948904231102337
epiforecasts-EpiNow2,inc case,FR,0.14374478220890363
epiforecasts-EpiNow2,inc death,FR,0.07071126929722907
epiforecasts-EpiNow2,inc case,GB,0.16192873856243936
epiforecasts-EpiNow2,inc death,GB,0.12488478131005233
epiforecasts-EpiNow2,inc case,GR,0.07957811724842699
epiforecasts-EpiNow2,inc death,GR,0.08149640486531222
epiforecasts-EpiNow2,inc case,HR,0.16226069798284673
epiforecasts-EpiNow2,inc death,HR,0.11372962998111862
epiforecasts-EpiNow2,inc case,HU,0.17315094253060087
epiforecasts-EpiNow2,inc death,HU,0.20622933589657777
epiforecasts-EpiNow2,inc case,IE,0.15069584505967765
epiforecasts-EpiNow2,inc death,IE,0.12304182112230605
epiforecasts-EpiNow2,inc case,IS,0.15352665861536544
epiforecasts-EpiNow2,inc case,IT,0.16586272423523976
epiforecasts-EpiNow2,inc death,IT,0.14218171337598498
epiforecasts-EpiNow2,inc case,LI,0.09086842503065645
epiforecasts-EpiNow2,inc death,LI,NA
epiforecasts-EpiNow2,inc case,LT,0.1352149049774208
epiforecasts-EpiNow2,inc death,LT,0.162596094292544
epiforecasts-EpiNow2,inc case,LU,0.047050580575860874
epiforecasts-EpiNow2,inc death,LU,0.09357030603388095
epiforecasts-EpiNow2,inc case,LV,0.1600706903230633
epiforecasts-EpiNow2,inc death,LV,0.23342254431952036
epiforecasts-EpiNow2,inc case,MT,0.07078231950070513
epiforecasts-EpiNow2,inc case,NL,0.044367267630068444
epiforecasts-EpiNow2,inc death,NL,0.03765201024227489
epiforecasts-EpiNow2,inc case,NO,0.11728176927967005
epiforecasts-EpiNow2,inc death,NO,0.19599804526093217
epiforecasts-EpiNow2,inc case,Overall,0.11218676175173424
epiforecasts-EpiNow2,inc death,Overall,0.10941931414851701
epiforecasts-EpiNow2,inc case,PL,0.11017223555088926
epiforecasts-EpiNow2,inc death,PL,0.08494799759353541
epiforecasts-EpiNow2,inc case,PT,0.15651552546897882
epiforecasts-EpiNow2,inc death,PT,0.24060313093804628
epiforecasts-EpiNow2,inc case,RO,0.181934226385091
epiforecasts-EpiNow2,inc death,RO,0.1162862038130629
epiforecasts-EpiNow2,inc case,SE,0.14248737821069934
epiforecasts-EpiNow2,inc death,SE,0.09558123601431395
epiforecasts-EpiNow2,inc case,SI,0.01721654907159998
epiforecasts-EpiNow2,inc death,SI,0.12734834578126347
epiforecasts-EpiNow2,inc case,SK,0.17636909125493166
epiforecasts-EpiNow2,inc death,SK,0.21001720513805494
FIAS_FZJ-Epi1Ger,inc case,DE,0.06538803874507677
FIAS_FZJ-Epi1Ger,inc death,DE,0.0468063437513287
HZI-AgeExtendedSEIR,inc case,DE,0.06858478730594719
HZI-AgeExtendedSEIR,inc death,DE,0.06494833745339408
IEM_Health-CovidProject,inc case,AT,0.13797970834982107
IEM_Health-CovidProject,inc death,AT,0.12473372973579068
IEM_Health-CovidProject,inc case,BE,0.177098358935906
IEM_Health-CovidProject,inc death,BE,0.11144518243206271
IEM_Health-CovidProject,inc case,BG,0.18076404827046225
IEM_Health-CovidProject,inc death,BG,0.12804859932484686
IEM_Health-CovidProject,inc case,CH,0.15097887866591927
IEM_Health-CovidProject,inc death,CH,0.08798578035563019
IEM_Health-CovidProject,inc case,CY,0.1425177438245647
IEM_Health-CovidProject,inc death,CY,0.12338222492851837
IEM_Health-CovidProject,inc case,CZ,0.1572636458943071
IEM_Health-CovidProject,inc death,CZ,0.08175137540119405
IEM_Health-CovidProject,inc case,DE,0.05248835763210244
IEM_Health-CovidProject,inc death,DE,0.048151353629240445
IEM_Health-CovidProject,inc case,DK,0.1300276071636804
IEM_Health-CovidProject,inc death,DK,0.14391190318944813
IEM_Health-CovidProject,inc case,EE,0.14435199945389335
IEM_Health-CovidProject,inc death,EE,0.10585599697744788
IEM_Health-CovidProject,inc case,ES,0.16022965164648095
IEM_Health-CovidProject,inc death,ES,0.10324634815110725
IEM_Health-CovidProject,inc case,FI,0.1729767035439971
IEM_Health-CovidProject,inc death,FI,0.19357646314487675
IEM_Health-CovidProject,inc case,FR,0.11932953257681808
IEM_Health-CovidProject,inc death,FR,0.18713487430175776
IEM_Health-CovidProject,inc case,GB,0.15598639953262508
IEM_Health-CovidProject,inc death,GB,0.1018613300070818
IEM_Health-CovidProject,inc case,GR,0.15200314530598413
IEM_Health-CovidProject,inc death,GR,0.1659953088572412
IEM_Health-CovidProject,inc case,HR,0.18327892311015848
IEM_Health-CovidProject,inc death,HR,0.17410461873652724
IEM_Health-CovidProject,inc case,HU,0.20300455331173897
IEM_Health-CovidProject,inc death,HU,0.12553090011096035
IEM_Health-CovidProject,inc case,IE,0.1644919435510566
IEM_Health-CovidProject,inc death,IE,0.12304182112230606
IEM_Health-CovidProject,inc case,IT,0.11328153426789102
IEM_Health-CovidProject,inc death,IT,0.11745445887581367
IEM_Health-CovidProject,inc case,LI,0.17365965672525457
IEM_Health-CovidProject,inc death,LI,NA
IEM_Health-CovidProject,inc case,LT,0.11502789099487627
IEM_Health-CovidProject,inc death,LT,0.14727907091715942
IEM_Health-CovidProject,inc case,LU,0.12438306222730844
IEM_Health-CovidProject,inc death,LU,0.11763124187116461
IEM_Health-CovidProject,inc case,LV,0.15734221264710202
IEM_Health-CovidProject,inc death,LV,0.08803826066030354
IEM_Health-CovidProject,inc case,MT,0.13391558189407599
IEM_Health-CovidProject,inc death,MT,NA
IEM_Health-CovidProject,inc case,NL,0.14632498853681397
IEM_Health-CovidProject,inc death,NL,0.1937509693717062
IEM_Health-CovidProject,inc case,NO,0.18291094587140247
IEM_Health-CovidProject,inc death,NO,0.15552018808747878
IEM_Health-CovidProject,inc case,Overall,0.16315160494752207
IEM_Health-CovidProject,inc death,Overall,0.11141784043433468
IEM_Health-CovidProject,inc case,PL,0.1322066826610671
IEM_Health-CovidProject,inc death,PL,0.034950033295625994
IEM_Health-CovidProject,inc case,PT,0.1796798232383877
IEM_Health-CovidProject,inc death,PT,0.09873025028147416
IEM_Health-CovidProject,inc case,RO,0.17465685732968733
IEM_Health-CovidProject,inc death,RO,0.10894775405786959
IEM_Health-CovidProject,inc case,SE,0.24603410647561752
IEM_Health-CovidProject,inc death,SE,0.08346530468855586
IEM_Health-CovidProject,inc case,SI,0.16160454048677553
IEM_Health-CovidProject,inc death,SI,0.13294607526615418
IEM_Health-CovidProject,inc case,SK,0.1782861465946592
IEM_Health-CovidProject,inc death,SK,0.08763875853505299
ILM-EKF,inc case,AT,0.12112965180018856
ILM-EKF,inc death,AT,0.1649704167473361
ILM-EKF,inc case,BE,0.15745486678356982
ILM-EKF,inc death,BE,0.10646995107348847
ILM-EKF,inc case,BG,0.13156876931077946
ILM-EKF,inc death,BG,0.14254466717294273
ILM-EKF,inc case,CH,0.14115185106044525
ILM-EKF,inc death,CH,0.11069178818934122
ILM-EKF,inc case,CY,0.0806801169968389
ILM-EKF,inc death,CY,0.13929282814314484
ILM-EKF,inc case,CZ,0.11818037295015979
ILM-EKF,inc death,CZ,0.1377832169683046
ILM-EKF,inc case,DE,0.05867519826554418
ILM-EKF,inc death,DE,0.07616668664988943
ILM-EKF,inc case,DK,0.11562394203022261
ILM-EKF,inc death,DK,0.08829377635294645
ILM-EKF,inc case,EE,0.10444982074306103
ILM-EKF,inc death,EE,0.07315251823644772
ILM-EKF,inc case,ES,0.11059622420043298
ILM-EKF,inc death,ES,0.11690327250971932
ILM-EKF,inc case,FI,0.12942141847896188
ILM-EKF,inc death,FI,0.1005592016337022
ILM-EKF,inc case,FR,0.12630159515434003
ILM-EKF,inc death,FR,0.149406068998984
ILM-EKF,inc case,GB,0.12735968201540177
ILM-EKF,inc death,GB,0.0747261396363428
ILM-EKF,inc case,GR,0.12253876750210681
ILM-EKF,inc death,GR,0.1114456137204093
ILM-EKF,inc case,HR,0.1028280004658738
ILM-EKF,inc death,HR,0.1175206176471559
ILM-EKF,inc case,HU,0.18114252449355167
ILM-EKF,inc death,HU,0.16983592367953462
ILM-EKF,inc case,IE,0.1644919435510566
ILM-EKF,inc death,IE,0.04417944583921727
ILM-EKF,inc case,IS,0.18994461019389397
ILM-EKF,inc death,IS,NA
ILM-EKF,inc case,IT,0.11598515083753044
ILM-EKF,inc death,IT,0.13177817337286413
ILM-EKF,inc case,LI,0.11420207070658704
ILM-EKF,inc death,LI,NA
ILM-EKF,inc case,LT,0.11126676104409014
ILM-EKF,inc death,LT,0.13283994631743792
ILM-EKF,inc case,LU,0.14392360372525417
ILM-EKF,inc death,LU,0.09687278742331203
ILM-EKF,inc case,LV,0.15734221264710202
ILM-EKF,inc death,LV,0.1620576900052721
ILM-EKF,inc case,MT,0.13522420321551648
ILM-EKF,inc case,NL,0.0936333050862925
ILM-EKF,inc death,NL,0.05486753114950972
ILM-EKF,inc case,NO,0.13551559521374543
ILM-EKF,inc death,NO,0.08294410031332203
ILM-EKF,inc case,Overall,0.13157387495767908
ILM-EKF,inc death,Overall,0.12978993114425155
ILM-EKF,inc case,PL,0.08474787350068404
ILM-EKF,inc death,PL,0.09409624348822383
ILM-EKF,inc case,PT,0.15929062343828693
ILM-EKF,inc death,PT,0.12839359902075115
ILM-EKF,inc case,RO,0.1235779650917599
ILM-EKF,inc death,RO,0.148140180435123
ILM-EKF,inc case,SE,0.1784301402818667
ILM-EKF,inc death,SE,0.16811451440815503
ILM-EKF,inc case,SI,0.1663888854353972
ILM-EKF,inc death,SI,0.1293913673713372
ILM-EKF,inc case,SK,0.19296853513774878
ILM-EKF,inc death,SK,0.15541273180216061
itwm-dSEIR,inc case,DE,0.08573098413243399
itwm-dSEIR,inc death,DE,0.03535162671513855
ITWW-county_repro,inc case,DE,0.07793725830221272
ITWW-county_repro,inc death,DE,0.0790409012404513
ITWW-county_repro,inc case,PL,0.12712181025102604
ITWW-county_repro,inc death,PL,0.09864928752797662
Karlen-pypm,inc case,DE,0.06483855942789125
Karlen-pypm,inc death,DE,0.08819300559460881
Karlen-pypm,inc case,Overall,0.04880603566806216
Karlen-pypm,inc death,Overall,0.08413967950041136
LANL-GrowthRate,inc case,AT,0.16125849350086452
LANL-GrowthRate,inc death,AT,0.047683756822073826
LANL-GrowthRate,inc case,BE,0.13519562222339251
LANL-GrowthRate,inc death,BE,0.1074291398218983
LANL-GrowthRate,inc case,BG,0.12832015772285899
LANL-GrowthRate,inc death,BG,0.1127592143308353
LANL-GrowthRate,inc case,CH,0.13376446446288925
LANL-GrowthRate,inc death,CH,0.045752605784927694
LANL-GrowthRate,inc case,CY,0.17711308005638515
LANL-GrowthRate,inc death,CY,0.13011216447007393
LANL-GrowthRate,inc case,CZ,0.13966771348655246
LANL-GrowthRate,inc death,CZ,0.07213356653046535
LANL-GrowthRate,inc case,DE,0.06538803874507677
LANL-GrowthRate,inc death,DE,0.09856865331162162
LANL-GrowthRate,inc case,DK,0.15974041467068492
LANL-GrowthRate,inc death,DK,0.1422319977047464
LANL-GrowthRate,inc case,EE,0.16366022868021027
LANL-GrowthRate,inc death,EE,0.029452568717129528
LANL-GrowthRate,inc case,ES,0.1549390499411726
LANL-GrowthRate,inc death,ES,0.13472389331912776
LANL-GrowthRate,inc case,FI,0.1567719143230998
LANL-GrowthRate,inc death,FI,0.08603398361994521
LANL-GrowthRate,inc case,FR,0.14192982283757907
LANL-GrowthRate,inc death,FR,0.15700298776164423
LANL-GrowthRate,inc case,GB,0.12320664890620389
LANL-GrowthRate,inc death,GB,0.1350605783056862
LANL-GrowthRate,inc case,GR,0.18134423501652264
LANL-GrowthRate,inc death,GR,0.12666308707982263
LANL-GrowthRate,inc case,HR,0.14149132864104233
LANL-GrowthRate,inc death,HR,0.03287290004116249
LANL-GrowthRate,inc case,HU,0.13533636887449263
LANL-GrowthRate,inc death,HU,0.07085179638164635
LANL-GrowthRate,inc case,IE,0.15571903989500022
LANL-GrowthRate,inc death,IE,0.1036651563786358
LANL-GrowthRate,inc case,IS,0.15952379371752815
LANL-GrowthRate,inc case,IT,0.13099131590545887
LANL-GrowthRate,inc death,IT,0.1480247974873268
LANL-GrowthRate,inc case,LI,0.22984366331283695
LANL-GrowthRate,inc death,LI,NA
LANL-GrowthRate,inc case,LT,0.1582748112526398
LANL-GrowthRate,inc death,LT,0.030021435430676518
LANL-GrowthRate,inc case,LU,0.15853149029304206
LANL-GrowthRate,inc death,LU,0.08373749421337141
LANL-GrowthRate,inc case,LV,0.16385934571532518
LANL-GrowthRate,inc death,LV,0.04276144089214742
LANL-GrowthRate,inc case,MT,0.1495993887825714
LANL-GrowthRate,inc death,MT,NA
LANL-GrowthRate,inc case,NL,0.1541854218053205
LANL-GrowthRate,inc death,NL,0.08522379408789826
LANL-GrowthRate,inc case,NO,0.17262500026005223
LANL-GrowthRate,inc death,NO,0.15221124791540477
LANL-GrowthRate,inc case,Overall,0.15730871000449786
LANL-GrowthRate,inc death,Overall,0.11192893144550134
LANL-GrowthRate,inc case,PL,0.08932883963585615
LANL-GrowthRate,inc death,PL,0.10366535299550082
LANL-GrowthRate,inc case,PT,0.14825067923959379
LANL-GrowthRate,inc death,PT,0.054850139045263424
LANL-GrowthRate,inc case,RO,0.18984441014096454
LANL-GrowthRate,inc death,RO,0.11450631293837314
LANL-GrowthRate,inc case,SE,0.06668601202453606
LANL-GrowthRate,inc death,SE,0.08978843383162825
LANL-GrowthRate,inc case,SI,0.16973899722268707
LANL-GrowthRate,inc death,SI,0.04259891848316912
LANL-GrowthRate,inc case,SK,0.1355564089810632
LANL-GrowthRate,inc death,SK,0.05123496652818482
MIT_CovidAnalytics-DELPHI,inc case,DE,0.05491664463999331
MIT_CovidAnalytics-DELPHI,inc death,DE,0.042746609854529785
MIT_CovidAnalytics-DELPHI,inc case,PL,0.07869445396492089
MIT_CovidAnalytics-DELPHI,inc death,PL,0.060556988383510396
MOCOS-agent1,inc case,PL,0.10661829246860251
MOCOS-agent1,inc death,PL,0.13591679614965665
MUNI_DMS-SEIAR,inc case,CZ,0.11283888716710172
MUNI_DMS-SEIAR,inc death,CZ,0.12141293376414959
MUNI-ARIMA,inc case,AT,0.18910168662331595
MUNI-ARIMA,inc death,AT,0.10710121296685693
MUNI-ARIMA,inc case,BE,0.11052488824102162
MUNI-ARIMA,inc death,BE,0.05253142960454057
MUNI-ARIMA,inc case,BG,0.09713955865001474
MUNI-ARIMA,inc death,BG,0.08332574294300696
MUNI-ARIMA,inc case,CH,0.15194052757461943
MUNI-ARIMA,inc death,CH,0.07769310416308478
MUNI-ARIMA,inc case,CY,0.239735204790607
MUNI-ARIMA,inc death,CY,0.13438815109585098
MUNI-ARIMA,inc case,CZ,0.09986241514288502
MUNI-ARIMA,inc death,CZ,0.08886019065347178
MUNI-ARIMA,inc case,DE,0.07313543670065459
MUNI-ARIMA,inc death,DE,0.04363716422649916
MUNI-ARIMA,inc case,DK,0.23737127039849437
MUNI-ARIMA,inc death,DK,0.088938256472311
