model,target_variable,location,weight
epiforecasts-EpiExpert,inc case,DE,0.07954358753890564
epiforecasts-EpiExpert,inc death,DE,0.10030309940236612
epiforecasts-EpiExpert,inc case,GB,0.16150064787878715
epiforecasts-EpiExpert,inc death,GB,0.19499503290036674
epiforecasts-EpiExpert,inc case,NL,0.08601542736701548
epiforecasts-EpiExpert,inc death,NL,0.1256436961147289
epiforecasts-EpiExpert,inc case,Overall,0.15012307991284654
epiforecasts-EpiExpert,inc death,Overall,0.11881400150192759
epiforecasts-EpiExpert,inc case,PL,0.05506719474309836
epiforecasts-EpiExpert,inc death,PL,0.0724455658043512
epiforecasts-EpiNow2,inc case,AT,0.1491938112436872
epiforecasts-EpiNow2,inc death,AT,0.17291289742924287
epiforecasts-EpiNow2,inc case,BE,0.15255370727935896
epiforecasts-EpiNow2,inc death,BE,0.09777312832438262
epiforecasts-EpiNow2,inc case,BG,0.20649210217832997
epiforecasts-EpiNow2,inc death,BG,0.1548462529509829
epiforecasts-EpiNow2,inc case,CH,0.08510571298816728
epiforecasts-EpiNow2,inc death,CH,0.12250744305489752
epiforecasts-EpiNow2,inc case,CY,0.10873122590196659
epiforecasts-EpiNow2,inc case,CZ,0.16407291295124743
epiforecasts-EpiNow2,inc death,CZ,0.12886514544172314
epiforecasts-EpiNow2,inc case,DE,0.052368554073656745
epiforecasts-EpiNow2,inc death,DE,0.05391787161550114
epiforecasts-EpiNow2,inc case,DK,0.12005012060367522
epiforecasts-EpiNow2,inc death,DK,0.11078470636905782
epiforecasts-EpiNow2,inc case,EE,0.15756327547389534
epiforecasts-EpiNow2,inc death,EE,0.1350054950494739
epiforecasts-EpiNow2,inc case,ES,0.16641257942956791
epiforecasts-EpiNow2,inc death,ES,0.09897608519571666
epiforecasts-EpiNow2,inc case,FI,0.11096382985299007
epiforecasts-EpiNow2,inc death,FI,0.13658757993632953
epiforecasts-EpiNow2,inc case,FR,0.15128674731016858
epiforecasts-EpiNow2,inc death,FR,0.10987881776723356
epiforecasts-EpiNow2,inc case,GB,0.15645375263257505
epiforecasts-EpiNow2,inc death,GB,0.1263856694724599
epiforecasts-EpiNow2,inc case,GR,0.08961879517258416
epiforecasts-EpiNow2,inc death,GR,0.08071163166163871
epiforecasts-EpiNow2,inc case,HR,0.28602340524898534
epiforecasts-EpiNow2,inc death,HR,0.27385109320715095
epiforecasts-EpiNow2,inc case,HU,0.23146466036544922
epiforecasts-EpiNow2,inc death,HU,0.1924545738490648
epiforecasts-EpiNow2,inc case,IE,0.15069584505967765
epiforecasts-EpiNow2,inc death,IE,0.12304182112230605
epiforecasts-EpiNow2,inc case,IS,0.15775657313788338
epiforecasts-EpiNow2,inc death,IS,NA
epiforecasts-EpiNow2,inc case,IT,0.20655914914577989
epiforecasts-EpiNow2,inc death,IT,0.1368686769984103
epiforecasts-EpiNow2,inc case,LI,0.12004082769661989
epiforecasts-EpiNow2,inc death,LI,0.12
epiforecasts-EpiNow2,inc case,LT,0.1688867172113767
epiforecasts-EpiNow2,inc death,LT,0.14239418895446945
epiforecasts-EpiNow2,inc case,LU,0.059538118191702474
epiforecasts-EpiNow2,inc death,LU,0.12166487107918819
epiforecasts-EpiNow2,inc case,LV,0.17200801897586293
