model,target_variable,location,weight
CovidMetrics-epiBATS,inc case,DE,0.14305299202886582
epiforecasts-EpiNow2,inc case,AT,0.07589843991355139
epiforecasts-EpiNow2,inc death,AT,0.11341975598018596
epiforecasts-EpiNow2,inc case,BE,0.14170640102421994
epiforecasts-EpiNow2,inc death,BE,0.11077338233737687
epiforecasts-EpiNow2,inc case,BG,0.1307060979113309
epiforecasts-EpiNow2,inc death,BG,0.12097262445504578
epiforecasts-EpiNow2,inc case,CH,0.1070461955256366
epiforecasts-EpiNow2,inc death,CH,0.1459894115671252
epiforecasts-EpiNow2,inc case,CZ,0.138381710863017
epiforecasts-EpiNow2,inc death,CZ,0.1492499380730303
epiforecasts-EpiNow2,inc case,DE,0.07422829208654866
epiforecasts-EpiNow2,inc death,DE,0.05149224862917088
epiforecasts-EpiNow2,inc case,DK,0.08742695609980208
epiforecasts-EpiNow2,inc death,DK,0.10326892867627574
epiforecasts-EpiNow2,inc case,EE,0.13800053196522333
epiforecasts-EpiNow2,inc death,EE,0.13882536998224954
epiforecasts-EpiNow2,inc case,ES,0.1717983125701624
epiforecasts-EpiNow2,inc death,ES,0.12960236950326415
epiforecasts-EpiNow2,inc case,FR,0.12430538443313892
epiforecasts-EpiNow2,inc death,FR,0.10644968308770351
epiforecasts-EpiNow2,inc case,GB,0.1162417448414443
epiforecasts-EpiNow2,inc death,GB,0.11672664765580225
epiforecasts-EpiNow2,inc case,GR,0.07787842270885367
epiforecasts-EpiNow2,inc death,GR,0.12980077347268862
epiforecasts-EpiNow2,inc case,HR,0.16704807093239693
epiforecasts-EpiNow2,inc death,HR,0.17756625477511412
epiforecasts-EpiNow2,inc case,HU,0.19814798847379805
epiforecasts-EpiNow2,inc death,HU,0.13947504007772468
epiforecasts-EpiNow2,inc case,IE,0.11754123282459569
epiforecasts-EpiNow2,inc death,IE,0.09210486627633778
epiforecasts-EpiNow2,inc case,IS,0.07209349741522682
epiforecasts-EpiNow2,inc death,IS,0
epiforecasts-EpiNow2,inc case,IT,0.14150937250665999
epiforecasts-EpiNow2,inc death,IT,0.1517822069718495
epiforecasts-EpiNow2,inc death,LI,0.2183407788024618
epiforecasts-EpiNow2,inc case,LT,0.1331244979119318
epiforecasts-EpiNow2,inc death,LT,0.11261462509012449
epiforecasts-EpiNow2,inc case,LU,0.07090497612286066
epiforecasts-EpiNow2,inc death,LU,0.10987187775192402
epiforecasts-EpiNow2,inc case,LV,0.15177280844836266
epiforecasts-EpiNow2,inc death,LV,0.1567823680078535
epiforecasts-EpiNow2,inc case,MT,0.08968495322640146
epiforecasts-EpiNow2,inc death,MT,0.0993311045045039
epiforecasts-EpiNow2,inc death,NL,0.067539822268882
epiforecasts-EpiNow2,inc case,NO,0.12195438148797624
epiforecasts-EpiNow2,inc death,NO,0.12020322784070991
epiforecasts-EpiNow2,inc case,Overall,0.13542727601138504
epiforecasts-EpiNow2,inc death,Overall,0.11779955315295056
epiforecasts-EpiNow2,inc case,PL,0.11734723494435172
epiforecasts-EpiNow2,inc death,PL,0.07699169673681441
epiforecasts-EpiNow2,inc case,PT,0.18419057214259382
epiforecasts-EpiNow2,inc death,PT,0.14405191609398005
epiforecasts-EpiNow2,inc case,RO,0.11163416528839995
epiforecasts-EpiNow2,inc death,RO,0.11532556754511115
epiforecasts-EpiNow2,inc case,SE,0.13176287037572607
epiforecasts-EpiNow2,inc death,SE,0.1376750097699342
epiforecasts-EpiNow2,inc case,SI,0.0707456859117458
epiforecasts-EpiNow2,inc death,SI,0.09203587154713803
epiforecasts-EpiNow2,inc death,SK,0.13188533543206793
HZI-AgeExtendedSEIR,inc case,DE,0.0866283780035591
HZI-AgeExtendedSEIR,inc death,DE,0.12904081584177762
IEM_Health-CovidProject,inc case,AT,0.1498597966738567
IEM_Health-CovidProject,inc death,AT,0.09518140325975404
IEM_Health-CovidProject,inc case,BE,0.1827982358627997
IEM_Health-CovidProject,inc death,BE,0.11255287442311787
IEM_Health-CovidProject,inc case,BG,0.1191943681870302
IEM_Health-CovidProject,inc death,BG,0.09753056086447472
IEM_Health-CovidProject,inc case,CH,0.12908978245610103
IEM_Health-CovidProject,inc death,CH,0.047792957294327094
IEM_Health-CovidProject,inc case,CZ,0.10652405080822173
IEM_Health-CovidProject,inc death,CZ,0.08311886795124046
IEM_Health-CovidProject,inc case,DE,0.06991915902534454
IEM_Health-CovidProject,inc death,DE,0.07542526559765876
IEM_Health-CovidProject,inc case,DK,0.1489208719355421
IEM_Health-CovidProject,inc death,DK,0.11263624300310605
IEM_Health-CovidProject,inc case,EE,0.15333392440580368
IEM_Health-CovidProject,inc death,EE,0.09255024665483305
IEM_Health-CovidProject,inc case,ES,0.1577389696252988
IEM_Health-CovidProject,inc death,ES,0.12454823810202265
IEM_Health-CovidProject,inc case,FR,0.15203504711437757
IEM_Health-CovidProject,inc death,FR,0.10730814827389468
IEM_Health-CovidProject,inc case,GB,0.1946729880641331
IEM_Health-CovidProject,inc death,GB,0.14876925681621855
IEM_Health-CovidProject,inc case,GR,0.1779862204433413
IEM_Health-CovidProject,inc death,GR,0.16225096684086074
IEM_Health-CovidProject,inc case,HR,0.1212069723974601
IEM_Health-CovidProject,inc death,HR,0.08790408652233371
IEM_Health-CovidProject,inc case,HU,0.11089015868717138
IEM_Health-CovidProject,inc death,HU,0.08662134067985007
IEM_Health-CovidProject,inc case,IE,0.15759231956482828
IEM_Health-CovidProject,inc death,IE,0.10866868418979364
IEM_Health-CovidProject,inc case,IT,0.13907480265708302
IEM_Health-CovidProject,inc death,IT,0.09078561912334922
IEM_Health-CovidProject,inc death,LI,0.11963878290545851
IEM_Health-CovidProject,inc case,LT,0.17195247646957854
IEM_Health-CovidProject,inc death,LT,0.1287573358538966
