"location","target","model","inverse_wis_weight"
"GM","inc case","FIAS_FZJ-Epi1Ger",0.193998542366584
"GM","inc case","MIT_CovidAnalytics-DELPHI",0.104426490072698
"GM","inc case","ITWW-county_repro",0.118269647042373
"GM","inc case","epiforecasts-EpiExpert",0.140872845266911
"GM","inc case","epiforecasts-EpiNow2",0.147498328374183
"GM","inc case","KIT-time_series_baseline",0.221106813677664
"GM","inc case","LANL-GrowthRate",0.0738273331995873
"GM","cum case","FIAS_FZJ-Epi1Ger",0.204229966577652
"GM","cum case","LANL-GrowthRate",0.0547018839404242
"GM","cum case","ITWW-county_repro",0.122393638290814
"GM","cum case","epiforecasts-EpiExpert",0.143821706495449
"GM","cum case","epiforecasts-EpiNow2",0.199326655296099
"GM","cum case","KIT-time_series_baseline",0.275526149399562
"GM","inc death","FIAS_FZJ-Epi1Ger",0.306314403322219
"GM","inc death","MIT_CovidAnalytics-DELPHI",0.105167424420354
"GM","inc death","ITWW-county_repro",0.0962534580451539
"GM","inc death","epiforecasts-EpiExpert",0.10175347035413
"GM","inc death","epiforecasts-EpiNow2",0.234412766215318
"GM","inc death","KIT-time_series_baseline",0.0970100495315974
"GM","inc death","LANL-GrowthRate",0.0590884281112275
"GM","cum death","FIAS_FZJ-Epi1Ger",0.363781605455987
"GM","cum death","LANL-GrowthRate",0.0469931010752238
"GM","cum death","ITWW-county_repro",0.102491928353781
"GM","cum death","epiforecasts-EpiExpert",0.126570265851992
"GM","cum death","epiforecasts-EpiNow2",0.25366670051456
"GM","cum death","KIT-time_series_baseline",0.106496398748457
"PL","inc case","MIT_CovidAnalytics-DELPHI",0.0726318344206524
"PL","inc case","MOCOS-agent1",0.208218449501979
"PL","inc case","ITWW-county_repro",0.269544375939277
"PL","inc case","epiforecasts-EpiExpert",0.156949854147118
"PL","inc case","epiforecasts-EpiNow2",0.121050374406677
"PL","inc case","KIT-time_series_baseline",0.0994757584334836
"PL","inc case","LANL-GrowthRate",0.072129353150813
"PL","cum case","LANL-GrowthRate",0.116254164377101
"PL","cum case","MOCOS-agent1",0.290581787557271
"PL","cum case","ITWW-county_repro",0.235275114014629
"PL","cum case","epiforecasts-EpiExpert",0.13741355841026
"PL","cum case","epiforecasts-EpiNow2",0.122891467323726
"PL","cum case","KIT-time_series_baseline",0.0975839083170126
"PL","inc death","MIT_CovidAnalytics-DELPHI",0.0771265554820312
"PL","inc death","MOCOS-agent1",0.348030463286283
"PL","inc death","ITWW-county_repro",0.10050862216809
"PL","inc death","epiforecasts-EpiExpert",0.104757659083259
"PL","inc death","epiforecasts-EpiNow2",0.153044298123548
"PL","inc death","KIT-time_series_baseline",0.150501502164894
"PL","inc death","LANL-GrowthRate",0.0660308996918945
"PL","cum death","LANL-GrowthRate",0.106169113445552
"PL","cum death","MOCOS-agent1",0.367045607425097
"PL","cum death","ITWW-county_repro",0.0949626061365088
"PL","cum death","epiforecasts-EpiExpert",0.126798930492959
"PL","cum death","epiforecasts-EpiNow2",0.150867014845012
"PL","cum death","KIT-time_series_baseline",0.154156727654872
