"location","target","model","inverse_wis_weight"
"GM","inc case","FIAS_FZJ-Epi1Ger",0.0797456491258562
"GM","inc case","LANL-GrowthRate",0.117176633279122
"GM","inc case","MIT_CovidAnalytics-DELPHI",0.0966493985946101
"GM","inc case","USC-SIkJalpha",0.161653687808083
"GM","inc case","ITWW-county_repro",0.175470659062803
"GM","inc case","epiforecasts-EpiExpert",0.146619702550055
"GM","inc case","epiforecasts-EpiNow2",0.0478331027204642
"GM","inc case","KIT-time_series_baseline",0.0858178688912745
"GM","inc case","Karlen-pypm",0.0890332979677324
"GM","cum case","FIAS_FZJ-Epi1Ger",0.0652601696437223
"GM","cum case","LANL-GrowthRate",0.110325821593262
"GM","cum case","USC-SIkJalpha",0.184586720844012
"GM","cum case","ITWW-county_repro",0.218802402440854
"GM","cum case","epiforecasts-EpiExpert",0.160493269760941
"GM","cum case","epiforecasts-EpiNow2",0.0452127190974305
"GM","cum case","KIT-time_series_baseline",0.0790710786046117
"GM","cum case","Karlen-pypm",0.0967168506380502
"GM","cum case","itwm-dSEIR",0.0395309673771153
"GM","inc death","FIAS_FZJ-Epi1Ger",0.185125349148715
"GM","inc death","LANL-GrowthRate",0.091909082779539
"GM","inc death","MIT_CovidAnalytics-DELPHI",0.0662707366131092
"GM","inc death","USC-SIkJalpha",0.103086713530321
"GM","inc death","ITWW-county_repro",0.148031009044554
"GM","inc death","epiforecasts-EpiExpert",0.120180797228309
"GM","inc death","epiforecasts-EpiNow2",0.0857325613478557
"GM","inc death","KIT-time_series_baseline",0.0558263767847245
"GM","inc death","Karlen-pypm",0.143837373522872
"GM","cum death","FIAS_FZJ-Epi1Ger",0.23945577314626
"GM","cum death","LANL-GrowthRate",0.103012049080703
"GM","cum death","MIT_CovidAnalytics-DELPHI",0.0510123663331922
"GM","cum death","USC-SIkJalpha",0.0670193905477774
"GM","cum death","ITWW-county_repro",0.111952230017902
"GM","cum death","epiforecasts-EpiExpert",0.11017576905696
"GM","cum death","epiforecasts-EpiNow2",0.0928856117050037
"GM","cum death","KIT-time_series_baseline",0.0574028836515889
"GM","cum death","Karlen-pypm",0.116906505662895
"GM","cum death","itwm-dSEIR",0.0501774207977173
"PL","inc case","LANL-GrowthRate",0.0855831701839005
"PL","inc case","MIT_CovidAnalytics-DELPHI",0.0227768194415854
"PL","inc case","USC-SIkJalpha",0.308674307752853
"PL","inc case","MOCOS-agent1",0.055440610874631
"PL","inc case","MIMUW-StochSEIR",0.0344156971151132
"PL","inc case","ITWW-county_repro",0.204948766036526
"PL","inc case","epiforecasts-EpiExpert",0.142397448626098
"PL","inc case","epiforecasts-EpiNow2",0.0758147336520132
"PL","inc case","KIT-time_series_baseline",0.0699484463172789
"PL","cum case","LANL-GrowthRate",0.122743160787599
"PL","cum case","USC-SIkJalpha",0.0705334836393395
"PL","cum case","MOCOS-agent1",0.0787907878411407
"PL","cum case","MIMUW-StochSEIR",0.0397849425833773
"PL","cum case","ITWW-county_repro",0.261283743493035
"PL","cum case","epiforecasts-EpiExpert",0.221812381666429
"PL","cum case","epiforecasts-EpiNow2",0.11618728201068
"PL","cum case","KIT-time_series_baseline",0.0888642179784006
"PL","inc death","LANL-GrowthRate",0.0956312434953587
"PL","inc death","MIT_CovidAnalytics-DELPHI",0.044509340719136
"PL","inc death","USC-SIkJalpha",0.134696907958183
"PL","inc death","MOCOS-agent1",0.0536665073224933
"PL","inc death","MIMUW-StochSEIR",0.100490026806451
"PL","inc death","ITWW-county_repro",0.0809620862380086
"PL","inc death","epiforecasts-EpiExpert",0.218205229359218
"PL","inc death","epiforecasts-EpiNow2",0.120932752375779
"PL","inc death","KIT-time_series_baseline",0.150905905725372
"PL","cum death","LANL-GrowthRate",0.103531976938883
"PL","cum death","MIT_CovidAnalytics-DELPHI",0.0264699409304455
"PL","cum death","USC-SIkJalpha",0.0652685120694326
"PL","cum death","MOCOS-agent1",0.0557004094251113
"PL","cum death","MIMUW-StochSEIR",0.127246421528942
"PL","cum death","ITWW-county_repro",0.0714514851630745
"PL","cum death","epiforecasts-EpiExpert",0.234732808503093
"PL","cum death","epiforecasts-EpiNow2",0.156220000133518
"PL","cum death","KIT-time_series_baseline",0.1593784453075
