"location","target","model","inverse_wis_weight"
"GM","inc case","FIAS_FZJ-Epi1Ger",0.0956821613747328
"GM","inc case","LANL-GrowthRate",0.0736966992929798
"GM","inc case","MIT_CovidAnalytics-DELPHI",0.190606590787787
"GM","inc case","ITWW-county_repro",0.0940817863591508
"GM","inc case","epiforecasts-EpiExpert",0.32725375098675
"GM","inc case","epiforecasts-EpiNow2",0.0754304473596268
"GM","inc case","KIT-time_series_baseline",0.143248563838973
"GM","cum case","FIAS_FZJ-Epi1Ger",0.115183387812329
"GM","cum case","LANL-GrowthRate",0.0827937900905022
"GM","cum case","ITWW-county_repro",0.123291732923785
"GM","cum case","epiforecasts-EpiExpert",0.36850924174335
"GM","cum case","epiforecasts-EpiNow2",0.10649427140072
"GM","cum case","KIT-time_series_baseline",0.203727576029314
"GM","inc death","FIAS_FZJ-Epi1Ger",0.171142528782189
"GM","inc death","LANL-GrowthRate",0.0688156461153653
"GM","inc death","MIT_CovidAnalytics-DELPHI",0.368050975631512
"GM","inc death","ITWW-county_repro",0.0853517705756197
"GM","inc death","epiforecasts-EpiExpert",0.0718728453693305
"GM","inc death","epiforecasts-EpiNow2",0.167776250992355
"GM","inc death","KIT-time_series_baseline",0.0669899825336281
"GM","cum death","FIAS_FZJ-Epi1Ger",0.219995935735739
"GM","cum death","LANL-GrowthRate",0.043481119316385
"GM","cum death","MIT_CovidAnalytics-DELPHI",0.315979081158488
"GM","cum death","ITWW-county_repro",0.0975962134781984
"GM","cum death","epiforecasts-EpiExpert",0.067924229321502
"GM","cum death","epiforecasts-EpiNow2",0.185310585676381
"GM","cum death","KIT-time_series_baseline",0.0697128353133063
"PL","inc case","LANL-GrowthRate",0.0582731415270673
"PL","inc case","MIT_CovidAnalytics-DELPHI",0.0572411492143667
"PL","inc case","MOCOS-agent1",0.123886585959934
"PL","inc case","ITWW-county_repro",0.159927938701408
"PL","inc case","epiforecasts-EpiExpert",0.396700348482116
"PL","inc case","epiforecasts-EpiNow2",0.115134675274294
"PL","inc case","KIT-time_series_baseline",0.0888361608408139
"PL","cum case","LANL-GrowthRate",0.113598653887858
"PL","cum case","MOCOS-agent1",0.140478423798101
"PL","cum case","ITWW-county_repro",0.170655062823059
"PL","cum case","epiforecasts-EpiExpert",0.377660192824256
"PL","cum case","epiforecasts-EpiNow2",0.117943840723088
"PL","cum case","KIT-time_series_baseline",0.0796638259436381
"PL","inc death","LANL-GrowthRate",0.0630232469620519
"PL","inc death","MIT_CovidAnalytics-DELPHI",0.0639582118502813
"PL","inc death","MOCOS-agent1",0.155481052574352
"PL","inc death","ICM-agentModel",0.120982338564148
"PL","inc death","ITWW-county_repro",0.0649195747289807
"PL","inc death","epiforecasts-EpiExpert",0.176014190653704
"PL","inc death","epiforecasts-EpiNow2",0.138157014627969
"PL","inc death","KIT-time_series_baseline",0.217464370038512
"PL","cum death","LANL-GrowthRate",0.1101264902591
"PL","cum death","MIT_CovidAnalytics-DELPHI",0.0505586919848021
"PL","cum death","MOCOS-agent1",0.205121830143912
"PL","cum death","ICM-agentModel",0.0943631924750373
"PL","cum death","ITWW-county_repro",0.0575166173688785
"PL","cum death","epiforecasts-EpiExpert",0.139873508785034
"PL","cum death","epiforecasts-EpiNow2",0.14022893919924
"PL","cum death","KIT-time_series_baseline",0.202210729783995
