model,target_variable,location,weight
CovidMetrics-epiBATS,inc case,DE,0.25
epiforecasts-arimareg,inc hosp,GB,0.3333333333333333
epiforecasts-arimareg,inc hosp,LV,0.3333333333333333
epiforecasts-caseconv,inc hosp,GB,0.3333333333333333
epiforecasts-caseconv,inc hosp,LV,0.3333333333333333
epiforecasts-caseconv,inc hosp,MT,0.5
epiforecasts-EpiNow2,inc case,AT,0.5
epiforecasts-EpiNow2,inc case,BE,1
epiforecasts-EpiNow2,inc case,BG,1
epiforecasts-EpiNow2,inc case,EE,1
epiforecasts-EpiNow2,inc case,ES,0.5
epiforecasts-EpiNow2,inc case,GB,1
epiforecasts-EpiNow2,inc case,HR,1
epiforecasts-EpiNow2,inc case,HU,0.5
epiforecasts-EpiNow2,inc case,IT,0.3333333333333333
epiforecasts-EpiNow2,inc case,PL,0.2
epiforecasts-EpiNow2,inc case,PT,0.25
epiforecasts-EpiNow2,inc case,RO,0.5
epiforecasts-EpiNow2,inc case,SK,0.5
epiforecasts-EpiNow2,inc death,AT,0.5
epiforecasts-EpiNow2,inc death,EE,0.3333333333333333
epiforecasts-EpiNow2,inc death,HU,0.5
epiforecasts-EpiNow2,inc death,LT,0.5
epiforecasts-EpiNow2,inc death,LV,0.25
epiforecasts-EpiNow2,inc death,RO,0.25
HZI-AgeExtendedSEIR,inc death,DE,0.5
ICM-agentModel,inc case,PL,0.2
IEM_Health-CovidProject,inc case,CY,1
IEM_Health-CovidProject,inc case,ES,0.5
IEM_Health-CovidProject,inc case,IT,0.3333333333333333
IEM_Health-CovidProject,inc case,PT,0.25
IEM_Health-CovidProject,inc case,SE,1
IEM_Health-CovidProject,inc death,ES,0.3333333333333333
IEM_Health-CovidProject,inc death,IT,0.25
ILM-EKF,inc case,IT,0.3333333333333333
ILM-EKF,inc case,PT,0.25
ILM-EKF,inc death,LV,0.25
ILM-EKF,inc death,RO,0.25
ILM-EKF,inc death,SK,0.25
itwm-dSEIR,inc case,DE,0.25
MIT_CovidAnalytics-DELPHI,inc case,DE,0.25
MIT_CovidAnalytics-DELPHI,inc case,PL,0.2
MIT_CovidAnalytics-DELPHI,inc death,PL,0.3333333333333333
MOCOS-agent1,inc case,PL,0.2
MUNI_DMS-SEIAR,inc case,CZ,1
MUNI-ARIMA,inc death,BE,1
MUNI-ARIMA,inc death,BG,0.5
MUNI-ARIMA,inc death,CZ,0.5
MUNI-ARIMA,inc death,DE,0.5
MUNI-ARIMA,inc death,EE,0.3333333333333333
MUNI-ARIMA,inc death,ES,0.3333333333333333
MUNI-ARIMA,inc death,GR,0.5
MUNI-ARIMA,inc death,HR,0.5
MUNI-ARIMA,inc death,HU,0.5
MUNI-ARIMA,inc death,IT,0.25
MUNI-ARIMA,inc death,PL,0.3333333333333333
MUNI-ARIMA,inc death,RO,0.25
MUNI-ARIMA,inc death,SE,0.3333333333333333
MUNI-ARIMA,inc death,SK,0.25
MUNI-ARIMA,inc hosp,BE,1
MUNI-ARIMA,inc hosp,CY,1
MUNI-ARIMA,inc hosp,EE,1
MUNI-ARIMA,inc hosp,FR,1
MUNI-ARIMA,inc hosp,GB,0.3333333333333333
MUNI-ARIMA,inc hosp,HR,1
MUNI-ARIMA,inc hosp,IS,1
MUNI-ARIMA,inc hosp,LV,0.3333333333333333
MUNI-ARIMA,inc hosp,MT,0.5
MUNI-ARIMA,inc hosp,SI,0.5
PL_GRedlarski-DistrictsSum,inc case,PL,0.2
RobertWalraven-ESG,inc case,DE,0.25
RobertWalraven-ESG,inc death,ES,0.3333333333333333
RobertWalraven-ESG,inc death,GB,0.5
RobertWalraven-ESG,inc death,IT,0.25
RobertWalraven-ESG,inc death,PT,1
RobertWalraven-ESG,inc death,RO,0.25
RobertWalraven-ESG,inc death,SE,0.3333333333333333
ULZF-SEIRC19SI,inc case,SI,1
ULZF-SEIRC19SI,inc hosp,SI,0.5
UMass-MechBayes,inc death,AT,0.5
UMass-MechBayes,inc death,BG,0.5
UMass-MechBayes,inc death,CZ,0.5
UMass-MechBayes,inc death,EE,0.3333333333333333
UMass-MechBayes,inc death,GB,0.5
UMass-MechBayes,inc death,GR,0.5
UMass-MechBayes,inc death,HR,0.5
UMass-MechBayes,inc death,LT,0.5
UMass-MechBayes,inc death,LV,0.25
UMass-MechBayes,inc death,PL,0.3333333333333333
UMass-MechBayes,inc death,SK,0.25
USC-SIkJalpha,inc case,AT,0.5
USC-SIkJalpha,inc case,HU,0.5
USC-SIkJalpha,inc case,LV,1
USC-SIkJalpha,inc case,PT,0.25
USC-SIkJalpha,inc case,RO,0.5
USC-SIkJalpha,inc case,SK,0.5
USC-SIkJalpha,inc death,IT,0.25
USC-SIkJalpha,inc death,LV,0.25
USC-SIkJalpha,inc death,SE,0.3333333333333333
USC-SIkJalpha,inc death,SK,0.25
