model,target_variable,location,weight
epiforecasts-EpiExpert,inc case,DE,0.14285714285714285
epiforecasts-EpiExpert,inc case,PL,0.09090909090909091
epiforecasts-EpiExpert,inc death,DE,0.16666666666666666
epiforecasts-EpiExpert,inc death,GB,0.1111111111111111
epiforecasts-EpiExpert,inc death,PL,0.09090909090909091
epiforecasts-EpiNow2,inc case,BG,0.2
epiforecasts-EpiNow2,inc case,CZ,0.125
epiforecasts-EpiNow2,inc case,HR,0.2
epiforecasts-EpiNow2,inc case,HU,0.14285714285714285
epiforecasts-EpiNow2,inc case,LV,0.3333333333333333
epiforecasts-EpiNow2,inc case,PL,0.09090909090909091
epiforecasts-EpiNow2,inc case,RO,0.2
epiforecasts-EpiNow2,inc case,SK,0.14285714285714285
epiforecasts-EpiNow2,inc death,BE,0.125
epiforecasts-EpiNow2,inc death,BG,0.16666666666666666
epiforecasts-EpiNow2,inc death,CZ,0.1111111111111111
epiforecasts-EpiNow2,inc death,EE,0.25
epiforecasts-EpiNow2,inc death,GB,0.1111111111111111
epiforecasts-EpiNow2,inc death,HR,0.2
epiforecasts-EpiNow2,inc death,HU,0.125
epiforecasts-EpiNow2,inc death,IT,0.14285714285714285
epiforecasts-EpiNow2,inc death,LI,0.2
epiforecasts-EpiNow2,inc death,LV,0.5
epiforecasts-EpiNow2,inc death,PL,0.09090909090909091
epiforecasts-EpiNow2,inc death,PT,0.16666666666666666
epiforecasts-EpiNow2,inc death,SK,0.2
HZI-AgeExtendedSEIR,inc death,DE,0.16666666666666666
ICM-agentModel,inc death,PL,0.09090909090909091
IEM_Health-CovidProject,inc case,CZ,0.125
IEM_Health-CovidProject,inc case,FI,0.2
IEM_Health-CovidProject,inc case,SK,0.14285714285714285
IEM_Health-CovidProject,inc death,BE,0.125
IEM_Health-CovidProject,inc death,CH,0.2
IEM_Health-CovidProject,inc death,CZ,0.1111111111111111
IEM_Health-CovidProject,inc death,DK,0.25
IEM_Health-CovidProject,inc death,EE,0.25
IEM_Health-CovidProject,inc death,ES,0.2
IEM_Health-CovidProject,inc death,GB,0.1111111111111111
IEM_Health-CovidProject,inc death,GR,0.25
IEM_Health-CovidProject,inc death,HU,0.125
IEM_Health-CovidProject,inc death,LT,0.5
IEM_Health-CovidProject,inc death,NL,0.25
IEM_Health-CovidProject,inc death,PT,0.16666666666666666
IEM_Health-CovidProject,inc death,SI,0.25
IEM_Health-CovidProject,inc death,SK,0.2
ILM-EKF,inc case,CZ,0.125
ILM-EKF,inc case,DE,0.14285714285714285
ILM-EKF,inc case,FI,0.2
ILM-EKF,inc case,HU,0.14285714285714285
ILM-EKF,inc case,PL,0.09090909090909091
ILM-EKF,inc case,RO,0.2
ILM-EKF,inc case,SE,0.3333333333333333
ILM-EKF,inc case,SK,0.14285714285714285
ILM-EKF,inc death,BE,0.125
ILM-EKF,inc death,BG,0.16666666666666666
ILM-EKF,inc death,CZ,0.1111111111111111
ILM-EKF,inc death,FR,0.5
ILM-EKF,inc death,GB,0.1111111111111111
ILM-EKF,inc death,HR,0.2
ILM-EKF,inc death,HU,0.125
ILM-EKF,inc death,IT,0.14285714285714285
ILM-EKF,inc death,PL,0.09090909090909091
ILM-EKF,inc death,PT,0.16666666666666666
ILM-EKF,inc death,RO,1
ILM-EKF,inc death,SE,0.2
ILM-EKF,inc death,SK,0.2
itwm-dSEIR,inc case,DE,0.14285714285714285
ITWW-county_repro,inc case,PL,0.09090909090909091
Karlen-pypm,inc case,BG,0.2
Karlen-pypm,inc case,FI,0.2
Karlen-pypm,inc case,HR,0.2
Karlen-pypm,inc case,HU,0.14285714285714285
Karlen-pypm,inc case,LV,0.3333333333333333
Karlen-pypm,inc case,PL,0.09090909090909091
Karlen-pypm,inc case,SI,0.3333333333333333
Karlen-pypm,inc case,SK,0.14285714285714285
Karlen-pypm,inc death,AT,0.3333333333333333
Karlen-pypm,inc death,BE,0.125
Karlen-pypm,inc death,BG,0.16666666666666666
Karlen-pypm,inc death,CH,0.2
Karlen-pypm,inc death,CY,1
Karlen-pypm,inc death,CZ,0.1111111111111111
Karlen-pypm,inc death,DK,0.25
Karlen-pypm,inc death,EE,0.25
Karlen-pypm,inc death,FI,0.5
Karlen-pypm,inc death,GB,0.1111111111111111
Karlen-pypm,inc death,HR,0.2
Karlen-pypm,inc death,HU,0.125
Karlen-pypm,inc death,IE,0.2
Karlen-pypm,inc death,IT,0.14285714285714285
Karlen-pypm,inc death,LT,0.5
Karlen-pypm,inc death,LV,0.5
Karlen-pypm,inc death,NO,1
Karlen-pypm,inc death,PL,0.09090909090909091
Karlen-pypm,inc death,PT,0.16666666666666666
Karlen-pypm,inc death,SE,0.2
Karlen-pypm,inc death,SI,0.25
LANL-GrowthRate,inc case,AT,0.3333333333333333
LANL-GrowthRate,inc case,BG,0.2
LANL-GrowthRate,inc case,CZ,0.125
LANL-GrowthRate,inc case,DE,0.14285714285714285
LANL-GrowthRate,inc case,EE,0.5
LANL-GrowthRate,inc case,FI,0.2
LANL-GrowthRate,inc case,HR,0.2
LANL-GrowthRate,inc case,HU,0.14285714285714285
LANL-GrowthRate,inc case,IE,0.5
LANL-GrowthRate,inc case,IT,0.5
LANL-GrowthRate,inc case,LT,0.5
LANL-GrowthRate,inc case,LV,0.3333333333333333
LANL-GrowthRate,inc case,PL,0.09090909090909091
LANL-GrowthRate,inc case,RO,0.2
LANL-GrowthRate,inc case,SK,0.14285714285714285
LANL-GrowthRate,inc death,AT,0.3333333333333333
LANL-GrowthRate,inc death,BE,0.125
LANL-GrowthRate,inc death,BG,0.16666666666666666
LANL-GrowthRate,inc death,CH,0.2
LANL-GrowthRate,inc death,CZ,0.1111111111111111
LANL-GrowthRate,inc death,DE,0.16666666666666666
LANL-GrowthRate,inc death,DK,0.25
LANL-GrowthRate,inc death,ES,0.2
LANL-GrowthRate,inc death,GB,0.1111111111111111
LANL-GrowthRate,inc death,GR,0.25
LANL-GrowthRate,inc death,HU,0.125
LANL-GrowthRate,inc death,IE,0.2
LANL-GrowthRate,inc death,IT,0.14285714285714285
LANL-GrowthRate,inc death,LI,0.2
LANL-GrowthRate,inc death,NL,0.25
LANL-GrowthRate,inc death,PL,0.09090909090909091
LANL-GrowthRate,inc death,SE,0.2
MIT_CovidAnalytics-DELPHI,inc case,DE,0.14285714285714285
MIT_CovidAnalytics-DELPHI,inc case,PL,0.09090909090909091
MIT_CovidAnalytics-DELPHI,inc death,DE,0.16666666666666666
MIT_CovidAnalytics-DELPHI,inc death,PL,0.09090909090909091
MOCOS-agent1,inc case,PL,0.09090909090909091
MOCOS-agent1,inc death,PL,0.09090909090909091
MUNI_DMS-SEIAR,inc case,CZ,0.125
MUNI_DMS-SEIAR,inc death,CZ,0.1111111111111111
MUNI-ARIMA,inc case,AT,0.3333333333333333
MUNI-ARIMA,inc case,BG,0.2
MUNI-ARIMA,inc case,CY,1
MUNI-ARIMA,inc case,CZ,0.125
MUNI-ARIMA,inc case,DE,0.14285714285714285
MUNI-ARIMA,inc case,EE,0.5
MUNI-ARIMA,inc case,FI,0.2
MUNI-ARIMA,inc case,GR,1
MUNI-ARIMA,inc case,HR,0.2
MUNI-ARIMA,inc case,HU,0.14285714285714285
MUNI-ARIMA,inc case,IE,0.5
MUNI-ARIMA,inc case,IT,0.5
MUNI-ARIMA,inc case,LT,0.5
MUNI-ARIMA,inc case,PL,0.09090909090909091
MUNI-ARIMA,inc case,RO,0.2
MUNI-ARIMA,inc case,SI,0.3333333333333333
MUNI-ARIMA,inc case,SK,0.14285714285714285
MUNI-ARIMA,inc death,BE,0.125
MUNI-ARIMA,inc death,CZ,0.1111111111111111
MUNI-ARIMA,inc death,ES,0.2
MUNI-ARIMA,inc death,GB,0.1111111111111111
MUNI-ARIMA,inc death,GR,0.25
MUNI-ARIMA,inc death,HU,0.125
MUNI-ARIMA,inc death,IE,0.2
MUNI-ARIMA,inc death,IT,0.14285714285714285
MUNI-ARIMA,inc death,LI,0.2
MUNI-ARIMA,inc death,MT,0.5
MUNI-ARIMA,inc death,NL,0.25
MUNI-ARIMA,inc death,PL,0.09090909090909091
PL_GRedlarski-DistrictsSum,inc case,PL,0.09090909090909091
RobertWalraven-ESG,inc case,AT,0.3333333333333333
RobertWalraven-ESG,inc case,CZ,0.125
RobertWalraven-ESG,inc case,DE,0.14285714285714285
RobertWalraven-ESG,inc case,HR,0.2
RobertWalraven-ESG,inc case,HU,0.14285714285714285
RobertWalraven-ESG,inc case,SE,0.3333333333333333
RobertWalraven-ESG,inc case,SI,0.3333333333333333
RobertWalraven-ESG,inc case,SK,0.14285714285714285
RobertWalraven-ESG,inc death,AT,0.3333333333333333
RobertWalraven-ESG,inc death,BE,0.125
RobertWalraven-ESG,inc death,BG,0.16666666666666666
RobertWalraven-ESG,inc death,CH,0.2
RobertWalraven-ESG,inc death,CZ,0.1111111111111111
RobertWalraven-ESG,inc death,DE,0.16666666666666666
RobertWalraven-ESG,inc death,DK,0.25
RobertWalraven-ESG,inc death,EE,0.25
RobertWalraven-ESG,inc death,ES,0.2
RobertWalraven-ESG,inc death,FI,0.5
RobertWalraven-ESG,inc death,FR,0.5
RobertWalraven-ESG,inc death,GB,0.1111111111111111
RobertWalraven-ESG,inc death,GR,0.25
RobertWalraven-ESG,inc death,HR,0.2
RobertWalraven-ESG,inc death,HU,0.125
RobertWalraven-ESG,inc death,IE,0.2
RobertWalraven-ESG,inc death,IS,1
RobertWalraven-ESG,inc death,IT,0.14285714285714285
RobertWalraven-ESG,inc death,LI,0.2
