location,forecast_date,target,target_end_date,type,quantile,value
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.01,405
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.01,250
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.01,135
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.01,76
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.01,42
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.01,22
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.01,11
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.025,485
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.025,319
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.025,211
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.025,136
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.025,82
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.025,52
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.025,31
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.05,562
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.05,394
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.05,273
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.05,186
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.05,132
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.05,91
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.05,66
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.1,656
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.1,487
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.1,369
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.1,286
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.1,219
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.1,172
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.1,136
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.15,734
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.15,574
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.15,458
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.15,371
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.15,304
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.15,251
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.15,201
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.2,793
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.2,649
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.2,541
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.2,444
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.2,375
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.2,327
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.2,282
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.25,863
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.25,728
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.25,631
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.25,542
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.25,469
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.25,409
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.25,368
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.3,927
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.3,806
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.3,716
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.3,656
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.3,580
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.3,524
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.3,459
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.35,982
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.35,897
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.35,810
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.35,767
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.35,695
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.35,643
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.35,606
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.4,1060
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.4,985
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.4,926
BE,2023-12-18,0 wk ahead inc case,2023-12-16,quantile,0.4,857
BE,2023-12-18,1 wk ahead inc case,2023-12-23,quantile,0.4,819
BE,2023-12-18,2 wk ahead inc case,2023-12-30,quantile,0.4,784
BE,2023-12-18,3 wk ahead inc case,2024-01-06,quantile,0.4,746
BE,2023-12-18,-3 wk ahead inc case,2023-11-25,quantile,0.45,1110
BE,2023-12-18,-2 wk ahead inc case,2023-12-02,quantile,0.45,1060
BE,2023-12-18,-1 wk ahead inc case,2023-12-09,quantile,0.45,1010
