location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,31683,2022-12-03,2022-11-28
AT,1 wk ahead inc case,quantile,0.025,9346,2022-12-03,2022-11-28
AT,1 wk ahead inc case,quantile,0.250,24396,2022-12-03,2022-11-28
AT,1 wk ahead inc case,quantile,0.750,40269,2022-12-03,2022-11-28
AT,1 wk ahead inc case,quantile,0.975,115548,2022-12-03,2022-11-28
AT,2 wk ahead inc case,point,NA,34005,2022-12-10,2022-11-28
AT,2 wk ahead inc case,quantile,0.025,2822,2022-12-10,2022-11-28
AT,2 wk ahead inc case,quantile,0.250,18941,2022-12-10,2022-11-28
AT,2 wk ahead inc case,quantile,0.750,50328,2022-12-10,2022-11-28
AT,2 wk ahead inc case,quantile,0.975,263678,2022-12-10,2022-11-28
BG,1 wk ahead inc case,point,NA,994,2022-12-03,2022-11-28
BG,1 wk ahead inc case,quantile,0.025,293,2022-12-03,2022-11-28
BG,1 wk ahead inc case,quantile,0.250,766,2022-12-03,2022-11-28
BG,1 wk ahead inc case,quantile,0.750,1264,2022-12-03,2022-11-28
BG,1 wk ahead inc case,quantile,0.975,3627,2022-12-03,2022-11-28
BG,2 wk ahead inc case,point,NA,761,2022-12-10,2022-11-28
BG,2 wk ahead inc case,quantile,0.025,63,2022-12-10,2022-11-28
BG,2 wk ahead inc case,quantile,0.250,424,2022-12-10,2022-11-28
BG,2 wk ahead inc case,quantile,0.750,1127,2022-12-10,2022-11-28
BG,2 wk ahead inc case,quantile,0.975,5902,2022-12-10,2022-11-28
CZ,1 wk ahead inc case,point,NA,3403,2022-12-03,2022-11-28
CZ,1 wk ahead inc case,quantile,0.025,1004,2022-12-03,2022-11-28
CZ,1 wk ahead inc case,quantile,0.250,2620,2022-12-03,2022-11-28
CZ,1 wk ahead inc case,quantile,0.750,4325,2022-12-03,2022-11-28
CZ,1 wk ahead inc case,quantile,0.975,12410,2022-12-03,2022-11-28
CZ,2 wk ahead inc case,point,NA,3174,2022-12-10,2022-11-28
CZ,2 wk ahead inc case,quantile,0.025,263,2022-12-10,2022-11-28
CZ,2 wk ahead inc case,quantile,0.250,1768,2022-12-10,2022-11-28
CZ,2 wk ahead inc case,quantile,0.750,4698,2022-12-10,2022-11-28
CZ,2 wk ahead inc case,quantile,0.975,24614,2022-12-10,2022-11-28
HR,1 wk ahead inc case,point,NA,1297,2022-12-03,2022-11-28
HR,1 wk ahead inc case,quantile,0.025,383,2022-12-03,2022-11-28
HR,1 wk ahead inc case,quantile,0.250,999,2022-12-03,2022-11-28
HR,1 wk ahead inc case,quantile,0.750,1648,2022-12-03,2022-11-28
HR,1 wk ahead inc case,quantile,0.975,4729,2022-12-03,2022-11-28
HR,2 wk ahead inc case,point,NA,1210,2022-12-10,2022-11-28
HR,2 wk ahead inc case,quantile,0.025,100,2022-12-10,2022-11-28
HR,2 wk ahead inc case,quantile,0.250,674,2022-12-10,2022-11-28
HR,2 wk ahead inc case,quantile,0.750,1792,2022-12-10,2022-11-28
HR,2 wk ahead inc case,quantile,0.975,9386,2022-12-10,2022-11-28
NO,1 wk ahead inc case,point,NA,1116,2022-12-03,2022-11-28
NO,1 wk ahead inc case,quantile,0.025,329,2022-12-03,2022-11-28
NO,1 wk ahead inc case,quantile,0.250,859,2022-12-03,2022-11-28
NO,1 wk ahead inc case,quantile,0.750,1418,2022-12-03,2022-11-28
NO,1 wk ahead inc case,quantile,0.975,4070,2022-12-03,2022-11-28
NO,2 wk ahead inc case,point,NA,1070,2022-12-10,2022-11-28
NO,2 wk ahead inc case,quantile,0.025,89,2022-12-10,2022-11-28
NO,2 wk ahead inc case,quantile,0.250,596,2022-12-10,2022-11-28
NO,2 wk ahead inc case,quantile,0.750,1584,2022-12-10,2022-11-28
NO,2 wk ahead inc case,quantile,0.975,8298,2022-12-10,2022-11-28
PL,1 wk ahead inc case,point,NA,2230,2022-12-03,2022-11-28
PL,1 wk ahead inc case,quantile,0.025,658,2022-12-03,2022-11-28
PL,1 wk ahead inc case,quantile,0.250,1717,2022-12-03,2022-11-28
PL,1 wk ahead inc case,quantile,0.750,2834,2022-12-03,2022-11-28
PL,1 wk ahead inc case,quantile,0.975,8131,2022-12-03,2022-11-28
PL,2 wk ahead inc case,point,NA,2080,2022-12-10,2022-11-28
PL,2 wk ahead inc case,quantile,0.025,173,2022-12-10,2022-11-28
PL,2 wk ahead inc case,quantile,0.250,1158,2022-12-10,2022-11-28
PL,2 wk ahead inc case,quantile,0.750,3078,2022-12-10,2022-11-28
PL,2 wk ahead inc case,quantile,0.975,16125,2022-12-10,2022-11-28
SI,1 wk ahead inc case,point,NA,7988,2022-12-03,2022-11-28
SI,1 wk ahead inc case,quantile,0.025,2357,2022-12-03,2022-11-28
SI,1 wk ahead inc case,quantile,0.250,6151,2022-12-03,2022-11-28
SI,1 wk ahead inc case,quantile,0.750,10153,2022-12-03,2022-11-28
SI,1 wk ahead inc case,quantile,0.975,29133,2022-12-03,2022-11-28
SI,2 wk ahead inc case,point,NA,9288,2022-12-10,2022-11-28
SI,2 wk ahead inc case,quantile,0.025,771,2022-12-10,2022-11-28
SI,2 wk ahead inc case,quantile,0.250,5173,2022-12-10,2022-11-28
SI,2 wk ahead inc case,quantile,0.750,13746,2022-12-10,2022-11-28
SI,2 wk ahead inc case,quantile,0.975,72016,2022-12-10,2022-11-28
SK,1 wk ahead inc case,point,NA,1183,2022-12-03,2022-11-28
SK,1 wk ahead inc case,quantile,0.025,349,2022-12-03,2022-11-28
SK,1 wk ahead inc case,quantile,0.250,911,2022-12-03,2022-11-28
SK,1 wk ahead inc case,quantile,0.750,1504,2022-12-03,2022-11-28
SK,1 wk ahead inc case,quantile,0.975,4316,2022-12-03,2022-11-28
SK,2 wk ahead inc case,point,NA,1104,2022-12-10,2022-11-28
SK,2 wk ahead inc case,quantile,0.025,92,2022-12-10,2022-11-28
SK,2 wk ahead inc case,quantile,0.250,615,2022-12-10,2022-11-28
SK,2 wk ahead inc case,quantile,0.750,1634,2022-12-10,2022-11-28
SK,2 wk ahead inc case,quantile,0.975,8559,2022-12-10,2022-11-28
AT,1 wk ahead inc death,point,NA,120,2022-12-03,2022-11-28
AT,1 wk ahead inc death,quantile,0.025,35,2022-12-03,2022-11-28
AT,1 wk ahead inc death,quantile,0.250,92,2022-12-03,2022-11-28
AT,1 wk ahead inc death,quantile,0.750,152,2022-12-03,2022-11-28
AT,1 wk ahead inc death,quantile,0.975,436,2022-12-03,2022-11-28
AT,2 wk ahead inc death,point,NA,232,2022-12-10,2022-11-28
AT,2 wk ahead inc death,quantile,0.025,19,2022-12-10,2022-11-28
AT,2 wk ahead inc death,quantile,0.250,129,2022-12-10,2022-11-28
AT,2 wk ahead inc death,quantile,0.750,343,2022-12-10,2022-11-28
AT,2 wk ahead inc death,quantile,0.975,1796,2022-12-10,2022-11-28
BG,1 wk ahead inc death,point,NA,8,2022-12-03,2022-11-28
BG,1 wk ahead inc death,quantile,0.025,3,2022-12-03,2022-11-28
BG,1 wk ahead inc death,quantile,0.250,7,2022-12-03,2022-11-28
BG,1 wk ahead inc death,quantile,0.750,11,2022-12-03,2022-11-28
BG,1 wk ahead inc death,quantile,0.975,31,2022-12-03,2022-11-28
BG,2 wk ahead inc death,point,NA,3,2022-12-10,2022-11-28
BG,2 wk ahead inc death,quantile,0.025,0,2022-12-10,2022-11-28
BG,2 wk ahead inc death,quantile,0.250,1,2022-12-10,2022-11-28
BG,2 wk ahead inc death,quantile,0.750,4,2022-12-10,2022-11-28
BG,2 wk ahead inc death,quantile,0.975,21,2022-12-10,2022-11-28
CZ,1 wk ahead inc death,point,NA,67,2022-12-03,2022-11-28
CZ,1 wk ahead inc death,quantile,0.025,20,2022-12-03,2022-11-28
CZ,1 wk ahead inc death,quantile,0.250,52,2022-12-03,2022-11-28
CZ,1 wk ahead inc death,quantile,0.750,85,2022-12-03,2022-11-28
CZ,1 wk ahead inc death,quantile,0.975,245,2022-12-03,2022-11-28
CZ,2 wk ahead inc death,point,NA,72,2022-12-10,2022-11-28
CZ,2 wk ahead inc death,quantile,0.025,6,2022-12-10,2022-11-28
CZ,2 wk ahead inc death,quantile,0.250,40,2022-12-10,2022-11-28
CZ,2 wk ahead inc death,quantile,0.750,107,2022-12-10,2022-11-28
CZ,2 wk ahead inc death,quantile,0.975,561,2022-12-10,2022-11-28
HR,1 wk ahead inc death,point,NA,30,2022-12-03,2022-11-28
HR,1 wk ahead inc death,quantile,0.025,9,2022-12-03,2022-11-28
HR,1 wk ahead inc death,quantile,0.250,23,2022-12-03,2022-11-28
HR,1 wk ahead inc death,quantile,0.750,38,2022-12-03,2022-11-28
HR,1 wk ahead inc death,quantile,0.975,110,2022-12-03,2022-11-28
HR,2 wk ahead inc death,point,NA,26,2022-12-10,2022-11-28
HR,2 wk ahead inc death,quantile,0.025,2,2022-12-10,2022-11-28
HR,2 wk ahead inc death,quantile,0.250,14,2022-12-10,2022-11-28
HR,2 wk ahead inc death,quantile,0.750,38,2022-12-10,2022-11-28
HR,2 wk ahead inc death,quantile,0.975,200,2022-12-10,2022-11-28
NO,1 wk ahead inc death,point,NA,111,2022-12-03,2022-11-28
NO,1 wk ahead inc death,quantile,0.025,33,2022-12-03,2022-11-28
NO,1 wk ahead inc death,quantile,0.250,86,2022-12-03,2022-11-28
NO,1 wk ahead inc death,quantile,0.750,141,2022-12-03,2022-11-28
NO,1 wk ahead inc death,quantile,0.975,406,2022-12-03,2022-11-28
NO,2 wk ahead inc death,point,NA,192,2022-12-10,2022-11-28
NO,2 wk ahead inc death,quantile,0.025,16,2022-12-10,2022-11-28
NO,2 wk ahead inc death,quantile,0.250,107,2022-12-10,2022-11-28
NO,2 wk ahead inc death,quantile,0.750,284,2022-12-10,2022-11-28
NO,2 wk ahead inc death,quantile,0.975,1490,2022-12-10,2022-11-28
