location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,45925,2022-04-23,2022-04-18
AT,1 wk ahead inc case,quantile,0.025,13548,2022-04-23,2022-04-18
AT,1 wk ahead inc case,quantile,0.25,35362,2022-04-23,2022-04-18
AT,1 wk ahead inc case,quantile,0.75,58371,2022-04-23,2022-04-18
AT,1 wk ahead inc case,quantile,0.975,167489,2022-04-23,2022-04-18
AT,2 wk ahead inc case,point,NA,29490,2022-04-30,2022-04-18
AT,2 wk ahead inc case,quantile,0.025,2448,2022-04-30,2022-04-18
AT,2 wk ahead inc case,quantile,0.25,16426,2022-04-30,2022-04-18
AT,2 wk ahead inc case,quantile,0.75,43645,2022-04-30,2022-04-18
AT,2 wk ahead inc case,quantile,0.975,228666,2022-04-30,2022-04-18
BG,1 wk ahead inc case,point,NA,3686,2022-04-23,2022-04-18
BG,1 wk ahead inc case,quantile,0.025,1087,2022-04-23,2022-04-18
BG,1 wk ahead inc case,quantile,0.25,2838,2022-04-23,2022-04-18
BG,1 wk ahead inc case,quantile,0.75,4685,2022-04-23,2022-04-18
BG,1 wk ahead inc case,quantile,0.975,13443,2022-04-23,2022-04-18
BG,2 wk ahead inc case,point,NA,3280,2022-04-30,2022-04-18
BG,2 wk ahead inc case,quantile,0.025,272,2022-04-30,2022-04-18
BG,2 wk ahead inc case,quantile,0.25,1827,2022-04-30,2022-04-18
BG,2 wk ahead inc case,quantile,0.75,4854,2022-04-30,2022-04-18
BG,2 wk ahead inc case,quantile,0.975,25431,2022-04-30,2022-04-18
DK,1 wk ahead inc case,point,NA,10330,2022-04-23,2022-04-18
DK,1 wk ahead inc case,quantile,0.025,3047,2022-04-23,2022-04-18
DK,1 wk ahead inc case,quantile,0.25,7954,2022-04-23,2022-04-18
DK,1 wk ahead inc case,quantile,0.75,13130,2022-04-23,2022-04-18
DK,1 wk ahead inc case,quantile,0.975,37675,2022-04-23,2022-04-18
DK,2 wk ahead inc case,point,NA,7485,2022-04-30,2022-04-18
DK,2 wk ahead inc case,quantile,0.025,621,2022-04-30,2022-04-18
DK,2 wk ahead inc case,quantile,0.25,4169,2022-04-30,2022-04-18
DK,2 wk ahead inc case,quantile,0.75,11078,2022-04-30,2022-04-18
DK,2 wk ahead inc case,quantile,0.975,58038,2022-04-30,2022-04-18
EE,1 wk ahead inc case,point,NA,2406,2022-04-23,2022-04-18
EE,1 wk ahead inc case,quantile,0.025,710,2022-04-23,2022-04-18
EE,1 wk ahead inc case,quantile,0.25,1853,2022-04-23,2022-04-18
EE,1 wk ahead inc case,quantile,0.75,3058,2022-04-23,2022-04-18
EE,1 wk ahead inc case,quantile,0.975,8776,2022-04-23,2022-04-18
EE,2 wk ahead inc case,point,NA,1555,2022-04-30,2022-04-18
EE,2 wk ahead inc case,quantile,0.025,129,2022-04-30,2022-04-18
EE,2 wk ahead inc case,quantile,0.25,866,2022-04-30,2022-04-18
EE,2 wk ahead inc case,quantile,0.75,2301,2022-04-30,2022-04-18
EE,2 wk ahead inc case,quantile,0.975,12058,2022-04-30,2022-04-18
FR,1 wk ahead inc case,point,NA,686927,2022-04-23,2022-04-18
FR,1 wk ahead inc case,quantile,0.025,202643,2022-04-23,2022-04-18
FR,1 wk ahead inc case,quantile,0.25,528934,2022-04-23,2022-04-18
FR,1 wk ahead inc case,quantile,0.75,873084,2022-04-23,2022-04-18
FR,1 wk ahead inc case,quantile,0.975,2505223,2022-04-23,2022-04-18
FR,2 wk ahead inc case,point,NA,552810,2022-04-30,2022-04-18
FR,2 wk ahead inc case,quantile,0.025,45883,2022-04-30,2022-04-18
FR,2 wk ahead inc case,quantile,0.25,307915,2022-04-30,2022-04-18
FR,2 wk ahead inc case,quantile,0.75,818159,2022-04-30,2022-04-18
FR,2 wk ahead inc case,quantile,0.975,4286490,2022-04-30,2022-04-18
GR,1 wk ahead inc case,point,NA,51885,2022-04-23,2022-04-18
GR,1 wk ahead inc case,quantile,0.025,15306,2022-04-23,2022-04-18
GR,1 wk ahead inc case,quantile,0.25,39952,2022-04-23,2022-04-18
GR,1 wk ahead inc case,quantile,0.75,65946,2022-04-23,2022-04-18
GR,1 wk ahead inc case,quantile,0.975,189226,2022-04-23,2022-04-18
GR,2 wk ahead inc case,point,NA,38096,2022-04-30,2022-04-18
GR,2 wk ahead inc case,quantile,0.025,3162,2022-04-30,2022-04-18
GR,2 wk ahead inc case,quantile,0.25,21220,2022-04-30,2022-04-18
GR,2 wk ahead inc case,quantile,0.75,56382,2022-04-30,2022-04-18
GR,2 wk ahead inc case,quantile,0.975,295397,2022-04-30,2022-04-18
HR,1 wk ahead inc case,point,NA,3668,2022-04-23,2022-04-18
HR,1 wk ahead inc case,quantile,0.025,1082,2022-04-23,2022-04-18
HR,1 wk ahead inc case,quantile,0.25,2825,2022-04-23,2022-04-18
HR,1 wk ahead inc case,quantile,0.75,4662,2022-04-23,2022-04-18
HR,1 wk ahead inc case,quantile,0.975,13378,2022-04-23,2022-04-18
HR,2 wk ahead inc case,point,NA,2713,2022-04-30,2022-04-18
HR,2 wk ahead inc case,quantile,0.025,225,2022-04-30,2022-04-18
HR,2 wk ahead inc case,quantile,0.25,1511,2022-04-30,2022-04-18
HR,2 wk ahead inc case,quantile,0.75,4016,2022-04-30,2022-04-18
HR,2 wk ahead inc case,quantile,0.975,21038,2022-04-30,2022-04-18
IT,1 wk ahead inc case,point,NA,391267,2022-04-23,2022-04-18
IT,1 wk ahead inc case,quantile,0.025,115424,2022-04-23,2022-04-18
IT,1 wk ahead inc case,quantile,0.25,301276,2022-04-23,2022-04-18
IT,1 wk ahead inc case,quantile,0.75,497301,2022-04-23,2022-04-18
IT,1 wk ahead inc case,quantile,0.975,1426952,2022-04-23,2022-04-18
IT,2 wk ahead inc case,point,NA,358026,2022-04-30,2022-04-18
IT,2 wk ahead inc case,quantile,0.025,29716,2022-04-30,2022-04-18
