location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,3368,2022-11-05,2022-10-31
BG,1 wk ahead inc case,quantile,0.025,994,2022-11-05,2022-10-31
BG,1 wk ahead inc case,quantile,0.250,2594,2022-11-05,2022-10-31
BG,1 wk ahead inc case,quantile,0.750,4281,2022-11-05,2022-10-31
BG,1 wk ahead inc case,quantile,0.975,12284,2022-11-05,2022-10-31
BG,2 wk ahead inc case,point,NA,3008,2022-11-12,2022-10-31
BG,2 wk ahead inc case,quantile,0.025,250,2022-11-12,2022-10-31
BG,2 wk ahead inc case,quantile,0.250,1675,2022-11-12,2022-10-31
BG,2 wk ahead inc case,quantile,0.750,4452,2022-11-12,2022-10-31
BG,2 wk ahead inc case,quantile,0.975,23324,2022-11-12,2022-10-31
HR,1 wk ahead inc case,point,NA,2242,2022-11-05,2022-10-31
HR,1 wk ahead inc case,quantile,0.025,661,2022-11-05,2022-10-31
HR,1 wk ahead inc case,quantile,0.250,1726,2022-11-05,2022-10-31
HR,1 wk ahead inc case,quantile,0.750,2849,2022-11-05,2022-10-31
HR,1 wk ahead inc case,quantile,0.975,8176,2022-11-05,2022-10-31
HR,2 wk ahead inc case,point,NA,1893,2022-11-12,2022-10-31
HR,2 wk ahead inc case,quantile,0.025,157,2022-11-12,2022-10-31
HR,2 wk ahead inc case,quantile,0.250,1054,2022-11-12,2022-10-31
HR,2 wk ahead inc case,quantile,0.750,2801,2022-11-12,2022-10-31
HR,2 wk ahead inc case,quantile,0.975,14675,2022-11-12,2022-10-31
LT,1 wk ahead inc case,point,NA,2435,2022-11-05,2022-10-31
LT,1 wk ahead inc case,quantile,0.025,718,2022-11-05,2022-10-31
LT,1 wk ahead inc case,quantile,0.250,1875,2022-11-05,2022-10-31
LT,1 wk ahead inc case,quantile,0.750,3095,2022-11-05,2022-10-31
LT,1 wk ahead inc case,quantile,0.975,8881,2022-11-05,2022-10-31
LT,2 wk ahead inc case,point,NA,2021,2022-11-12,2022-10-31
LT,2 wk ahead inc case,quantile,0.025,168,2022-11-12,2022-10-31
LT,2 wk ahead inc case,quantile,0.250,1126,2022-11-12,2022-10-31
LT,2 wk ahead inc case,quantile,0.750,2991,2022-11-12,2022-10-31
LT,2 wk ahead inc case,quantile,0.975,15672,2022-11-12,2022-10-31
NO,1 wk ahead inc case,point,NA,1150,2022-11-05,2022-10-31
