quantile,value,type,location,target,forecast_date,target_end_date
0.01,41,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.025,47,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.05,51,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.1,54,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.15,58,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.2,62,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.25,65,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.3,67,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.35,69,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.4,72,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.45,73,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.5,76,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
NA,76,point,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.55,78,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.6,80,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.65,83,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.7,86,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.75,90,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.8,94,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.85,97,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.9,103,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.95,112,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.975,122,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.99,132,quantile,BE,1 wk ahead inc death,2021-06-06,2021-06-12
0.01,32,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.025,34,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.05,38,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.1,43,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.15,48,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.2,50,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.25,53,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.3,57,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.35,59,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.4,63,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.45,66,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.5,69,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
NA,69,point,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.55,72,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.6,76,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.65,80,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.7,84,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.75,88,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.8,94,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.85,102,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.9,111,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
0.95,128,quantile,BE,2 wk ahead inc death,2021-06-06,2021-06-19
