forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2022-05-22,1 wk ahead inc death,2022-05-28,AT,point,NA,12,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.010,0,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.025,0,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.050,0,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.100,1,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.150,3,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.200,5,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.250,6,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.300,8,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.350,9,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.400,10,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.450,11,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.500,12,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.550,13,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.600,14,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.650,16,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.700,17,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.750,18,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.800,20,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.850,21,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.900,23,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.950,27,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.975,29,forecast
2022-05-22,1 wk ahead inc death,2022-05-28,AT,quantile,0.99,33,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,point,NA,16646,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.010,2206,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.025,4480,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.050,6436,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.100,8692,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.150,10214,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.200,11424,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.250,12462,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.300,13394,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.350,14258,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.400,15077,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.450,15868,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.500,16646,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.550,17425,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.600,18216,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.650,19035,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.700,19899,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.750,20831,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.800,21869,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.850,23079,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.900,24601,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.950,26857,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.975,28813,forecast
2022-05-22,1 wk ahead inc case,2022-05-28,AT,quantile,0.99,31087,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,point,NA,6,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.010,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.025,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.050,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.100,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.150,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.200,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.250,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.300,0,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.350,1,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.400,3,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.450,5,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.500,6,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.550,7,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.600,9,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.650,11,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.700,12,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.750,14,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.800,16,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.850,18,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.900,21,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.950,25,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.975,29,forecast
2022-05-22,2 wk ahead inc death,2022-06-04,AT,quantile,0.99,33,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,point,NA,12081,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.010,0,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.025,0,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.050,0,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.100,1474,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.150,3504,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.200,5117,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.250,6502,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.300,7744,forecast
2022-05-22,2 wk ahead inc case,2022-06-04,AT,quantile,0.350,8896,forecast
