quantile,value,type,location,target,forecast_date,target_end_date
0.01,17,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.025,19,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.05,21,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.1,24,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.15,25,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.2,27,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.25,28,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.3,29,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.35,30,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.4,31,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.45,32,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.5,34,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
NA,34,point,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.55,35,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.6,36,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.65,37,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.7,39,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.75,40,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.8,42,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.85,44,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.9,47,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.95,50,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.975,55,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.99,59,quantile,BE,1 wk ahead inc death,2021-09-19,2021-09-25
0.01,12,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.025,15,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.05,16,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.1,19,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.15,20,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.2,22,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.25,23,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.3,24,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.35,25,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.4,26,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.45,27,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.5,28,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
NA,28,point,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.55,29,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.6,31,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.65,32,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.7,34,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.75,35,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.8,37,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.85,40,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.9,42,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.95,46,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.975,51,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.99,55,quantile,BE,2 wk ahead inc death,2021-09-19,2021-10-02
0.01,9,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.025,10,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.05,12,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.1,14,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.15,15,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.2,16,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.25,17,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.3,18,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.35,20,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.4,21,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
0.45,22,quantile,BE,3 wk ahead inc death,2021-09-19,2021-10-09
