quantile,value,type,location,target,forecast_date,target_end_date
0.010,130,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.025,147,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.050,159,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.100,184,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.150,199,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.200,210,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.250,221,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.300,233,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.350,245,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.400,254,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.450,266,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.500,275,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
NA,275,point,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.550,286,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.600,298,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.650,309,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.700,322,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.750,336,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.800,357,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.850,377,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.900,401,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.950,446,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.975,493,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.990,571,quantile,BE,1 wk ahead inc death,2021-12-19,2021-12-25
0.010,94,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.025,109,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.050,125,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.100,146,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.150,161,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.200,177,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.250,187,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.300,197,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.350,205,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.400,213,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.450,224,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.500,235,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
NA,235,point,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.550,245,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.600,257,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.650,273,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.700,288,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.750,303,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.800,320,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.850,349,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.900,383,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.950,429,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.975,462,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.990,526,quantile,BE,2 wk ahead inc death,2021-12-19,2022-01-01
0.010,80,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.025,89,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.050,102,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.100,116,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.150,129,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.200,138,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.250,147,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.300,156,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.350,163,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.400,170,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.450,180,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.500,191,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
NA,191,point,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.550,202,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.600,213,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.650,226,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.700,241,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.750,257,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.800,280,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.850,298,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.900,328,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.950,366,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.975,411,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.990,469,quantile,BE,3 wk ahead inc death,2021-12-19,2022-01-08
0.010,54,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.025,64,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.050,72,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.100,86,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.150,99,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.200,108,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.250,115,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.300,126,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.350,133,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.400,140,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.450,151,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.500,159,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
NA,159,point,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.550,166,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.600,173,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.650,184,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.700,198,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.750,211,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.800,230,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.850,250,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.900,276,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.950,325,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.975,369,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.990,440,quantile,BE,4 wk ahead inc death,2021-12-19,2022-01-15
0.010,236,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.025,256,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.050,283,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.100,311,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.150,329,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.200,347,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.250,363,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.300,380,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.350,395,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.400,409,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.450,422,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.500,437,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
NA,437,point,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.550,452,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.600,466,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.650,481,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.700,494,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.750,513,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.800,534,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.850,563,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.900,608,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.950,662,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.975,707,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.990,754,quantile,BG,1 wk ahead inc death,2021-12-19,2021-12-25
0.010,170,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.025,200,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.050,216,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.100,243,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.150,263,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.200,282,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.250,295,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.300,310,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.350,324,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.400,337,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.450,348,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.500,362,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
NA,362,point,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.550,373,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.600,386,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.650,400,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.700,414,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.750,433,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.800,453,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.850,477,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.900,504,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.950,563,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.975,620,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.990,685,quantile,BG,2 wk ahead inc death,2021-12-19,2022-01-01
0.010,145,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.025,161,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.050,173,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.100,191,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.150,209,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.200,224,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.250,234,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.300,245,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.350,255,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.400,266,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.450,276,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.500,286,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
NA,286,point,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.550,295,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.600,304,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.650,318,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.700,334,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.750,348,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.800,365,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.850,391,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.900,424,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.950,477,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.975,529,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.990,582,quantile,BG,3 wk ahead inc death,2021-12-19,2022-01-08
0.010,107,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.025,119,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.050,130,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.100,146,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.150,160,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.200,170,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.250,180,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.300,189,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.350,199,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.400,207,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.450,217,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.500,226,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
NA,226,point,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.550,238,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.600,250,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
0.650,262,quantile,BG,4 wk ahead inc death,2021-12-19,2022-01-15
