quantile,value,type,location,target,forecast_date,target_end_date
0.010,6,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.025,6,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.050,7,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.100,9,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.150,9,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.200,10,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.250,11,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.300,12,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.350,12,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.400,13,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.450,14,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.500,14,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
NA,14,point,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.550,15,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.600,16,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.650,16,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.700,17,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.750,18,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.800,19,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.850,20,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.900,22,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.950,25,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.975,28,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.990,30,quantile,BE,1 wk ahead inc death,2021-07-18,2021-07-24
0.010,4,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.025,5,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.050,6,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.100,7,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.150,8,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.200,9,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.250,10,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.300,11,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.350,11,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.400,12,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.450,13,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.500,14,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
NA,14,point,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.550,15,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.600,16,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.650,17,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.700,18,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.750,19,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.800,21,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.850,23,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.900,26,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.950,33,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.975,39,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.990,45,quantile,BE,2 wk ahead inc death,2021-07-18,2021-07-31
0.010,3,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.025,4,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.050,5,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.100,6,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.150,7,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.200,8,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.250,9,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.300,10,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.350,10,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.400,11,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.450,12,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.500,13,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
NA,13,point,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.550,14,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.600,15,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.650,17,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
0.700,18,quantile,BE,3 wk ahead inc death,2021-07-18,2021-08-07
