quantile,value,type,location,target,forecast_date,target_end_date
0.010,44,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.025,49,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.050,52,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.100,57,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.150,62,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.200,64,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.250,67,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.300,70,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.350,72,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.400,75,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.450,77,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.500,80,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
NA,80,point,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.550,83,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.600,85,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.650,88,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.700,91,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.750,95,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.800,99,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.850,103,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.900,110,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.950,120,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.975,128,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.990,136,quantile,BE,1 wk ahead inc death,2021-10-24,2021-10-30
0.010,40,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.025,44,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.050,48,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.100,54,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.150,57,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.200,60,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.250,64,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.300,66,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.350,70,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.400,73,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.450,76,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.500,78,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
NA,78,point,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.550,81,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.600,84,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.650,89,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.700,93,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.750,97,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.800,101,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.850,109,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.900,116,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.950,129,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.975,141,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.990,156,quantile,BE,2 wk ahead inc death,2021-10-24,2021-11-06
0.010,33,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.025,36,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.050,41,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.100,48,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.150,52,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.200,55,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.250,58,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.300,62,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.350,64,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.400,67,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.450,70,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.500,73,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
NA,73,point,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.550,77,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.600,81,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.650,84,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.700,88,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.750,92,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.800,97,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.850,104,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.900,114,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.950,129,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.975,145,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.990,159,quantile,BE,3 wk ahead inc death,2021-10-24,2021-11-13
0.010,28,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.025,31,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.050,35,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.100,41,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.150,46,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.200,50,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.250,54,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.300,57,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.350,59,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.400,62,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.450,65,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.500,68,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
NA,68,point,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.550,72,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.600,75,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.650,79,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.700,83,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.750,88,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.800,94,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.850,100,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.900,107,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.950,124,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.975,133,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.990,152,quantile,BE,4 wk ahead inc death,2021-10-24,2021-11-20
0.010,403,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.025,438,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.050,483,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.100,533,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.150,568,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.200,601,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.250,628,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.300,653,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.350,679,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.400,707,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.450,731,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.500,753,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
NA,753,point,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.550,776,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.600,804,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.650,841,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.700,878,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.750,919,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.800,957,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.850,1007,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.900,1078,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.950,1180,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.975,1264,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.990,1395,quantile,BG,1 wk ahead inc death,2021-10-24,2021-10-30
0.010,352,quantile,BG,2 wk ahead inc death,2021-10-24,2021-11-06
