quantile,value,type,location,target,forecast_date,target_end_date
0.01,5,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.025,6,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.05,7,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.1,8,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.15,9,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.2,10,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.25,11,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.3,12,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.35,12,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.4,13,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.45,14,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.5,14,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
NA,14,point,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.55,15,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.6,16,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.65,16,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.7,17,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.75,18,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.8,19,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.85,20,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.9,22,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.95,24,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.975,27,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.99,30,quantile,BE,1 wk ahead inc death,2021-07-11,2021-07-17
0.01,3,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.025,4,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.05,5,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.1,7,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.15,7,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.2,8,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.25,9,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.3,10,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.35,11,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.4,11,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.45,12,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.5,13,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
NA,13,point,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.55,14,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.6,14,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.65,15,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.7,16,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.75,17,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.8,19,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.85,20,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.9,22,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.95,26,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.975,31,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.99,35,quantile,BE,2 wk ahead inc death,2021-07-11,2021-07-24
0.01,2,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.025,3,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.05,4,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.1,5,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.15,6,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.2,7,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.25,8,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.3,8,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.35,9,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.4,10,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.45,11,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.5,11,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
NA,11,point,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.55,12,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.6,13,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.65,14,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.7,16,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.75,17,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.8,19,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.85,21,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.9,24,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.95,30,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.975,36,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.99,43,quantile,BE,3 wk ahead inc death,2021-07-11,2021-07-31
0.01,1,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.025,2,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.05,3,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.1,4,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.15,5,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.2,6,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.25,7,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.3,7,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.35,8,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.4,9,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.45,10,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.5,11,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
NA,11,point,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.55,12,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.6,13,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.65,14,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.7,16,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.75,18,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.8,20,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.85,23,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.9,28,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.95,36,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.975,43,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.99,61,quantile,BE,4 wk ahead inc death,2021-07-11,2021-08-07
0.01,10,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.025,11,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.05,13,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.1,15,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.15,17,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.2,18,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.25,19,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.3,20,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.35,21,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.4,22,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.45,23,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.5,24,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
NA,24,point,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.55,25,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.6,26,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.65,27,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.7,28,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.75,30,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.8,32,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.85,34,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.9,36,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.95,40,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.975,43,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.99,47,quantile,BG,1 wk ahead inc death,2021-07-11,2021-07-17
0.01,7,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.025,8,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.05,9,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.1,11,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.15,12,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.2,13,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.25,14,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.3,14,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.35,15,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.4,16,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.45,17,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.5,18,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
NA,18,point,BG,2 wk ahead inc death,2021-07-11,2021-07-24
0.55,19,quantile,BG,2 wk ahead inc death,2021-07-11,2021-07-24
