quantile,value,type,location,target,forecast_date,target_end_date
0.01,121,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.025,133,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.05,144,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.1,162,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.15,172,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.2,183,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.25,194,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.3,202,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.35,210,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.4,219,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.45,227,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.5,236,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
NA,236,point,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.55,245,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.6,254,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.65,263,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.7,272,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.75,286,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.8,300,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.85,317,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.9,335,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.95,372,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.975,401,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.99,455,quantile,BE,1 wk ahead inc death,2021-12-12,2021-12-18
0.01,84,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.025,91,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.05,103,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.1,116,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.15,128,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.2,136,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.25,144,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.3,152,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.35,159,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.4,167,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.45,173,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.5,181,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
NA,181,point,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.55,190,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.6,198,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.65,207,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.7,217,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.75,228,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.8,241,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.85,258,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.9,277,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.95,305,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.975,338,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.99,369,quantile,BE,2 wk ahead inc death,2021-12-12,2021-12-25
0.01,55,quantile,BE,3 wk ahead inc death,2021-12-12,2022-01-01
0.025,63,quantile,BE,3 wk ahead inc death,2021-12-12,2022-01-01
0.05,72,quantile,BE,3 wk ahead inc death,2021-12-12,2022-01-01
0.1,81,quantile,BE,3 wk ahead inc death,2021-12-12,2022-01-01
0.15,88,quantile,BE,3 wk ahead inc death,2021-12-12,2022-01-01
0.2,95,quantile,BE,3 wk ahead inc death,2021-12-12,2022-01-01
