quantile,value,type,location,target,forecast_date,target_end_date
0.01,65,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.025,74,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.05,82,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.1,89,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.15,95,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.2,101,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.25,105,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.3,109,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.35,113,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.4,117,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.45,120,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.5,123,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
NA,123,point,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.55,127,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.6,130,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.65,134,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.7,138,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.75,145,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.8,151,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.85,159,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.9,167,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.95,177,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.975,188,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.99,200,quantile,BE,1 wk ahead inc death,2021-10-31,2021-11-06
0.01,58,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.025,69,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.05,78,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.1,86,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.15,92,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.2,98,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.25,102,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.3,106,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.35,111,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.4,116,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.45,121,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.5,125,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
NA,125,point,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.55,131,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.6,135,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.65,141,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.7,147,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.75,153,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.8,159,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.85,168,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.9,179,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.95,195,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.975,213,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.99,228,quantile,BE,2 wk ahead inc death,2021-10-31,2021-11-13
0.01,57,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.025,63,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.05,70,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.1,77,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.15,83,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.2,90,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.25,95,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.3,99,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.35,104,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.4,108,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.45,111,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.5,116,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
NA,116,point,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.55,120,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.6,125,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.65,130,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.7,137,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.75,144,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.8,153,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.85,163,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.9,176,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.95,201,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
0.975,216,quantile,BE,3 wk ahead inc death,2021-10-31,2021-11-20
