quantile,value,type,location,target,forecast_date,target_end_date
0.01,138,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.025,148,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.05,162,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.1,173,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.15,181,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.2,189,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.25,195,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.3,201,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.35,208,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.4,213,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.45,219,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.5,226,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
NA,226,point,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.55,231,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.6,237,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.65,243,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.7,252,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.75,259,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.8,268,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.85,279,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.9,292,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.95,310,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.975,334,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.99,358,quantile,BE,1 wk ahead inc death,2021-05-09,2021-05-15
0.01,104,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.025,113,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.05,121,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.1,135,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.15,144,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.2,154,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.25,159,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.3,166,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.35,173,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.4,181,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.45,187,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.5,196,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
NA,196,point,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.55,203,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.6,210,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.65,220,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.7,229,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.75,239,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.8,253,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.85,272,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.9,292,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.95,348,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.975,393,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.99,460,quantile,BE,2 wk ahead inc death,2021-05-09,2021-05-22
0.01,72,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.025,78,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.05,87,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.1,97,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.15,106,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.2,114,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.25,122,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.3,128,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.35,135,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.4,141,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.45,151,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.5,159,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
NA,159,point,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.55,168,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.6,178,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.65,192,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.7,205,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.75,221,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.8,242,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.85,269,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.9,306,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.95,344,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.975,429,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.99,528,quantile,BE,3 wk ahead inc death,2021-05-09,2021-05-29
0.01,44,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.025,52,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.05,61,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.1,72,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.15,77,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.2,84,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.25,89,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.3,98,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.35,104,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.4,110,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.45,117,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.5,127,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
NA,127,point,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.55,139,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.6,150,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.65,165,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.7,178,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.75,194,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.8,218,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.85,252,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.9,286,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.95,342,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.975,421,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.99,563,quantile,BE,4 wk ahead inc death,2021-05-09,2021-06-05
0.01,198,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.025,230,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.05,242,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.1,267,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.15,283,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.2,298,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.25,310,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.3,324,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.35,336,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.4,346,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.45,359,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.5,371,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
NA,371,point,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.55,382,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.6,393,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.65,404,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.7,417,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.75,433,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.8,446,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.85,471,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.9,498,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.95,540,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.975,578,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.99,611,quantile,BG,1 wk ahead inc death,2021-05-09,2021-05-15
0.01,152,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.025,165,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.05,185,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.1,203,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.15,220,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.2,234,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.25,243,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.3,253,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.35,263,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.4,270,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.45,279,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.5,286,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
NA,286,point,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.55,295,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.6,304,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.65,314,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.7,328,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
0.75,341,quantile,BG,2 wk ahead inc death,2021-05-09,2021-05-22
