"target_end_date","location","target","forecast_date","type","value","quantile"
2022-02-26,"IT","1 wk ahead inc case","2022-02-21","quantile",95909,0.025
2022-03-05,"IT","2 wk ahead inc case","2022-02-21","quantile",55841,0.025
2022-03-12,"IT","3 wk ahead inc case","2022-02-21","quantile",32418,0.025
2022-03-19,"IT","4 wk ahead inc case","2022-02-21","quantile",17698,0.025
2022-02-26,"IT","1 wk ahead inc case","2022-02-21","point",215495,NA
2022-03-05,"IT","2 wk ahead inc case","2022-02-21","point",130405,NA
2022-03-12,"IT","3 wk ahead inc case","2022-02-21","point",77673,NA
2022-03-19,"IT","4 wk ahead inc case","2022-02-21","point",45829,NA
2022-02-26,"IT","1 wk ahead inc case","2022-02-21","quantile",395485,0.975
2022-03-05,"IT","2 wk ahead inc case","2022-02-21","quantile",241391,0.975
2022-03-12,"IT","3 wk ahead inc case","2022-02-21","quantile",151178,0.975
2022-03-19,"IT","4 wk ahead inc case","2022-02-21","quantile",94146,0.975
2022-02-26,"IT","1 wk ahead inc death","2022-02-21","quantile",794,0.025
2022-03-05,"IT","2 wk ahead inc death","2022-02-21","quantile",410,0.025
2022-03-12,"IT","3 wk ahead inc death","2022-02-21","quantile",195,0.025
2022-03-19,"IT","4 wk ahead inc death","2022-02-21","quantile",75,0.025
2022-02-26,"IT","1 wk ahead inc death","2022-02-21","point",1853,NA
2022-03-05,"IT","2 wk ahead inc death","2022-02-21","point",1469,NA
2022-03-12,"IT","3 wk ahead inc death","2022-02-21","point",1082,NA
2022-03-19,"IT","4 wk ahead inc death","2022-02-21","point",752,NA
2022-02-26,"IT","1 wk ahead inc death","2022-02-21","quantile",2252,0.975
2022-03-05,"IT","2 wk ahead inc death","2022-02-21","quantile",1978,0.975
2022-03-12,"IT","3 wk ahead inc death","2022-02-21","quantile",1778,0.975
2022-03-19,"IT","4 wk ahead inc death","2022-02-21","quantile",1545,0.975
