"target_end_date","location","target","forecast_date","type","value","quantile"
2022-05-14,"IT","1 wk ahead inc case","2022-05-09","quantile",4446,0.025
2022-05-21,"IT","2 wk ahead inc case","2022-05-09","quantile",3734,0.025
2022-05-28,"IT","3 wk ahead inc case","2022-05-09","quantile",3094,0.025
2022-06-04,"IT","4 wk ahead inc case","2022-05-09","quantile",2558,0.025
2022-05-14,"IT","1 wk ahead inc case","2022-05-09","point",264602,NA
2022-05-21,"IT","2 wk ahead inc case","2022-05-09","point",219951,NA
2022-05-28,"IT","3 wk ahead inc case","2022-05-09","point",180671,NA
2022-06-04,"IT","4 wk ahead inc case","2022-05-09","point",147016,NA
2022-05-14,"IT","1 wk ahead inc case","2022-05-09","quantile",380602,0.975
2022-05-21,"IT","2 wk ahead inc case","2022-05-09","quantile",318964,0.975
2022-05-28,"IT","3 wk ahead inc case","2022-05-09","quantile",263558,0.975
2022-06-04,"IT","4 wk ahead inc case","2022-05-09","quantile",224200,0.975
2022-05-14,"IT","1 wk ahead inc death","2022-05-09","quantile",115,0.025
2022-05-21,"IT","2 wk ahead inc death","2022-05-09","quantile",78,0.025
2022-05-28,"IT","3 wk ahead inc death","2022-05-09","quantile",69,0.025
2022-06-04,"IT","4 wk ahead inc death","2022-05-09","quantile",57,0.025
2022-05-14,"IT","1 wk ahead inc death","2022-05-09","point",944,NA
2022-05-21,"IT","2 wk ahead inc death","2022-05-09","point",943,NA
2022-05-28,"IT","3 wk ahead inc death","2022-05-09","point",941,NA
2022-06-04,"IT","4 wk ahead inc death","2022-05-09","point",939,NA
2022-05-14,"IT","1 wk ahead inc death","2022-05-09","quantile",3131,0.975
2022-05-21,"IT","2 wk ahead inc death","2022-05-09","quantile",3254,0.975
2022-05-28,"IT","3 wk ahead inc death","2022-05-09","quantile",3416,0.975
2022-06-04,"IT","4 wk ahead inc death","2022-05-09","quantile",3526,0.975
