"target_end_date","location","target","forecast_date","type","value","quantile"
2022-04-30,"IT","1 wk ahead inc case",2022-04-25,"quantile",6265,0.025
2022-05-07,"IT","2 wk ahead inc case",2022-04-25,"quantile",5327,0.025
2022-05-14,"IT","3 wk ahead inc case",2022-04-25,"quantile",4302,0.025
2022-05-21,"IT","4 wk ahead inc case",2022-04-25,"quantile",3479,0.025
2022-04-30,"IT","1 wk ahead inc case",2022-04-25,"point",348523,NA
2022-05-07,"IT","2 wk ahead inc case",2022-04-25,"point",295800,NA
2022-05-14,"IT","3 wk ahead inc case",2022-04-25,"point",246277,NA
2022-05-21,"IT","4 wk ahead inc case",2022-04-25,"point",201979,NA
2022-04-30,"IT","1 wk ahead inc case",2022-04-25,"quantile",494880,0.975
2022-05-07,"IT","2 wk ahead inc case",2022-04-25,"quantile",432607,0.975
2022-05-14,"IT","3 wk ahead inc case",2022-04-25,"quantile",363036,0.975
2022-05-21,"IT","4 wk ahead inc case",2022-04-25,"quantile",315531,0.975
2022-04-30,"IT","1 wk ahead inc death",2022-04-25,"quantile",166,0.025
2022-05-07,"IT","2 wk ahead inc death",2022-04-25,"quantile",158,0.025
2022-05-14,"IT","3 wk ahead inc death",2022-04-25,"quantile",147,0.025
2022-05-21,"IT","4 wk ahead inc death",2022-04-25,"quantile",103,0.025
2022-04-30,"IT","1 wk ahead inc death",2022-04-25,"point",1027,NA
2022-05-07,"IT","2 wk ahead inc death",2022-04-25,"point",1045,NA
2022-05-14,"IT","3 wk ahead inc death",2022-04-25,"point",1062,NA
2022-05-21,"IT","4 wk ahead inc death",2022-04-25,"point",1080,NA
2022-04-30,"IT","1 wk ahead inc death",2022-04-25,"quantile",5307,0.975
2022-05-07,"IT","2 wk ahead inc death",2022-04-25,"quantile",6246,0.975
2022-05-14,"IT","3 wk ahead inc death",2022-04-25,"quantile",7314,0.975
2022-05-21,"IT","4 wk ahead inc death",2022-04-25,"quantile",7890,0.975
