"target_end_date","location","target","forecast_date","type","value","quantile"
2021-10-16,"IT","1 wk ahead inc case",2021-10-16,"quantile",11513.65,0.025
2021-10-23,"IT","2 wk ahead inc case",2021-10-16,"quantile",9112.875,0.025
2021-10-30,"IT","3 wk ahead inc case",2021-10-16,"quantile",7123.475,0.025
2021-11-06,"IT","4 wk ahead inc case",2021-10-16,"quantile",5592.975,0.025
2021-10-16,"IT","1 wk ahead inc case",2021-10-16,"point",13934.0413499208,NA
2021-10-23,"IT","2 wk ahead inc case",2021-10-16,"point",11011.7388428925,NA
2021-10-30,"IT","3 wk ahead inc case",2021-10-16,"point",8640.30916205917,NA
2021-11-06,"IT","4 wk ahead inc case",2021-10-16,"point",6742.31574870656,NA
2021-10-16,"IT","1 wk ahead inc case",2021-10-16,"quantile",16395.675,0.975
2021-10-23,"IT","2 wk ahead inc case",2021-10-16,"quantile",13037.175,0.975
2021-10-30,"IT","3 wk ahead inc case",2021-10-16,"quantile",10365.1,0.975
2021-11-06,"IT","4 wk ahead inc case",2021-10-16,"quantile",8013.1,0.975
2021-10-16,"IT","1 wk ahead inc death",2021-10-16,"quantile",200,0.025
2021-10-23,"IT","2 wk ahead inc death",2021-10-16,"quantile",150,0.025
2021-10-30,"IT","3 wk ahead inc death",2021-10-16,"quantile",112,0.025
2021-11-06,"IT","4 wk ahead inc death",2021-10-16,"quantile",79,0.025
2021-10-16,"IT","1 wk ahead inc death",2021-10-16,"point",227.344094641865,NA
2021-10-23,"IT","2 wk ahead inc death",2021-10-16,"point",176.342330224617,NA
2021-10-30,"IT","3 wk ahead inc death",2021-10-16,"point",132.699517614507,NA
2021-11-06,"IT","4 wk ahead inc death",2021-10-16,"point",97.9903535831848,NA
2021-10-16,"IT","1 wk ahead inc death",2021-10-16,"quantile",256,0.975
2021-10-23,"IT","2 wk ahead inc death",2021-10-16,"quantile",202,0.975
2021-10-30,"IT","3 wk ahead inc death",2021-10-16,"quantile",156,0.975
2021-11-06,"IT","4 wk ahead inc death",2021-10-16,"quantile",118,0.975
