target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-03-13,AT,quantile,0.01,14305.5148071599,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.025,14673.1058875405,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.05,14996.8916903743,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.1,15379.1806240514,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.15,15642.6656580412,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.2,15855.3295886463,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.25,16040.1065614372,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.3,16207.8984198138,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.35,16364.967745883,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.4,16515.4352357623,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.45,16662.3466690639,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.5,16808.22,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.55,16955.3856858086,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.6,17106.2579069973,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.65,17263.6242347007,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.7,17431.0503902499,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.75,17613.5734942137,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.8,17819.098642351,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.85,18061.728620734,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.9,18371.7684134948,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.95,18841.2303366769,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.975,19258.2410803043,2021-03-08,forecast
1 wk ahead inc case,2021-03-13,AT,quantile,0.99,19754.8668221807,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.01,107.291812114072,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.025,113.575349388688,2021-03-08,forecast
1 wk ahead inc death,2021-03-13,AT,quantile,0.05,119.273236687572,2021-03-08,forecast
