model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
BIOCOMSC-Gompertz,inc case,2,Overall,1.15,NA,0.34,0.9,NA,136,32,NA
EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.58,0.87,-0.33,160,32,NA
EuroCOVIDhub-ensemble,inc case,2,Overall,1.18,1.24,0.34,0.77,-0.41,160,32,NA
IEM_Health-CovidProject,inc case,2,Overall,1.06,1.22,0.2,0.49,-0.46,155,31,NA
ILM-EKF,inc case,2,Overall,1.97,2.33,0.21,0.57,-0.55,160,32,NA
Karlen-pypm,inc case,2,Overall,4.65,3.48,0.34,0.72,0.29,50,29,NA
LANL-GrowthRate,inc case,2,Overall,1.09,1.16,0.24,0.66,-0.55,160,32,NA
MUNI-ARIMA,inc case,2,Overall,0.99,1.08,0.48,0.84,-0.4,160,32,NA
RobertWalraven-ESG,inc case,2,Overall,1.05,1.3,0.24,0.51,-0.64,160,32,NA
USC-SIkJalpha,inc case,2,Overall,1.33,1.59,0.24,0.24,-0.63,160,32,NA
UVA-Ensemble,inc case,2,Overall,1.59,NA,0.48,0.8,NA,160,32,NA
epiforecasts-EpiNow2,inc case,2,Overall,1.87,2.11,0.21,0.6,-0.37,160,32,NA
BIOCOMSC-Gompertz,inc case,1,Overall,0.78,NA,0.43,0.93,NA,136,32,NA
EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.49,0.9,-0.34,160,32,NA
EuroCOVIDhub-ensemble,inc case,1,Overall,1,0.9,0.38,0.84,-0.32,160,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.04,1.09,0.25,0.61,-0.36,155,31,NA
ILM-EKF,inc case,1,Overall,1.44,1.57,0.21,0.65,-0.44,160,32,NA
Karlen-pypm,inc case,1,Overall,1.86,1.46,0.58,0.9,0.23,78,29,NA
LANL-GrowthRate,inc case,1,Overall,0.88,0.84,0.29,0.8,-0.46,160,32,NA
MUNI-ARIMA,inc case,1,Overall,0.84,0.92,0.51,0.84,-0.29,160,32,NA
RobertWalraven-ESG,inc case,1,Overall,1.11,1.27,0.3,0.61,-0.48,160,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.74,NA,NA,NA,NA,160,32,NA
USC-SIkJalpha,inc case,1,Overall,1.41,1.53,0.32,0.41,-0.39,160,32,NA
UVA-Ensemble,inc case,1,Overall,2.04,NA,0.53,0.84,NA,160,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.6,1.56,0.35,0.75,-0.23,160,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.59,0.85,-0.26,157,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,0.95,0.95,0.36,0.76,-0.43,157,32,NA
IEM_Health-CovidProject,inc case,4,Overall,0.89,1.06,0.26,0.49,-0.53,152,31,NA
ILM-EKF,inc case,4,Overall,1.33,1.41,0.25,0.58,-0.62,157,32,NA
LANL-GrowthRate,inc case,4,Overall,1.01,1.12,0.28,0.61,-0.49,157,32,NA
MUNI-ARIMA,inc case,4,Overall,0.93,0.9,0.5,0.83,-0.47,157,32,NA
RobertWalraven-ESG,inc case,4,Overall,1.07,1.35,0.26,0.53,-0.57,157,32,NA
UMass-SemiMech,inc case,4,Overall,1.19,1.25,0.36,0.76,-0.34,157,32,NA
USC-SIkJalpha,inc case,4,Overall,1.07,1.24,0.18,0.18,-0.69,157,32,NA
UVA-Ensemble,inc case,4,Overall,1.14,NA,0.29,0.55,NA,157,32,NA
epiforecasts-EpiNow2,inc case,4,Overall,1.19,1.2,0.18,0.46,-0.63,157,32,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.6,0.85,-0.3,158,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,1.28,1.41,0.3,0.75,-0.41,158,32,NA
IEM_Health-CovidProject,inc case,3,Overall,1.02,1.29,0.17,0.44,-0.49,153,31,NA
ILM-EKF,inc case,3,Overall,1.83,2.25,0.24,0.56,-0.61,158,32,NA
Karlen-pypm,inc case,3,Overall,7.63,6.26,0.23,0.73,0.24,22,18,NA
LANL-GrowthRate,inc case,3,Overall,1.05,1.23,0.21,0.59,-0.59,158,32,NA
MUNI-ARIMA,inc case,3,Overall,0.95,1,0.5,0.83,-0.46,158,32,NA
RobertWalraven-ESG,inc case,3,Overall,1.09,1.4,0.22,0.53,-0.61,158,32,NA
USC-SIkJalpha,inc case,3,Overall,1.12,1.39,0.15,0.16,-0.74,158,32,NA
UVA-Ensemble,inc case,3,Overall,1.3,NA,0.41,0.72,NA,158,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,1.6,1.77,0.18,0.5,-0.46,158,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.28,0.58,-0.49,125,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.13,0.14,-0.72,156,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,1.16,NA,0.37,0.81,NA,118,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.84,0.99,0.06,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.64,0.45,0.72,0.96,0.11,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.83,0.57,0.59,0.86,-0.04,155,31,NA
ILM-EKF,inc death,1,Overall,0.75,0.67,0.84,0.98,0.11,160,32,NA
