model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
BIOCOMSC-Gompertz,inc case,2,Overall,0.61,NA,0.4,0.89,NA,137,31,NA
EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.6,0.92,-0.05,157,32,NA
EuroCOVIDhub-ensemble,inc case,2,Overall,0.63,0.64,0.41,0.81,-0.23,157,32,NA
IEM_Health-CovidProject,inc case,2,Overall,0.64,0.74,0.26,0.57,-0.19,152,31,NA
ILM-EKF,inc case,2,Overall,0.7,0.77,0.34,0.71,-0.31,157,32,NA
LANL-GrowthRate,inc case,2,Overall,0.66,0.75,0.36,0.73,-0.44,157,32,NA
MUNI-ARIMA,inc case,2,Overall,0.71,0.7,0.54,0.89,-0.27,157,32,NA
RobertWalraven-ESG,inc case,2,Overall,1.02,1.22,0.36,0.64,-0.35,157,32,NA
UMass-SemiMech,inc case,2,Overall,0.67,0.68,0.35,0.83,-0.1,157,32,NA
USC-SIkJalpha,inc case,2,Overall,1.01,1.16,0.2,0.2,-0.24,157,32,NA
UVA-Ensemble,inc case,2,Overall,1.18,NA,0.62,0.82,NA,157,32,NA
epiforecasts-EpiNow2,inc case,2,Overall,0.59,0.62,0.3,0.65,-0.35,157,32,NA
BIOCOMSC-Gompertz,inc case,1,Overall,0.63,NA,0.43,0.92,NA,136,31,NA
EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.51,0.94,-0.14,158,32,NA
EuroCOVIDhub-ensemble,inc case,1,Overall,0.65,0.59,0.43,0.87,-0.23,158,32,NA
IEM_Health-CovidProject,inc case,1,Overall,0.59,0.61,0.25,0.59,-0.2,153,31,NA
ILM-EKF,inc case,1,Overall,0.63,0.57,0.35,0.78,-0.33,158,32,NA
Karlen-pypm,inc case,1,Overall,2.27,1.44,0.68,0.86,0.15,22,18,NA
LANL-GrowthRate,inc case,1,Overall,0.57,0.55,0.42,0.8,-0.48,158,32,NA
MUNI-ARIMA,inc case,1,Overall,0.63,0.7,0.56,0.87,-0.24,158,32,NA
RobertWalraven-ESG,inc case,1,Overall,1.04,1.2,0.4,0.66,-0.38,158,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.56,NA,NA,NA,NA,158,32,NA
USC-SIkJalpha,inc case,1,Overall,1.33,1.45,0.26,0.28,-0.2,158,32,NA
UVA-Ensemble,inc case,1,Overall,1.38,NA,0.65,0.87,NA,158,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.23,1.34,0.32,0.71,-0.22,158,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.58,0.89,0.14,154,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,0.68,0.68,0.38,0.77,0.02,154,32,NA
IEM_Health-CovidProject,inc case,4,Overall,0.68,0.79,0.36,0.62,-0.03,151,32,NA
ILM-EKF,inc case,4,Overall,0.56,0.62,0.39,0.79,-0.17,153,32,NA
MUNI-ARIMA,inc case,4,Overall,0.86,0.87,0.58,0.88,-0.18,154,32,NA
RobertWalraven-ESG,inc case,4,Overall,0.87,1.09,0.42,0.69,-0.13,154,32,NA
UMass-SemiMech,inc case,4,Overall,0.74,0.83,0.31,0.71,0.17,154,32,NA
USC-SIkJalpha,inc case,4,Overall,0.78,0.94,0.24,0.25,-0.19,154,32,NA
UVA-Ensemble,inc case,4,Overall,0.98,NA,0.44,0.68,NA,154,32,NA
epiforecasts-EpiNow2,inc case,4,Overall,0.61,0.65,0.27,0.59,-0.41,153,32,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.6,0.9,0.05,156,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,0.68,0.7,0.34,0.79,-0.14,156,32,NA
IEM_Health-CovidProject,inc case,3,Overall,0.66,0.77,0.32,0.68,-0.17,152,32,NA
ILM-EKF,inc case,3,Overall,0.52,0.65,0.37,0.77,-0.25,156,32,NA
LANL-GrowthRate,inc case,3,Overall,0.86,0.84,0.32,0.66,-0.4,125,32,NA
MUNI-ARIMA,inc case,3,Overall,0.82,0.81,0.54,0.87,-0.25,156,32,NA
RobertWalraven-ESG,inc case,3,Overall,0.96,1.17,0.35,0.68,-0.24,156,32,NA
UMass-SemiMech,inc case,3,Overall,0.68,0.74,0.33,0.67,0,156,32,NA
USC-SIkJalpha,inc case,3,Overall,0.86,1.02,0.2,0.21,-0.26,156,32,NA
UVA-Ensemble,inc case,3,Overall,1.07,NA,0.56,0.77,NA,156,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,0.57,0.65,0.28,0.63,-0.45,156,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,1.61,NA,0.42,0.84,NA,120,30,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.84,0.99,0.23,158,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.42,0.37,0.75,0.94,0.17,158,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.68,0.56,0.58,0.89,0.19,153,31,NA
ILM-EKF,inc death,2,Overall,0.49,0.46,0.83,0.97,0.04,158,32,NA
LANL-GrowthRate,inc death,2,Overall,0.6,0.57,0.34,0.68,0.1,158,32,NA
MUNI-ARIMA,inc death,2,Overall,0.73,0.64,0.66,0.97,0.1,158,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.59,0.57,0.77,0.96,-0.03,158,32,NA
UMass-MechBayes,inc death,2,Overall,0.53,0.44,0.58,0.94,0.12,158,32,NA
UMass-SemiMech,inc death,2,Overall,0.49,0.42,0.62,0.93,0.19,158,32,NA
USC-SIkJalpha,inc death,2,Overall,0.48,0.48,0.35,0.43,0.19,158,32,NA
USyd-OneModelMan,inc death,2,Overall,0.54,NA,NA,NA,NA,158,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.6,0.56,0.54,0.96,-0.05,147,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,1.35,NA,0.39,0.84,NA,122,30,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.75,0.97,0.22,159,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.52,0.44,0.7,0.96,0.15,159,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.71,0.53,0.59,0.86,0.16,154,31,NA
