model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
DSMPG-bayes,inc case,2,Overall,1.36,1.32,0.52,0.93,0.34,104,25,NA
EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.28,0.81,0.18,160,32,NA
EuroCOVIDhub-ensemble,inc case,2,Overall,0.95,0.89,0.52,0.93,0.2,160,32,NA
IEM_Health-CovidProject,inc case,2,Overall,1.32,1.35,0.44,0.88,0.28,160,32,NA
ILM-EKF,inc case,2,Overall,1.44,1.3,0.42,0.91,0.22,160,32,NA
LANL-GrowthRate,inc case,2,Overall,0.88,0.89,0.56,0.92,-0.07,160,32,NA
RobertWalraven-ESG,inc case,2,Overall,0.96,NA,0.29,0.61,NA,160,32,NA
UMass-SemiMech,inc case,2,Overall,1.07,1.05,0.51,0.94,0.11,124,32,NA
USC-SIkJalpha,inc case,2,Overall,0.94,1.01,0.49,0.7,0.13,160,32,NA
UVA-Ensemble,inc case,2,Overall,1.43,NA,0.16,0.4,NA,160,32,NA
epiforecasts-EpiExpert,inc case,2,Overall,1.21,1.25,0.22,0.59,0.36,54,23,NA
epiforecasts-EpiNow2,inc case,2,Overall,1.08,1.04,0.46,0.87,0.11,159,32,NA
DSMPG-bayes,inc case,1,Overall,1.04,0.95,0.5,0.92,0.42,101,25,NA
EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.21,0.9,0.31,160,32,NA
EuroCOVIDhub-ensemble,inc case,1,Overall,0.85,0.75,0.7,0.96,0.15,160,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.22,1.11,0.52,0.94,0.28,160,32,NA
ILM-EKF,inc case,1,Overall,1.14,0.99,0.46,0.92,0.19,160,32,NA
LANL-GrowthRate,inc case,1,Overall,0.99,0.94,0.69,0.94,-0.23,160,32,NA
RobertWalraven-ESG,inc case,1,Overall,0.94,NA,0.24,0.68,NA,160,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,1.07,NA,NA,NA,NA,160,32,NA
UMass-SemiMech,inc case,1,Overall,1,0.95,0.64,0.96,0.08,156,32,NA
USC-SIkJalpha,inc case,1,Overall,1,0.95,0.59,0.68,0.18,160,32,NA
UVA-Ensemble,inc case,1,Overall,1.9,NA,0.21,0.54,NA,160,32,NA
epiforecasts-EpiExpert,inc case,1,Overall,0.98,0.97,0.33,0.76,0.3,55,22,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.08,0.91,0.55,0.89,0.1,159,32,NA
DSMPG-bayes,inc case,4,Overall,2.19,2.24,0.41,NA,0.34,87,25,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.32,0.74,0.05,159,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,1.43,1.37,0.36,0.89,0.27,159,32,NA
IEM_Health-CovidProject,inc case,4,Overall,2.25,2.2,0.34,0.74,0.22,159,32,NA
ILM-EKF,inc case,4,Overall,2.25,2.23,0.39,0.84,0.24,159,32,NA
LANL-GrowthRate,inc case,4,Overall,0.99,0.89,0.38,0.82,0.05,159,32,NA
RobertWalraven-ESG,inc case,4,Overall,1.14,NA,0.25,0.61,NA,159,32,NA
USC-SIkJalpha,inc case,4,Overall,1.05,1.07,0.38,0.63,0.03,159,32,NA
