location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,101347,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.01,87690,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.025,89775,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.05,91589,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.1,93701,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.15,95140,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.2,96292,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.25,97286,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.3,98182,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.35,99017,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.4,99812,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.45,100584,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.5,101347,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.55,102113,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.6,102894,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.65,103704,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.7,104562,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.75,105491,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.8,106531,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.85,107749,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.9,109292,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.95,111599,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.975,113620,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,quantile,0.99,115991,2021-11-20,2021-11-15,1 wk ahead inc case,forecast
AT,point,,297,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.01,234,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.025,244,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.05,252,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.1,261,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.15,268,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.2,273,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.25,278,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.3,282,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.35,286,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.4,290,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.45,293,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.5,297,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.55,300,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.6,304,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.65,308,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.7,312,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.75,316,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.8,321,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.85,327,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.9,334,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.95,345,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.975,355,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,quantile,0.99,367,2021-11-20,2021-11-15,1 wk ahead inc death,forecast
AT,point,,136731,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.01,103584,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.025,108500,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.05,112818,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.1,117902,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.15,121396,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.2,124209,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.25,126648,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.3,128858,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.35,130923,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.4,132898,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.45,134823,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.5,136731,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.55,138652,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.6,140618,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.65,142665,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.7,144837,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.75,147200,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.8,149854,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.85,152978,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.9,156954,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.95,162940,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.975,168223,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,quantile,0.99,174472,2021-11-27,2021-11-15,2 wk ahead inc case,forecast
AT,point,,430,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.01,348,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.025,360,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.05,371,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.1,384,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.15,392,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.2,399,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.25,406,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.3,411,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.35,416,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.4,421,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.45,426,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.5,430,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.55,435,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.6,440,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.65,445,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.7,450,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.75,456,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.8,463,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.85,470,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.9,480,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.95,494,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.975,507,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,quantile,0.99,522,2021-11-27,2021-11-15,2 wk ahead inc death,forecast
AT,point,,180776,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.01,120447,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.025,129139,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.05,136856,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.1,146032,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.15,152391,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.2,157541,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.25,162028,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.3,166111,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.35,169940,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.4,173614,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.45,177206,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.5,180776,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.55,184383,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.6,188083,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.65,191947,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.7,196062,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.75,200551,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.8,205609,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.85,211585,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.9,219225,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.95,230799,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.975,241078,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,quantile,0.99,253312,2021-12-04,2021-11-15,3 wk ahead inc case,forecast
AT,point,,605,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.01,473,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.025,493,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.05,510,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.1,531,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.15,544,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.2,556,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.25,565,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.3,574,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.35,582,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.4,590,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.45,598,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.5,605,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.55,613,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.6,620,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.65,628,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.7,637,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.75,646,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.8,657,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.85,669,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.9,684,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.95,708,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.975,728,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,quantile,0.99,753,2021-12-04,2021-11-15,3 wk ahead inc death,forecast
AT,point,,235443,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.01,139116,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.025,152615,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.05,164725,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.1,179261,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.15,189415,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.2,197685,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.25,204921,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.3,211530,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.35,217747,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.4,223730,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.45,229596,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.5,235443,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.55,241364,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.6,247455,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.65,253831,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.7,260637,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.75,268084,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.8,276499,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.85,286473,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.9,299272,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.95,318758,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.975,336157,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
AT,quantile,0.99,356968,2021-12-11,2021-11-15,4 wk ahead inc case,forecast
