model,target_variable,location,weight
epiforecasts-EpiExpert,inc case,DE,0.25
epiforecasts-EpiExpert,inc case,PL,0.16666666666666666
epiforecasts-EpiExpert,inc death,DE,1
epiforecasts-EpiExpert,inc death,GB,0.1111111111111111
epiforecasts-EpiExpert,inc death,PL,0.1
epiforecasts-EpiNow2,inc case,AT,0.3333333333333333
epiforecasts-EpiNow2,inc case,BG,0.5
epiforecasts-EpiNow2,inc case,CZ,0.2
epiforecasts-EpiNow2,inc case,EE,0.5
epiforecasts-EpiNow2,inc case,GB,0.25
epiforecasts-EpiNow2,inc case,HU,0.25
epiforecasts-EpiNow2,inc case,IT,0.3333333333333333
epiforecasts-EpiNow2,inc case,PL,0.16666666666666666
epiforecasts-EpiNow2,inc case,RO,0.5
epiforecasts-EpiNow2,inc case,SK,0.25
epiforecasts-EpiNow2,inc death,AT,0.25
epiforecasts-EpiNow2,inc death,FI,0.2
epiforecasts-EpiNow2,inc death,GB,0.1111111111111111
epiforecasts-EpiNow2,inc death,GR,0.2
epiforecasts-EpiNow2,inc death,IT,0.16666666666666666
epiforecasts-EpiNow2,inc death,LI,0.25
epiforecasts-EpiNow2,inc death,PL,0.1
epiforecasts-EpiNow2,inc death,PT,0.125
epiforecasts-EpiNow2,inc death,RO,0.16666666666666666
epiforecasts-EpiNow2,inc death,SK,0.2
IEM_Health-CovidProject,inc case,GB,0.25
IEM_Health-CovidProject,inc case,PT,0.2
IEM_Health-CovidProject,inc death,CZ,0.14285714285714285
IEM_Health-CovidProject,inc death,EE,0.2
IEM_Health-CovidProject,inc death,ES,0.3333333333333333
IEM_Health-CovidProject,inc death,GB,0.1111111111111111
IEM_Health-CovidProject,inc death,PT,0.125
ILM-EKF,inc case,CZ,0.2
ILM-EKF,inc case,PT,0.2
ILM-EKF,inc case,SK,0.25
ILM-EKF,inc death,CZ,0.14285714285714285
ILM-EKF,inc death,GB,0.1111111111111111
ILM-EKF,inc death,HU,0.16666666666666666
ILM-EKF,inc death,IT,0.16666666666666666
ILM-EKF,inc death,PL,0.1
ILM-EKF,inc death,PT,0.125
ILM-EKF,inc death,RO,0.16666666666666666
ILM-EKF,inc death,SK,0.2
MIMUW-StochSEIR,inc death,PL,0.1
