model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,AT,1,0.14436905766259236
ILM-EKF,inc case,AT,1,0.1479337257530267
LANL-GrowthRate,inc case,AT,1,0.23495356443127774
USC-SIkJalpha,inc case,AT,1,0.12103668470702188
epiforecasts-EpiNow2,inc case,AT,1,0.2139755676070565
IEM_Health-CovidProject,inc case,AT,2,0.13896342436843873
ILM-EKF,inc case,AT,2,0.14041096003894327
LANL-GrowthRate,inc case,AT,2,0.23648161690769395
USC-SIkJalpha,inc case,AT,2,0.1549362317671098
epiforecasts-EpiNow2,inc case,AT,2,0.1706259767561842
IEM_Health-CovidProject,inc case,AT,3,0.1303747629319705
ILM-EKF,inc case,AT,3,0.1293233535534869
LANL-GrowthRate,inc case,AT,3,0.2227235533421163
USC-SIkJalpha,inc case,AT,3,0.15721662588855267
epiforecasts-EpiNow2,inc case,AT,3,0.1801808521419368
IEM_Health-CovidProject,inc case,AT,4,0.11775185656308934
ILM-EKF,inc case,AT,4,0.11086578307986775
LANL-GrowthRate,inc case,AT,4,0.23119571837387054
UMass-SemiMech,inc case,AT,1,0.13773139983902488
USC-SIkJalpha,inc case,AT,4,0.1648525991883251
epiforecasts-EpiNow2,inc case,AT,4,0.20606574898540633
UMass-SemiMech,inc case,AT,2,0.15858179016163004
UMass-SemiMech,inc case,AT,3,0.1801808521419368
UMass-SemiMech,inc case,AT,4,0.16926829380944092
IEM_Health-CovidProject,inc death,AT,1,0.10797836112993041
ILM-EKF,inc death,AT,1,0.06766643964142305
LANL-GrowthRate,inc death,AT,1,0.14710095574222407
RobertWalraven-ESG,inc death,AT,1,0.14710095574222407
USC-SIkJalpha,inc death,AT,1,0.0818545640823666
epiforecasts-EpiNow2,inc death,AT,1,0.13355218350280867
IEM_Health-CovidProject,inc death,AT,2,0.09862897929906082
ILM-EKF,inc death,AT,2,0.08069643760832249
LANL-GrowthRate,inc death,AT,2,0.15256670235323472
RobertWalraven-ESG,inc death,AT,2,0.12680868767022105
USC-SIkJalpha,inc death,AT,2,0.10499213925383893
epiforecasts-EpiNow2,inc death,AT,2,0.1235983411469243
IEM_Health-CovidProject,inc death,AT,3,0.08984023639489677
ILM-EKF,inc death,AT,3,0.08911571835945407
LANL-GrowthRate,inc death,AT,3,0.16493058323242243
RobertWalraven-ESG,inc death,AT,3,0.13313673586231692
USC-SIkJalpha,inc death,AT,3,0.0952616299704509
epiforecasts-EpiNow2,inc death,AT,3,0.11161968764214449
IEM_Health-CovidProject,inc death,AT,4,0.08395363310597663
ILM-EKF,inc death,AT,4,0.08792441305017823
LANL-GrowthRate,inc death,AT,4,0.18859149465835334
RobertWalraven-ESG,inc death,AT,4,0.12276238803232431
UMass-MechBayes,inc death,AT,1,0.15859321790958528
UMass-SemiMech,inc death,AT,1,0.15615332224943781
USC-SIkJalpha,inc death,AT,4,0.10754391017707751
epiforecasts-EpiNow2,inc death,AT,4,0.12161507599463904
UMass-MechBayes,inc death,AT,2,0.18423148963409472
UMass-SemiMech,inc death,AT,2,0.12847722303430292
UMass-MechBayes,inc death,AT,3,0.1905232599409018
UMass-SemiMech,inc death,AT,3,0.12557214859741256
UMass-MechBayes,inc death,AT,4,0.17825771412912847
UMass-SemiMech,inc death,AT,4,0.10935137085232251
IEM_Health-CovidProject,inc case,BE,1,0.16105897752622556
ILM-EKF,inc case,BE,1,0.1681384930218838
LANL-GrowthRate,inc case,BE,1,0.218580040928449
USC-SIkJalpha,inc case,BE,1,0.14712118139414834
epiforecasts-EpiNow2,inc case,BE,1,0.15938127984366074
IEM_Health-CovidProject,inc case,BE,2,0.14542685432844338
ILM-EKF,inc case,BE,2,0.1421216985482515
LANL-GrowthRate,inc case,BE,2,0.20844515787076887
USC-SIkJalpha,inc case,BE,2,0.18574320998385344
epiforecasts-EpiNow2,inc case,BE,2,0.14771704101078106
IEM_Health-CovidProject,inc case,BE,3,0.12846272821189036
ILM-EKF,inc case,BE,3,0.12571486236778576
LANL-GrowthRate,inc case,BE,3,0.21970728282968166
USC-SIkJalpha,inc case,BE,3,0.22604499291130709
epiforecasts-EpiNow2,inc case,BE,3,0.1433456052608289
IEM_Health-CovidProject,inc case,BE,4,0.09920264505959286
ILM-EKF,inc case,BE,4,0.09228956874881983
LANL-GrowthRate,inc case,BE,4,0.27590735657199267
UMass-SemiMech,inc case,BE,1,0.14572002728563266
USC-SIkJalpha,inc case,BE,4,0.2546837137587624
epiforecasts-EpiNow2,inc case,BE,4,0.11931128932842924
UMass-SemiMech,inc case,BE,2,0.1705460382579018
UMass-SemiMech,inc case,BE,3,0.15672452841850623
UMass-SemiMech,inc case,BE,4,0.15860542653240298
IEM_Health-CovidProject,inc death,BE,1,0.12568879923323653
ILM-EKF,inc death,BE,1,0.09373401976715945
LANL-GrowthRate,inc death,BE,1,0.11642751928973488
RobertWalraven-ESG,inc death,BE,1,0.1474748577669975
USC-SIkJalpha,inc death,BE,1,0.12713349807499785
epiforecasts-EpiNow2,inc death,BE,1,0.10635206088966168
IEM_Health-CovidProject,inc death,BE,2,0.11181961551568032
ILM-EKF,inc death,BE,2,0.10782605781869173
LANL-GrowthRate,inc death,BE,2,0.12756885713760713
RobertWalraven-ESG,inc death,BE,2,0.13319689495250153
USC-SIkJalpha,inc death,BE,2,0.13723316449651676
epiforecasts-EpiNow2,inc death,BE,2,0.10782605781869173
IEM_Health-CovidProject,inc death,BE,3,0.10691528739591405
ILM-EKF,inc death,BE,3,0.10570034094823322
LANL-GrowthRate,inc death,BE,3,0.13883029855887347
RobertWalraven-ESG,inc death,BE,3,0.13480623193397862
USC-SIkJalpha,inc death,BE,3,0.16912054551717312
epiforecasts-EpiNow2,inc death,BE,3,0.08858695241375736
IEM_Health-CovidProject,inc death,BE,4,0.09065748110117826
ILM-EKF,inc death,BE,4,0.08198589595236992
LANL-GrowthRate,inc death,BE,4,0.13469111477889342
RobertWalraven-ESG,inc death,BE,4,0.14072206021675432
UMass-MechBayes,inc death,BE,1,0.15151526482910704
UMass-SemiMech,inc death,BE,1,0.13167398014910495
USC-SIkJalpha,inc death,BE,4,0.20060378796856468
epiforecasts-EpiNow2,inc death,BE,4,0.06457793174330506
UMass-MechBayes,inc death,BE,2,0.13934444395030932
UMass-SemiMech,inc death,BE,2,0.13518490831000157
UMass-MechBayes,inc death,BE,3,0.13678867652124296
UMass-SemiMech,inc death,BE,3,0.11925166671082721
UMass-MechBayes,inc death,BE,4,0.15207061346004097
UMass-SemiMech,inc death,BE,4,0.13469111477889342
IEM_Health-CovidProject,inc case,BG,1,0.12691393081174673
ILM-EKF,inc case,BG,1,0.18768961598920292
LANL-GrowthRate,inc case,BG,1,0.18008057750315415
USC-SIkJalpha,inc case,BG,1,0.09798502011201034
epiforecasts-EpiNow2,inc case,BG,1,0.24677708768950748
IEM_Health-CovidProject,inc case,BG,2,0.11054944786375613
ILM-EKF,inc case,BG,2,0.13265933743650737
LANL-GrowthRate,inc case,BG,2,0.24873625769345134
USC-SIkJalpha,inc case,BG,2,0.13265933743650737
epiforecasts-EpiNow2,inc case,BG,2,0.20236170117433327
IEM_Health-CovidProject,inc case,BG,3,0.1029570878227468
ILM-EKF,inc case,BG,3,0.10619983074629788
LANL-GrowthRate,inc case,BG,3,0.2593726635534583
USC-SIkJalpha,inc case,BG,3,0.18996307753211034
epiforecasts-EpiNow2,inc case,BG,3,0.1685922313097479
IEM_Health-CovidProject,inc case,BG,4,0.09468231352038554
ILM-EKF,inc case,BG,4,0.08704664307519316
LANL-GrowthRate,inc case,BG,4,0.26984459353309886
UMass-SemiMech,inc case,BG,1,0.1605537678943784
USC-SIkJalpha,inc case,BG,4,0.22487049461091568
epiforecasts-EpiNow2,inc case,BG,4,0.1513147253456629
UMass-SemiMech,inc case,BG,2,0.1730339183954444
UMass-SemiMech,inc case,BG,3,0.17291510903563886
UMass-SemiMech,inc case,BG,4,0.17224122991474392
IEM_Health-CovidProject,inc death,BG,1,0.09092052060088357
ILM-EKF,inc death,BG,1,0.1278882048012428
LANL-GrowthRate,inc death,BG,1,0.10876473492442146
RobertWalraven-ESG,inc death,BG,1,0.15114060567419607
USC-SIkJalpha,inc death,BG,1,0.11755380441326362
epiforecasts-EpiNow2,inc death,BG,1,0.09092052060088357
IEM_Health-CovidProject,inc death,BG,2,0.08335294513327521
ILM-EKF,inc death,BG,2,0.11271591444158807
LANL-GrowthRate,inc death,BG,2,0.08936036460234008
RobertWalraven-ESG,inc death,BG,2,0.1803454631065409
USC-SIkJalpha,inc death,BG,2,0.13225333961146332
epiforecasts-EpiNow2,inc death,BG,2,0.08550862474879095
IEM_Health-CovidProject,inc death,BG,3,0.08550214169479887
ILM-EKF,inc death,BG,3,0.09115517585643848
LANL-GrowthRate,inc death,BG,3,0.10119060806081702
RobertWalraven-ESG,inc death,BG,3,0.20054138688416465
USC-SIkJalpha,inc death,BG,3,0.14905103079228454
epiforecasts-EpiNow2,inc death,BG,3,0.07878411627592183
IEM_Health-CovidProject,inc death,BG,4,0.08365096419313951
ILM-EKF,inc death,BG,4,0.07370328196476615
LANL-GrowthRate,inc death,BG,4,0.13110679964886288
RobertWalraven-ESG,inc death,BG,4,0.22725178605802904
UMass-MechBayes,inc death,BG,1,0.17904348672173995
UMass-SemiMech,inc death,BG,1,0.13376812226336893
USC-SIkJalpha,inc death,BG,4,0.13500106102457168
epiforecasts-EpiNow2,inc death,BG,4,0.0788156483438251
UMass-MechBayes,inc death,BG,2,0.198380009417195
UMass-SemiMech,inc death,BG,2,0.11808333893880654
UMass-MechBayes,inc death,BG,3,0.19350484699349224
UMass-SemiMech,inc death,BG,3,0.10027069344208232
UMass-MechBayes,inc death,BG,4,0.17707931381145117
UMass-SemiMech,inc death,BG,4,0.09339114495535439
IEM_Health-CovidProject,inc case,CH,1,0.153669733924902
ILM-EKF,inc case,CH,1,0.21572866493303547
LANL-GrowthRate,inc case,CH,1,0.1649689790664389
USC-SIkJalpha,inc case,CH,1,0.17126550498500526
epiforecasts-EpiNow2,inc case,CH,1,0.1950937491568321
IEM_Health-CovidProject,inc case,CH,2,0.13314539074174608
ILM-EKF,inc case,CH,2,0.1753622219525436
LANL-GrowthRate,inc case,CH,2,0.2178742757592209
USC-SIkJalpha,inc case,CH,2,0.1609668156728572
epiforecasts-EpiNow2,inc case,CH,2,0.16591964077048357
IEM_Health-CovidProject,inc case,CH,3,0.12889962720781795
ILM-EKF,inc case,CH,3,0.1399707608330293
LANL-GrowthRate,inc case,CH,3,0.22815234015783778
USC-SIkJalpha,inc case,CH,3,0.16181017032470765
epiforecasts-EpiNow2,inc case,CH,3,0.15415698659313362
IEM_Health-CovidProject,inc case,CH,4,0.15523820786690243
ILM-EKF,inc case,CH,4,0.14628215741304265
LANL-GrowthRate,inc case,CH,4,0.33807431935458754
USC-SIkJalpha,inc case,CH,4,0.19504287655072355
epiforecasts-EpiNow2,inc case,CH,4,0.16536243881474388
UMass-SemiMech,inc case,CH,1,0.09927336793378626
UMass-SemiMech,inc case,CH,2,0.14673165510314873
UMass-SemiMech,inc case,CH,3,0.18701011488347358
IEM_Health-CovidProject,inc death,CH,1,0.14231171363873266
ILM-EKF,inc death,CH,1,0.11082682124078294
LANL-GrowthRate,inc death,CH,1,0.13466054623880075
