model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,AT,1,0.1192482539328253
ILM-EKF,inc case,AT,1,0.13463512540802858
LANL-GrowthRate,inc case,AT,1,0.17760378245314407
USC-SIkJalpha,inc case,AT,1,0.09594687098043414
epiforecasts-EpiNow2,inc case,AT,1,0.16367407402544648
IEM_Health-CovidProject,inc case,AT,2,0.10656350870280586
ILM-EKF,inc case,AT,2,0.13626153571834193
LANL-GrowthRate,inc case,AT,2,0.20273057753216725
USC-SIkJalpha,inc case,AT,2,0.11544380109470635
epiforecasts-EpiNow2,inc case,AT,2,0.15392506812627513
IEM_Health-CovidProject,inc case,AT,3,0.12906470892810634
ILM-EKF,inc case,AT,3,0.18499274946361907
USC-SIkJalpha,inc case,AT,3,0.1632288965855462
epiforecasts-EpiNow2,inc case,AT,3,0.19820651728244898
IEM_Health-CovidProject,inc case,AT,4,0.1165864860787502
ILM-EKF,inc case,AT,4,0.18690849355482175
USC-SIkJalpha,inc case,AT,4,0.18690849355482175
epiforecasts-EpiNow2,inc case,AT,4,0.21805990914729204
MUNI-ARIMA,inc case,AT,1,0.21403532757173768
MUNI-ARIMA,inc case,AT,2,0.1696317077309971
RobertWalraven-ESG,inc case,AT,1,0.09485656562838377
MUNI-ARIMA,inc case,AT,3,0.15633190095517105
RobertWalraven-ESG,inc case,AT,2,0.11544380109470635
MUNI-ARIMA,inc case,AT,4,0.12799168580384532
RobertWalraven-ESG,inc case,AT,3,0.16817522678510824
RobertWalraven-ESG,inc case,AT,4,0.16354493186046903
IEM_Health-CovidProject,inc death,AT,1,0.11321319405305877
ILM-EKF,inc death,AT,1,0.08207956568846761
LANL-GrowthRate,inc death,AT,1,0.14274707076255239
RobertWalraven-ESG,inc death,AT,1,0.14700817735247929
USC-SIkJalpha,inc death,AT,1,0.0895413443874192
epiforecasts-EpiNow2,inc death,AT,1,0.15389918566587676
IEM_Health-CovidProject,inc death,AT,2,0.09357851755613418
ILM-EKF,inc death,AT,2,0.0947059695748828
LANL-GrowthRate,inc death,AT,2,0.13552750818474607
RobertWalraven-ESG,inc death,AT,2,0.13323043177483512
USC-SIkJalpha,inc death,AT,2,0.09950120854069963
epiforecasts-EpiNow2,inc death,AT,2,0.1455665828650976
IEM_Health-CovidProject,inc death,AT,3,0.09378222908618203
ILM-EKF,inc death,AT,3,0.12333005468867773
RobertWalraven-ESG,inc death,AT,3,0.17313642292833603
USC-SIkJalpha,inc death,AT,3,0.09893509881619202
epiforecasts-EpiNow2,inc death,AT,3,0.16076953557631204
IEM_Health-CovidProject,inc death,AT,4,0.08163409845688875
ILM-EKF,inc death,AT,4,0.12189201002466951
RobertWalraven-ESG,inc death,AT,4,0.1617839405781977
UMass-MechBayes,inc death,AT,1,0.17588478361814486
USC-SIkJalpha,inc death,AT,4,0.11263438901013764
epiforecasts-EpiNow2,inc death,AT,4,0.17447287709413478
UMass-MechBayes,inc death,AT,2,0.21244852634365596
UMass-MechBayes,inc death,AT,3,0.2572312569220993
UMass-MechBayes,inc death,AT,4,0.2780661478687773
MUNI-ARIMA,inc death,AT,1,0.0956266784720011
MUNI-ARIMA,inc death,AT,2,0.08544125515994859
MUNI-ARIMA,inc death,AT,3,0.09281540198220078
MUNI-ARIMA,inc death,AT,4,0.06951653696719433
IEM_Health-CovidProject,inc case,BE,1,0.1569754539627953
ILM-EKF,inc case,BE,1,0.1641927162139583
LANL-GrowthRate,inc case,BE,1,0.17005674179302827
USC-SIkJalpha,inc case,BE,1,0.13105290193224195
epiforecasts-EpiNow2,inc case,BE,1,0.14879964906889973
IEM_Health-CovidProject,inc case,BE,2,0.13984223303695503
ILM-EKF,inc case,BE,2,0.14399596273112203
LANL-GrowthRate,inc case,BE,2,0.196535030214099
USC-SIkJalpha,inc case,BE,2,0.14840400240656454
epiforecasts-EpiNow2,inc case,BE,2,0.1385104022461269
IEM_Health-CovidProject,inc case,BE,3,0.15221986271388296
ILM-EKF,inc case,BE,3,0.1682430061574496
USC-SIkJalpha,inc case,BE,3,0.20403939044626868
epiforecasts-EpiNow2,inc case,BE,3,0.17596057524724087
IEM_Health-CovidProject,inc case,BE,4,0.13326034114701008
ILM-EKF,inc case,BE,4,0.1544127762497101
USC-SIkJalpha,inc case,BE,4,0.22363229663751114
epiforecasts-EpiNow2,inc case,BE,4,0.18354726233456103
MUNI-ARIMA,inc case,BE,1,0.11903971925511979
MUNI-ARIMA,inc case,BE,2,0.11728703416002682
RobertWalraven-ESG,inc case,BE,1,0.10988281777395671
MUNI-ARIMA,inc case,BE,3,0.14102722574962687
RobertWalraven-ESG,inc case,BE,2,0.11542533520510574
MUNI-ARIMA,inc case,BE,4,0.12160006129664669
RobertWalraven-ESG,inc case,BE,3,0.15850993968553104
RobertWalraven-ESG,inc case,BE,4,0.18354726233456103
IEM_Health-CovidProject,inc death,BE,1,0.13458708214171514
ILM-EKF,inc death,BE,1,0.09775272281871938
LANL-GrowthRate,inc death,BE,1,0.13079589672927244
RobertWalraven-ESG,inc death,BE,1,0.15223784701275972
USC-SIkJalpha,inc death,BE,1,0.11608135834722928
epiforecasts-EpiNow2,inc death,BE,1,0.10552850758839026
IEM_Health-CovidProject,inc death,BE,2,0.10871336736629195
ILM-EKF,inc death,BE,2,0.11205839405448555
LANL-GrowthRate,inc death,BE,2,0.13006777881324216
RobertWalraven-ESG,inc death,BE,2,0.14864889007227675
USC-SIkJalpha,inc death,BE,2,0.10711464137561118
epiforecasts-EpiNow2,inc death,BE,2,0.10871336736629195
IEM_Health-CovidProject,inc death,BE,3,0.13231103463713761
ILM-EKF,inc death,BE,3,0.1493834262032199
RobertWalraven-ESG,inc death,BE,3,0.21539005638603798
USC-SIkJalpha,inc death,BE,3,0.13231103463713761
IEM_Health-CovidProject,inc death,BE,4,0.10400680526481046
ILM-EKF,inc death,BE,4,0.12332235481398954
RobertWalraven-ESG,inc death,BE,4,0.22717275886787547
UMass-MechBayes,inc death,BE,1,0.17197238273663595
USC-SIkJalpha,inc death,BE,4,0.1307964369239283
UMass-MechBayes,inc death,BE,2,0.182094890338539
UMass-MechBayes,inc death,BE,3,0.24373085327893773
UMass-MechBayes,inc death,BE,4,0.28775216123264225
MUNI-ARIMA,inc death,BE,1,0.09104420262527786
MUNI-ARIMA,inc death,BE,2,0.10258867061326143
MUNI-ARIMA,inc death,BE,3,0.12687359485752922
MUNI-ARIMA,inc death,BE,4,0.12694948289675392
IEM_Health-CovidProject,inc case,BG,1,0.11014447562987223
ILM-EKF,inc case,BG,1,0.18164176682821034
LANL-GrowthRate,inc case,BG,1,0.1500518943363477
USC-SIkJalpha,inc case,BG,1,0.10458162332533323
epiforecasts-EpiNow2,inc case,BG,1,0.2300795713157331
IEM_Health-CovidProject,inc case,BG,2,0.09209827531329338
ILM-EKF,inc case,BG,2,0.14192193244999307
LANL-GrowthRate,inc case,BG,2,0.1967554063511268
USC-SIkJalpha,inc case,BG,2,0.13741647427697742
epiforecasts-EpiNow2,inc case,BG,2,0.1967554063511268
IEM_Health-CovidProject,inc case,BG,3,0.10456748689516317
ILM-EKF,inc case,BG,3,0.1638744197610766
USC-SIkJalpha,inc case,BG,3,0.2386866548693942
epiforecasts-EpiNow2,inc case,BG,3,0.22874137758316945
IEM_Health-CovidProject,inc case,BG,4,0.09458194155378684
ILM-EKF,inc case,BG,4,0.14712746463922396
USC-SIkJalpha,inc case,BG,4,0.2906664545311498
epiforecasts-EpiNow2,inc case,BG,4,0.2166786297414026
MUNI-ARIMA,inc case,BG,1,0.1310579836608606
MUNI-ARIMA,inc case,BG,2,0.1254672156441968
RobertWalraven-ESG,inc case,BG,1,0.09244268490364276
MUNI-ARIMA,inc case,BG,3,0.12336613622463072
RobertWalraven-ESG,inc case,BG,2,0.10958528961328579
MUNI-ARIMA,inc case,BG,4,0.10736328500700128
RobertWalraven-ESG,inc case,BG,3,0.1407639246665658
RobertWalraven-ESG,inc case,BG,4,0.14358222452743546
IEM_Health-CovidProject,inc death,BG,1,0.09295559227001932
