model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,AT,1,0.11558532206680948
ILM-EKF,inc case,AT,1,0.13484954241127772
USC-SIkJalpha,inc case,AT,1,0.09673988912113402
epiforecasts-EpiNow2,inc case,AT,1,0.1893631872158368
IEM_Health-CovidProject,inc case,AT,2,0.1399880829266214
ILM-EKF,inc case,AT,2,0.17450569241537736
USC-SIkJalpha,inc case,AT,2,0.16761730982003356
epiforecasts-EpiNow2,inc case,AT,2,0.19013306785556042
IEM_Health-CovidProject,inc case,AT,3,0.15797275383712983
ILM-EKF,inc case,AT,3,0.1902467573092316
USC-SIkJalpha,inc case,AT,3,0.1769294842975854
epiforecasts-EpiNow2,inc case,AT,3,0.25641954246026877
IEM_Health-CovidProject,inc case,AT,4,0.15030067972113295
ILM-EKF,inc case,AT,4,0.1640686809169619
UMass-SemiMech,inc case,AT,1,0.12191876437184014
USC-SIkJalpha,inc case,AT,4,0.1953908836374728
epiforecasts-EpiNow2,inc case,AT,4,0.26866246500152513
UMass-SemiMech,inc case,AT,2,0.18462196443945725
UMass-SemiMech,inc case,AT,3,0.21843146209578446
UMass-SemiMech,inc case,AT,4,0.22157729072290733
MUNI-ARIMA,inc case,AT,1,0.25428770854698085
RobertWalraven-ESG,inc case,AT,1,0.08725558626612089
RobertWalraven-ESG,inc case,AT,2,0.14313388254295
IEM_Health-CovidProject,inc death,AT,1,0.10406001724437183
ILM-EKF,inc death,AT,1,0.07345412981955657
RobertWalraven-ESG,inc death,AT,1,0.1447791544269521
USC-SIkJalpha,inc death,AT,1,0.08056259399564271
epiforecasts-EpiNow2,inc death,AT,1,0.1491009202307417
IEM_Health-CovidProject,inc death,AT,2,0.10099046842267602
ILM-EKF,inc death,AT,2,0.09608801849924514
RobertWalraven-ESG,inc death,AT,2,0.14771740157346638
USC-SIkJalpha,inc death,AT,2,0.10528793516406648
epiforecasts-EpiNow2,inc death,AT,2,0.15464165477222264
IEM_Health-CovidProject,inc death,AT,3,0.09507063522690752
ILM-EKF,inc death,AT,3,0.10923009153729801
RobertWalraven-ESG,inc death,AT,3,0.16297823181755577
USC-SIkJalpha,inc death,AT,3,0.09507063522690752
epiforecasts-EpiNow2,inc death,AT,3,0.1426059528403613
IEM_Health-CovidProject,inc death,AT,4,0.09697895422522673
ILM-EKF,inc death,AT,4,0.10996720702324818
RobertWalraven-ESG,inc death,AT,4,0.15790163059748455
UMass-MechBayes,inc death,AT,1,0.18499558621221654
UMass-SemiMech,inc death,AT,1,0.17838860099035167
USC-SIkJalpha,inc death,AT,4,0.10996720702324818
epiforecasts-EpiNow2,inc death,AT,4,0.13995826348413407
UMass-MechBayes,inc death,AT,2,0.23564442631957735
UMass-SemiMech,inc death,AT,2,0.15963009524874597
UMass-MechBayes,inc death,AT,3,0.2504299659635613
UMass-SemiMech,inc death,AT,3,0.14461448738740865
UMass-MechBayes,inc death,AT,4,0.2513536160531387
UMass-SemiMech,inc death,AT,4,0.13387312159351952
MUNI-ARIMA,inc death,AT,1,0.08465899708016691
IEM_Health-CovidProject,inc case,BE,1,0.14963759294889423
ILM-EKF,inc case,BE,1,0.15702710371180256
USC-SIkJalpha,inc case,BE,1,0.14453631137109102
epiforecasts-EpiNow2,inc case,BE,1,0.1413243933406223
IEM_Health-CovidProject,inc case,BE,2,0.15399217317732802
ILM-EKF,inc case,BE,2,0.1595414406792137
USC-SIkJalpha,inc case,BE,2,0.1989786507347497
epiforecasts-EpiNow2,inc case,BE,2,0.1639731473647474
IEM_Health-CovidProject,inc case,BE,3,0.16805590799988265
ILM-EKF,inc case,BE,3,0.17109306296373597
USC-SIkJalpha,inc case,BE,3,0.27574221798039
epiforecasts-EpiNow2,inc case,BE,3,0.19190167872959574
IEM_Health-CovidProject,inc case,BE,4,0.1424972283731499
ILM-EKF,inc case,BE,4,0.13828844947605262
UMass-SemiMech,inc case,BE,1,0.11668986606106428
USC-SIkJalpha,inc case,BE,4,0.32449863886954927
epiforecasts-EpiNow2,inc case,BE,4,0.17909487719029765
UMass-SemiMech,inc case,BE,2,0.1595414406792137
