"target","target_end_date","location","type","quantile","value","forecast_date","scenario_id"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.01,2131.88393633472,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.025,2225.92351036141,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.05,2310.23050272234,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.1,2411.54142017436,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.15,2482.48080628806,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.2,2540.39786302792,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.25,2591.19820797471,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.3,2637.7133047062,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.35,2681.58699568786,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.4,2723.91645289164,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.45,2765.52823140626,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.5,2807.122,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.55,2849.36263419958,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.6,2892.95703634226,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.65,2938.74023030845,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.7,2987.799853963,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.75,3041.693408731,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.8,3102.89018536604,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.85,3175.83134392402,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.9,3270.13257104684,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.95,3415.25568184175,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.975,3546.51394170333,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","quantile",0.99,3705.70589536499,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.01,1529.23724470289,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.025,1626.76497851339,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.05,1715.84672027629,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.1,1824.91666677118,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.15,1902.58018282875,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.2,1966.76395616324,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.25,2023.62948156506,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.3,2076.15965577086,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.35,2126.10774734317,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.4,2174.66377736756,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.45,2222.7442767924,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.5,2271.146,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.55,2320.64795484998,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.6,2372.1009634806,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.65,2426.53311208799,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.7,2485.30730058537,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.75,2550.40100241663,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.8,2624.98061655807,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.85,2714.78768740556,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.9,2832.35132857553,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.95,3016.43560534613,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.975,3186.17592859871,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","quantile",0.99,3396.0907705103,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.01,1079.26852867845,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.025,1169.66246379017,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.05,1254.03664337548,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.1,1359.63307276436,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.15,1436.32463605577,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.2,1500.6286322311,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.25,1558.28808094165,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.3,1612.11796405003,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.35,1663.80035045379,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.4,1714.50302683277,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.45,1765.15201461459,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.5,1816.58,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.55,1869.62971380979,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.6,1925.25066668371,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.65,1984.61962323199,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.7,2049.32697158492,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.75,2121.71374445739,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.8,2205.57054257506,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.85,2307.83671864292,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.9,2443.80179471848,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.95,2661.35941042197,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.975,2866.87793958236,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","quantile",0.99,3127.37231502799,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.01,816.24696188284,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.025,899.354569722694,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.05,978.435364807576,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.1,1079.36776406166,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.15,1153.98450059746,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.2,1217.37050078594,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.25,1274.82711211395,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.3,1328.98492668844,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.35,1381.44255806449,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.4,1433.33571154465,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.45,1485.59133321335,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.5,1539.07,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.55,1594.67006919205,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.6,1653.43106623464,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.65,1716.6686403052,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.7,1786.18913815654,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.75,1864.6832200207,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.8,1956.54899666577,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.85,2069.9062498798,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.9,2222.8048462461,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.95,2472.45204190834,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.975,2713.67996864229,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","quantile",0.99,3026.58950464818,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","DE","point",NA,2807.122,"2021-02-15","forecast"
"2 wk ahead inc death","2021-02-27","DE","point",NA,2271.146,"2021-02-15","forecast"
"3 wk ahead inc death","2021-03-06","DE","point",NA,1816.58,"2021-02-15","forecast"
"4 wk ahead inc death","2021-03-13","DE","point",NA,1539.07,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.01,33418.7772709917,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.025,34707.6252417263,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.05,35867.6768958785,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.1,37267.5847351022,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.15,38251.7129058732,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.2,39057.592946337,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.25,39766.2452992647,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.3,40416.6013488215,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.35,41031.3307666801,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.4,41625.628391878,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.45,42211.007213887,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.5,42797.2825,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.55,43393.8548555382,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.6,44010.7954328353,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.65,44660.0793088768,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.7,45357.3862121399,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.75,46125.259610256,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.8,46999.5515988424,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.85,48044.9140161964,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.9,49401.6922273832,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.95,51501.3263361304,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.975,53412.4913584464,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","quantile",0.99,55745.7669225442,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.01,25721.6769208485,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.025,27021.5933108422,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.05,28214.9538898453,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.1,29684.6425322886,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.15,30737.2580951565,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.2,31611.1957041823,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.25,32388.6165851027,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.3,33109.4382389104,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.35,33797.2485205676,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.4,34468.1837432545,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.45,35134.8048225105,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.5,35808.1725,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.55,36499.2495658864,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.6,37220.1628099891,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.65,37985.7235015018,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.7,38815.7333211549,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.75,39739.1128436848,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.8,40802.4188376735,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.85,42090.4791209242,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.9,43789.3496095845,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.95,46478.6005432577,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.975,48989.9084003318,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","quantile",0.99,52137.5761101264,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.01,19768.7124676786,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.025,21128.6796644364,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.05,22411.1974140611,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.1,24036.1292836286,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.15,25231.1175139198,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.2,26243.2108550913,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.25,27158.8310716561,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.3,28020.7195642168,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.35,28854.7764083636,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.4,29679.3548172536,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.45,30509.4018850087,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.5,31358.7725,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.55,32241.9174829493,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.6,33175.5564745132,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.65,34180.8608306173,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.7,35286.9267269391,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.75,36537.1542745727,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.8,38002.6093831194,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.85,39814.7865759734,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.9,42266.8615870236,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.95,46292.2786638382,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.975,50210.1981795106,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","quantile",0.99,55336.6918021156,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.01,14022.3339566403,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.025,15307.0084353836,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.05,16555.169306457,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.1,18188.7761438463,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.15,19428.0072492229,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.2,20502.987431106,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.25,21495.7479125879,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.3,22447.9303742246,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.35,23385.765945099,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.4,24328.8594116005,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.45,25294.2368337846,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.5,26298.775,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.55,27361.1881354942,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.6,28504.2479949204,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.65,29757.9378219566,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.7,31164.7154346104,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.75,32789.4398545423,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.8,34740.5425643434,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.85,37222.7967654095,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.9,40703.5091088597,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.95,46719.5827799023,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.975,52931.6867965815,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","quantile",0.99,61583.4650028652,"2021-02-15","forecast"
"1 wk ahead inc case","2021-02-20","DE","point",NA,42797.2825,"2021-02-15","forecast"
"2 wk ahead inc case","2021-02-27","DE","point",NA,35808.1725,"2021-02-15","forecast"
"3 wk ahead inc case","2021-03-06","DE","point",NA,31358.7725,"2021-02-15","forecast"
"4 wk ahead inc case","2021-03-13","DE","point",NA,26298.775,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.01,1418.52588558615,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.025,1449.09491860588,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.05,1476.03205171951,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.1,1507.85183360905,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.15,1529.79398534927,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.2,1547.51107354693,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.25,1562.91039322256,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.3,1576.89881364784,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.35,1589.99748073542,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.4,1602.54949324297,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.45,1614.80865315684,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.5,1626.985,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.55,1639.27317228854,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.6,1651.87505722021,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.65,1665.02403801378,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.7,1679.0189357428,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.75,1694.28220318444,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.8,1711.47722691391,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.85,1731.78811293409,"2021-02-15","forecast"
"1 wk ahead inc death","2021-02-20","PL","quantile",0.9,1757.76067121568,"2021-02-15","forecast"
