"forecast_date","scenario_id","target","target_end_date","location","type","quantile","value"
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.01,22357
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.01,13698
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.01,8349
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.01,5078
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.025,23987
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.025,15204
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.025,9595
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.025,6044
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.05,25484
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.05,16631
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.05,10813
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.05,7020
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.1,27327
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.1,18443
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.1,12412
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.1,8343
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.15,28645
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.15,19776
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.15,13622
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.15,9373
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.2,29737
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.2,20904
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.2,14667
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.2,10283
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.25,30708
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.25,21923
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.25,15627
2021-09-06,"forecast","4 wk ahead inc case",2021-10-02,"ES","quantile",0.25,11133
2021-09-06,"forecast","1 wk ahead inc case",2021-09-11,"ES","quantile",0.3,31606
2021-09-06,"forecast","2 wk ahead inc case",2021-09-18,"ES","quantile",0.3,22880
2021-09-06,"forecast","3 wk ahead inc case",2021-09-25,"ES","quantile",0.3,16543
