model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.09221844595060999
ILM-EKF,inc case,Overall,1,0.11468191355396368
MUNI-ARIMA,inc case,Overall,1,0.2353997172949781
RobertWalraven-ESG,inc case,Overall,1,0.16565165291128087
UMass-SemiMech,inc case,Overall,1,0.08945189257209167
USC-SIkJalpha,inc case,Overall,1,0.08438857789819969
epiforecasts-EpiExpert,inc case,Overall,1,0.10777336454468878
epiforecasts-EpiNow2,inc case,Overall,1,0.11043443527418725
IEM_Health-CovidProject,inc case,Overall,2,0.08456534122373613
ILM-EKF,inc case,Overall,2,0.10446306857049759
MUNI-ARIMA,inc case,Overall,2,0.21141335305934034
RobertWalraven-ESG,inc case,Overall,2,0.197319129522051
UMass-SemiMech,inc case,Overall,2,0.10090182759650335
USC-SIkJalpha,inc case,Overall,2,0.0954769981558311
epiforecasts-EpiExpert,inc case,Overall,2,0.09757539371969552
epiforecasts-EpiNow2,inc case,Overall,2,0.10828488815234505
IEM_Health-CovidProject,inc case,Overall,3,0.07447208640051582
ILM-EKF,inc case,Overall,3,0.08865724571489977
MUNI-ARIMA,inc case,Overall,3,0.2068669066680995
RobertWalraven-ESG,inc case,Overall,3,0.2115684272741927
UMass-SemiMech,inc case,Overall,3,0.10578421363709635
USC-SIkJalpha,inc case,Overall,3,0.10578421363709635
epiforecasts-EpiExpert,inc case,Overall,3,0.10343345333404975
epiforecasts-EpiNow2,inc case,Overall,3,0.10343345333404975
IEM_Health-CovidProject,inc case,Overall,4,0.06631550857055632
ILM-EKF,inc case,Overall,4,0.07586092268298487
MUNI-ARIMA,inc case,Overall,4,0.20436003661538785
RobertWalraven-ESG,inc case,Overall,4,0.22758276804895466
UMass-SemiMech,inc case,Overall,4,0.10114789691064652
USC-SIkJalpha,inc case,Overall,4,0.11251282914779781
epiforecasts-EpiExpert,inc case,Overall,4,0.11004001971597806
epiforecasts-EpiNow2,inc case,Overall,4,0.10218001830769392
IEM_Health-CovidProject,inc death,Overall,1,0.09717146343858991
ILM-EKF,inc death,Overall,1,0.1055689973159989
MUNI-ARIMA,inc death,Overall,1,0.17102177565191823
RobertWalraven-ESG,inc death,Overall,1,0.10688860978244889
UMass-MechBayes,inc death,Overall,1,0.13155521203993709
UMass-SemiMech,inc death,Overall,1,0.10688860978244889
USC-SIkJalpha,inc death,Overall,1,0.09294661720212948
epiforecasts-EpiExpert,inc death,Overall,1,0.09501209758439902
epiforecasts-EpiNow2,inc death,Overall,1,0.09294661720212948
IEM_Health-CovidProject,inc death,Overall,2,0.08193267862224023
ILM-EKF,inc death,Overall,2,0.10482563294316029
MUNI-ARIMA,inc death,Overall,2,0.15840317866966444
RobertWalraven-ESG,inc death,Overall,2,0.0902296587358848
UMass-MechBayes,inc death,Overall,2,0.15495963130728044
UMass-SemiMech,inc death,Overall,2,0.12505514105499826
USC-SIkJalpha,inc death,Overall,2,0.10966373907899846
epiforecasts-EpiExpert,inc death,Overall,2,0.08800176592759136
epiforecasts-EpiNow2,inc death,Overall,2,0.08692857366018171
IEM_Health-CovidProject,inc death,Overall,3,0.0744062918748712
ILM-EKF,inc death,Overall,3,0.09885407349090032
MUNI-ARIMA,inc death,Overall,3,0.16877524742348834
RobertWalraven-ESG,inc death,Overall,3,0.08649731430453778
UMass-MechBayes,inc death,Overall,3,0.1572678441900687
UMass-SemiMech,inc death,Overall,3,0.12581427535205494
USC-SIkJalpha,inc death,Overall,3,0.10812164288067222
epiforecasts-EpiExpert,inc death,Overall,3,0.09885407349090032
epiforecasts-EpiNow2,inc death,Overall,3,0.08140923699250614
IEM_Health-CovidProject,inc death,Overall,4,0.06769271747751138
ILM-EKF,inc death,Overall,4,0.08521318553051432
MUNI-ARIMA,inc death,Overall,4,0.18107801925234293
RobertWalraven-ESG,inc death,Overall,4,0.08942124407523107
UMass-MechBayes,inc death,Overall,4,0.15089834937695246
UMass-SemiMech,inc death,Overall,4,0.12071867950156195
USC-SIkJalpha,inc death,Overall,4,0.1187396847556347
epiforecasts-EpiExpert,inc death,Overall,4,0.10201578549427771
epiforecasts-EpiNow2,inc death,Overall,4,0.08422233453597346
IEM_Health-CovidProject,inc case,AT,1,0.0995909912461922
ILM-EKF,inc case,AT,1,0.10379906129884821
MUNI-ARIMA,inc case,AT,1,0.2632047625792222
RobertWalraven-ESG,inc case,AT,1,0.21675686330053592
UMass-SemiMech,inc case,AT,1,0.09571082275608081
USC-SIkJalpha,inc case,AT,1,0.08188592613575803
epiforecasts-EpiNow2,inc case,AT,1,0.13905157268336268
IEM_Health-CovidProject,inc case,AT,2,0.07839582135029871
ILM-EKF,inc case,AT,2,0.08643641841186779
MUNI-ARIMA,inc case,AT,2,0.2174851818105061
RobertWalraven-ESG,inc case,AT,2,0.33710203180628445
UMass-SemiMech,inc case,AT,2,0.0898938751483425
USC-SIkJalpha,inc case,AT,2,0.08534228653323656
epiforecasts-EpiNow2,inc case,AT,2,0.10534438493946388
IEM_Health-CovidProject,inc case,AT,3,0.05469296418468127
ILM-EKF,inc case,AT,3,0.06225688476341378
MUNI-ARIMA,inc case,AT,3,0.2660066894436771
RobertWalraven-ESG,inc case,AT,3,0.39014314451739307
UMass-SemiMech,inc case,AT,3,0.08016639955836843
USC-SIkJalpha,inc case,AT,3,0.06430930953583401
epiforecasts-EpiNow2,inc case,AT,3,0.08242460799663234
IEM_Health-CovidProject,inc case,AT,4,0.04474930457243529
ILM-EKF,inc case,AT,4,0.05175354354899039
MUNI-ARIMA,inc case,AT,4,0.2289099041589959
RobertWalraven-ESG,inc case,AT,4,0.4578198083179918
UMass-SemiMech,inc case,AT,4,0.07729425335238824
USC-SIkJalpha,inc case,AT,4,0.060117752607413075
epiforecasts-EpiNow2,inc case,AT,4,0.07935543344178525
IEM_Health-CovidProject,inc death,AT,1,0.10435709360785361
ILM-EKF,inc death,AT,1,0.07782562913128066
MUNI-ARIMA,inc death,AT,1,0.12580033202042626
RobertWalraven-ESG,inc death,AT,1,0.1350503564336929
UMass-MechBayes,inc death,AT,1,0.17660431225944453
UMass-SemiMech,inc death,AT,1,0.1800671419115905
USC-SIkJalpha,inc death,AT,1,0.08830215612972227
epiforecasts-EpiNow2,inc death,AT,1,0.11199297850598923
IEM_Health-CovidProject,inc death,AT,2,0.09125122842288994
ILM-EKF,inc death,AT,2,0.09332511997795562
MUNI-ARIMA,inc death,AT,2,0.10528987894948837
RobertWalraven-ESG,inc death,AT,2,0.11406403552861241
UMass-MechBayes,inc death,AT,2,0.22812807105722482
UMass-SemiMech,inc death,AT,2,0.1676042971032672
USC-SIkJalpha,inc death,AT,2,0.09894711515735054
epiforecasts-EpiNow2,inc death,AT,2,0.10139025380321103
IEM_Health-CovidProject,inc death,AT,3,0.0767439256790749
ILM-EKF,inc death,AT,3,0.09708568911208272
MUNI-ARIMA,inc death,AT,3,0.14651113084187026
RobertWalraven-ESG,inc death,AT,3,0.12590800306723227
UMass-MechBayes,inc death,AT,3,0.21778681611629364
UMass-SemiMech,inc death,AT,3,0.13893296890177353
USC-SIkJalpha,inc death,AT,3,0.08664636770218134
epiforecasts-EpiNow2,inc death,AT,3,0.11038509857949129
IEM_Health-CovidProject,inc death,AT,4,0.07084511176678858
ILM-EKF,inc death,AT,4,0.09036366296784257
MUNI-ARIMA,inc death,AT,4,0.17711277941697143
RobertWalraven-ESG,inc death,AT,4,0.11500829832270873
UMass-MechBayes,inc death,AT,4,0.22706766591919414
UMass-SemiMech,inc death,AT,4,0.12472730944857145
USC-SIkJalpha,inc death,AT,4,0.08945089869544012
epiforecasts-EpiNow2,inc death,AT,4,0.105424273462483
IEM_Health-CovidProject,inc case,BE,1,0.14353789533141256
ILM-EKF,inc case,BE,1,0.15250901378962584
