model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.12703192248587059
ILM-EKF,inc case,Overall,1,0.15331438920708518
LANL-GrowthRate,inc case,Overall,1,0.15331438920708518
UMass-SemiMech,inc case,Overall,1,0.11803851204439303
USC-SIkJalpha,inc case,Overall,1,0.12350325797237417
epiforecasts-EpiExpert,inc case,Overall,1,0.173225348844369
epiforecasts-EpiNow2,inc case,Overall,1,0.15157218023882288
IEM_Health-CovidProject,inc case,Overall,2,0.11876806215270015
ILM-EKF,inc case,Overall,2,0.13506956087954133
LANL-GrowthRate,inc case,Overall,2,0.17892331441185996
UMass-SemiMech,inc case,Overall,2,0.13506956087954133
USC-SIkJalpha,inc case,Overall,2,0.1405826041807471
epiforecasts-EpiExpert,inc case,Overall,2,0.1465648426565236
epiforecasts-EpiNow2,inc case,Overall,2,0.14502205483908648
IEM_Health-CovidProject,inc case,Overall,3,0.10247024899654367
ILM-EKF,inc case,Overall,3,0.1109452319962578
LANL-GrowthRate,inc case,Overall,3,0.18917584430131137
UMass-SemiMech,inc case,Overall,3,0.14755715855502288
USC-SIkJalpha,inc case,Overall,3,0.15532332479476094
epiforecasts-EpiExpert,inc case,Overall,3,0.15532332479476094
epiforecasts-EpiNow2,inc case,Overall,3,0.13920486656134234
IEM_Health-CovidProject,inc case,Overall,4,0.09169858434508492
ILM-EKF,inc case,Overall,4,0.09220802092477984
LANL-GrowthRate,inc case,Overall,4,0.20746804708075461
UMass-SemiMech,inc case,Overall,4,0.13716895674760635
USC-SIkJalpha,inc case,Overall,4,0.16765094713596335
epiforecasts-EpiExpert,inc case,Overall,4,0.16433112640059772
epiforecasts-EpiNow2,inc case,Overall,4,0.13947431736521318
IEM_Health-CovidProject,inc death,Overall,1,0.09972996625351178
ILM-EKF,inc death,Overall,1,0.10527051993426245
LANL-GrowthRate,inc death,Overall,1,0.13534781134405172
RobertWalraven-ESG,inc death,Overall,1,0.1114629034598073
UMass-MechBayes,inc death,Overall,1,0.13534781134405172
UMass-SemiMech,inc death,Overall,1,0.10527051993426245
USC-SIkJalpha,inc death,Overall,1,0.09972996625351178
epiforecasts-EpiExpert,inc death,Overall,1,0.11016682318701886
epiforecasts-EpiNow2,inc death,Overall,1,0.09767367828952188
IEM_Health-CovidProject,inc death,Overall,2,0.08946195680752676
ILM-EKF,inc death,Overall,2,0.10382004864083352
LANL-GrowthRate,inc death,Overall,2,0.13139724906105493
RobertWalraven-ESG,inc death,Overall,2,0.09343804377675019
UMass-MechBayes,inc death,Overall,2,0.15866837622467012
UMass-SemiMech,inc death,Overall,2,0.11844259070292278
USC-SIkJalpha,inc death,Overall,2,0.11519758821791118
epiforecasts-EpiExpert,inc death,Overall,2,0.10011218976080377
epiforecasts-EpiNow2,inc death,Overall,2,0.08946195680752676
IEM_Health-CovidProject,inc death,Overall,3,0.0810058825460442
ILM-EKF,inc death,Overall,3,0.09720705905525305
LANL-GrowthRate,inc death,Overall,3,0.13669742679644958
RobertWalraven-ESG,inc death,Overall,3,0.0866201516333938
UMass-MechBayes,inc death,Overall,3,0.1562256306245138
UMass-SemiMech,inc death,Overall,3,0.12865640169077608
USC-SIkJalpha,inc death,Overall,3,0.11664847086630364
epiforecasts-EpiExpert,inc death,Overall,3,0.11361864045419187
epiforecasts-EpiNow2,inc death,Overall,3,0.08332033633307404
IEM_Health-CovidProject,inc death,Overall,4,0.07845112559139773
ILM-EKF,inc death,Overall,4,0.07968657638811266
LANL-GrowthRate,inc death,Overall,4,0.1632289548595211
RobertWalraven-ESG,inc death,Overall,4,0.09284582753477347
UMass-MechBayes,inc death,Overall,4,0.13863281097657956
UMass-SemiMech,inc death,Overall,4,0.1190611200151801
USC-SIkJalpha,inc death,Overall,4,0.13143110651026374
epiforecasts-EpiExpert,inc death,Overall,4,0.11371005844146415
epiforecasts-EpiNow2,inc death,Overall,4,0.08295241968270745
IEM_Health-CovidProject,inc case,AT,1,0.1492168829904479
ILM-EKF,inc case,AT,1,0.1492168829904479
LANL-GrowthRate,inc case,AT,1,0.2224688073675769
UMass-SemiMech,inc case,AT,1,0.13445916928809593
USC-SIkJalpha,inc case,AT,1,0.12614210727027558
epiforecasts-EpiNow2,inc case,AT,1,0.21849615009315587
IEM_Health-CovidProject,inc case,AT,2,0.14237921022132474
ILM-EKF,inc case,AT,2,0.14237921022132474
LANL-GrowthRate,inc case,AT,2,0.2356621410559858
UMass-SemiMech,inc case,AT,2,0.1454085551196508
USC-SIkJalpha,inc case,AT,2,0.15893493234008343
epiforecasts-EpiNow2,inc case,AT,2,0.17523595104163045
IEM_Health-CovidProject,inc case,AT,3,0.1297028896182923
ILM-EKF,inc case,AT,3,0.12766032442745304
LANL-GrowthRate,inc case,AT,3,0.22835015777868362
UMass-SemiMech,inc case,AT,3,0.18216697980097232
