model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.12201765380182161
ILM-EKF,inc case,Overall,1,0.12201765380182161
Karlen-pypm,inc case,Overall,1,0.095326292032673135
LANL-GrowthRate,inc case,Overall,1,0.14188099279281582
MUNI-ARIMA,inc case,Overall,1,0.18771946738741785
RobertWalraven-ESG,inc case,Overall,1,0.12450781000185879
USC-SIkJalpha,inc case,Overall,1,0.09458732852854387
epiforecasts-EpiNow2,inc case,Overall,1,0.11194280165304735
IEM_Health-CovidProject,inc case,Overall,2,0.1273527553050915
ILM-EKF,inc case,Overall,2,0.10471226547307523
Karlen-pypm,inc case,Overall,2,0.05914709556010526
LANL-GrowthRate,inc case,Overall,2,0.1663077157513548
MUNI-ARIMA,inc case,Overall,2,0.19364597039541312
RobertWalraven-ESG,inc case,Overall,2,0.14136155838865158
USC-SIkJalpha,inc case,Overall,2,0.09616432543445685
epiforecasts-EpiNow2,inc case,Overall,2,0.11130831369185162
IEM_Health-CovidProject,inc case,Overall,3,0.12328749535038805
ILM-EKF,inc case,Overall,3,0.09124667734972224
Karlen-pypm,inc case,Overall,3,0.04694959852006057
LANL-GrowthRate,inc case,Overall,3,0.17747980099891025
MUNI-ARIMA,inc case,Overall,3,0.19695929135244922
RobertWalraven-ESG,inc case,Overall,3,0.15529482587404647
USC-SIkJalpha,inc case,Overall,3,0.08825498301038708
epiforecasts-EpiNow2,inc case,Overall,3,0.12052732754403608
IEM_Health-CovidProject,inc case,Overall,4,0.12008624239480316
ILM-EKF,inc case,Overall,4,0.06367562319155043
Karlen-pypm,inc case,Overall,4,0.04495690984127052
LANL-GrowthRate,inc case,Overall,4,0.1944875012698442
MUNI-ARIMA,inc case,Overall,4,0.20332784223665534
RobertWalraven-ESG,inc case,Overall,4,0.16722289828809037
USC-SIkJalpha,inc case,Overall,4,0.080236996039577
epiforecasts-EpiNow2,inc case,Overall,4,0.12600598673820895
IEM_Health-CovidProject,inc death,Overall,1,0.0918490116344103
ILM-EKF,inc death,Overall,1,0.09408923143037153
Karlen-pypm,inc death,Overall,1,0.17942597621605735
LANL-GrowthRate,inc death,Overall,1,0.10426104023365494
MUNI-ARIMA,inc death,Overall,1,0.15745544851613194
RobertWalraven-ESG,inc death,Overall,1,0.09766224021886664
UMass-MechBayes,inc death,Overall,1,0.11021881396129236
USC-SIkJalpha,inc death,Overall,1,0.08207784018394113
epiforecasts-EpiNow2,inc death,Overall,1,0.08296039760527382
IEM_Health-CovidProject,inc death,Overall,2,0.08154440477508021
ILM-EKF,inc death,Overall,2,0.09513513890426024
Karlen-pypm,inc death,Overall,2,0.15567568184333497
LANL-GrowthRate,inc death,Overall,2,0.12017070177380243
MUNI-ARIMA,inc death,Overall,2,0.1522162222468164
RobertWalraven-ESG,inc death,Overall,2,0.08895753248190569
UMass-MechBayes,inc death,Overall,2,0.12924018870012713
USC-SIkJalpha,inc death,Overall,2,0.09647507043812308
epiforecasts-EpiNow2,inc death,Overall,2,0.08058505883654986
IEM_Health-CovidProject,inc death,Overall,3,0.07779307235321792
ILM-EKF,inc death,Overall,3,0.09566445383976799
Karlen-pypm,inc death,Overall,3,0.1264137425739791
LANL-GrowthRate,inc death,Overall,3,0.12871217425714238
MUNI-ARIMA,inc death,Overall,3,0.1685516567653055
RobertWalraven-ESG,inc death,Overall,3,0.08739715535978804
UMass-MechBayes,inc death,Overall,3,0.1335692374366572
USC-SIkJalpha,inc death,Overall,3,0.10410543506092398
epiforecasts-EpiNow2,inc death,Overall,3,0.07779307235321792
IEM_Health-CovidProject,inc death,Overall,4,0.07756944013795104
ILM-EKF,inc death,Overall,4,0.08438873157865003
Karlen-pypm,inc death,Overall,4,0.09252258522478499
LANL-GrowthRate,inc death,Overall,4,0.15358749147314307
MUNI-ARIMA,inc death,Overall,4,0.18284225175374175
RobertWalraven-ESG,inc death,Overall,4,0.09480709350194017
UMass-MechBayes,inc death,Overall,4,0.1218948345024945
USC-SIkJalpha,inc death,Overall,4,0.11635416020692657
epiforecasts-EpiNow2,inc death,Overall,4,0.07603341162036785
IEM_Health-CovidProject,inc case,AT,1,0.10951379548678937
ILM-EKF,inc case,AT,1,0.09654505654756433
Karlen-pypm,inc case,AT,1,0.09654505654756433
LANL-GrowthRate,inc case,AT,1,0.13340771450208888
MUNI-ARIMA,inc case,AT,1,0.22929450930046527
RobertWalraven-ESG,inc case,AT,1,0.13340771450208888
USC-SIkJalpha,inc case,AT,1,0.08840270238090228
epiforecasts-EpiNow2,inc case,AT,1,0.11288345073253674
IEM_Health-CovidProject,inc case,AT,2,0.10560940015287323
ILM-EKF,inc case,AT,2,0.10433699774139285
Karlen-pypm,inc case,AT,2,0.07872700738668732
LANL-GrowthRate,inc case,AT,2,0.15192931250062466
MUNI-ARIMA,inc case,AT,2,0.227893968750937
RobertWalraven-ESG,inc case,AT,2,0.13531204394586885
USC-SIkJalpha,inc case,AT,2,0.10691321990784698
epiforecasts-EpiNow2,inc case,AT,2,0.08927804961376914
IEM_Health-CovidProject,inc case,AT,3,0.10528217793925021
ILM-EKF,inc case,AT,3,0.10747555664631793
Karlen-pypm,inc case,AT,3,0.05963961524882382
LANL-GrowthRate,inc case,AT,3,0.14953120924705104
MUNI-ARIMA,inc case,AT,3,0.2715171957380663
RobertWalraven-ESG,inc case,AT,3,0.13060320807653822
USC-SIkJalpha,inc case,AT,3,0.10528217793925021
epiforecasts-EpiNow2,inc case,AT,3,0.07066885916470218
IEM_Health-CovidProject,inc case,AT,4,0.10513052405157838
ILM-EKF,inc case,AT,4,0.10978231715120573
Karlen-pypm,inc case,AT,4,0.04414733750208629
LANL-GrowthRate,inc case,AT,4,0.14594590397748528
MUNI-ARIMA,inc case,AT,4,0.29536671043062496
RobertWalraven-ESG,inc case,AT,4,0.14097047543279828
USC-SIkJalpha,inc case,AT,4,0.10424707426963234
epiforecasts-EpiNow2,inc case,AT,4,0.05440965718458881
IEM_Health-CovidProject,inc death,AT,1,0.10057716921363669
ILM-EKF,inc death,AT,1,0.07094282471319016
Karlen-pypm,inc death,AT,1,0.180581735633575
LANL-GrowthRate,inc death,AT,1,0.08543652008470214
MUNI-ARIMA,inc death,AT,1,0.12612057726789364
RobertWalraven-ESG,inc death,AT,1,0.1241499432480828
