model,target_variable,location,horizon,weight
DSMPG-bayes,inc case,Overall,1,0.11553008174746439
IEM_Health-CovidProject,inc case,Overall,1,0.11928715757665023
ILM-EKF,inc case,Overall,1,0.1333847307447998
LANL-GrowthRate,inc case,Overall,1,0.15948174328182585
USC-SIkJalpha,inc case,Overall,1,0.1202649211633441
epiforecasts-EpiExpert,inc case,Overall,1,0.18340400477409974
epiforecasts-EpiNow2,inc case,Overall,1,0.16864736071181585
DSMPG-bayes,inc case,Overall,2,0.11628033443240664
IEM_Health-CovidProject,inc case,Overall,2,0.12332762742831006
ILM-EKF,inc case,Overall,2,0.1214869165711711
LANL-GrowthRate,inc case,Overall,2,0.1808805202281881
USC-SIkJalpha,inc case,Overall,2,0.14935088826180667
epiforecasts-EpiExpert,inc case,Overall,2,0.15653121942823967
epiforecasts-EpiNow2,inc case,Overall,2,0.15214249364987784
IEM_Health-CovidProject,inc death,Overall,1,0.13668307563839946
ILM-EKF,inc death,Overall,1,0.1254999149043486
LANL-GrowthRate,inc death,Overall,1,0.19173598110386592
RobertWalraven-ESG,inc death,Overall,1,0.1624116545820982
USC-SIkJalpha,inc death,Overall,1,0.12782398740257725
epiforecasts-EpiExpert,inc death,Overall,1,0.13147610132836518
epiforecasts-EpiNow2,inc death,Overall,1,0.12436928504034545
IEM_Health-CovidProject,inc death,Overall,2,0.14249975018047487
ILM-EKF,inc death,Overall,2,0.115932000146827
LANL-GrowthRate,inc death,Overall,2,0.20117611790184683
RobertWalraven-ESG,inc death,Overall,2,0.13818157593258168
USC-SIkJalpha,inc death,Overall,2,0.1537075957002875
epiforecasts-EpiExpert,inc death,Overall,2,0.13544530710223351
epiforecasts-EpiNow2,inc death,Overall,2,0.11305765303574863
IEM_Health-CovidProject,inc case,AT,1,0.18127867419084137
ILM-EKF,inc case,AT,1,0.14502293935267307
LANL-GrowthRate,inc case,AT,1,0.21270031105058718
USC-SIkJalpha,inc case,AT,1,0.21557463957829784
epiforecasts-EpiNow2,inc case,AT,1,0.2454234358276006
IEM_Health-CovidProject,inc case,AT,2,0.17952093472329567
ILM-EKF,inc case,AT,2,0.14760610188359868
LANL-GrowthRate,inc case,AT,2,0.26928140208494356
USC-SIkJalpha,inc case,AT,2,0.2119874867477215
epiforecasts-EpiNow2,inc case,AT,2,0.19160407456044057
IEM_Health-CovidProject,inc death,AT,1,0.16480626661919648
ILM-EKF,inc death,AT,1,0.11248681689881668
LANL-GrowthRate,inc death,AT,1,0.14662074754397483
RobertWalraven-ESG,inc death,AT,1,0.23362646586677305
USC-SIkJalpha,inc death,AT,1,0.18016956265996908
epiforecasts-EpiNow2,inc death,AT,1,0.16229014041126982
IEM_Health-CovidProject,inc death,AT,2,0.12762088747703534
ILM-EKF,inc death,AT,2,0.11704874295231053
LANL-GrowthRate,inc death,AT,2,0.24726546948675598
RobertWalraven-ESG,inc death,AT,2,0.1705279099908662
USC-SIkJalpha,inc death,AT,2,0.219791528432672
epiforecasts-EpiNow2,inc death,AT,2,0.11774546166036
DSMPG-bayes,inc case,BE,1,0.15440495132299037
IEM_Health-CovidProject,inc case,BE,1,0.15049596521354758
ILM-EKF,inc case,BE,1,0.1432431476128947
LANL-GrowthRate,inc case,BE,1,0.2702086648152332
USC-SIkJalpha,inc case,BE,1,0.13665725576862367
epiforecasts-EpiNow2,inc case,BE,1,0.1449900152667105
IEM_Health-CovidProject,inc case,BE,2,0.19698566354570543
ILM-EKF,inc case,BE,2,0.1558244801182446
LANL-GrowthRate,inc case,BE,2,0.2269617427809215
USC-SIkJalpha,inc case,BE,2,0.21750500349838311
epiforecasts-EpiNow2,inc case,BE,2,0.20272311005674543
IEM_Health-CovidProject,inc death,BE,1,0.17264832336732383
ILM-EKF,inc death,BE,1,0.14667468179878837
LANL-GrowthRate,inc death,BE,1,0.14931746885822597
RobertWalraven-ESG,inc death,BE,1,0.20980049421852007
USC-SIkJalpha,inc death,BE,1,0.19968962702726611
epiforecasts-EpiNow2,inc death,BE,1,0.12186940472987562
IEM_Health-CovidProject,inc death,BE,2,0.1407784442468164
ILM-EKF,inc death,BE,2,0.1483471778084732
LANL-GrowthRate,inc death,BE,2,0.1724535942023501
RobertWalraven-ESG,inc death,BE,2,0.1483471778084732
USC-SIkJalpha,inc death,BE,2,0.24636227743192868
epiforecasts-EpiNow2,inc death,BE,2,0.14371132850195842
DSMPG-bayes,inc case,BG,1,0.14750836135241585
IEM_Health-CovidProject,inc case,BG,1,0.15149507382140004
ILM-EKF,inc case,BG,1,0.16486228621740592
LANL-GrowthRate,inc case,BG,1,0.20760436042191857
USC-SIkJalpha,inc case,BG,1,0.08123648886075076
epiforecasts-EpiNow2,inc case,BG,1,0.2472934293261089
IEM_Health-CovidProject,inc case,BG,2,0.18829338585284908
ILM-EKF,inc case,BG,2,0.14300763482494863
LANL-GrowthRate,inc case,BG,2,0.31382230975474845
USC-SIkJalpha,inc case,BG,2,0.17117580532077187
epiforecasts-EpiNow2,inc case,BG,2,0.18370086424668203
IEM_Health-CovidProject,inc death,BG,1,0.16007654040158764
ILM-EKF,inc death,BG,1,0.20581269480204126
LANL-GrowthRate,inc death,BG,1,0.13456983890902696
RobertWalraven-ESG,inc death,BG,1,0.19134148969877274
USC-SIkJalpha,inc death,BG,1,0.14492136497895214
epiforecasts-EpiNow2,inc death,BG,1,0.16327807120961937
IEM_Health-CovidProject,inc death,BG,2,0.15779211776649765
ILM-EKF,inc death,BG,2,0.14671898669516448
LANL-GrowthRate,inc death,BG,2,0.11003924002137337
RobertWalraven-ESG,inc death,BG,2,0.26409417605129604
USC-SIkJalpha,inc death,BG,2,0.21083148508296745
epiforecasts-EpiNow2,inc death,BG,2,0.110523994382701
IEM_Health-CovidProject,inc case,CH,1,0.13862778101438003
ILM-EKF,inc case,CH,1,0.25745159331242
LANL-GrowthRate,inc case,CH,1,0.16187076226230004
USC-SIkJalpha,inc case,CH,1,0.154470955987452
epiforecasts-EpiNow2,inc case,CH,1,0.2875789074234479
IEM_Health-CovidProject,inc case,CH,2,0.14480863773272687
ILM-EKF,inc case,CH,2,0.25578348160266706
LANL-GrowthRate,inc case,CH,2,0.21381900415222949
USC-SIkJalpha,inc case,CH,2,0.16487248512942998
epiforecasts-EpiNow2,inc case,CH,2,0.22071639138294658
IEM_Health-CovidProject,inc death,CH,1,0.1839495182973192
ILM-EKF,inc death,CH,1,0.12110009954573515
LANL-GrowthRate,inc death,CH,1,0.14678799944937596
RobertWalraven-ESG,inc death,CH,1,0.2270626866482534
USC-SIkJalpha,inc death,CH,1,0.22356941454597257
epiforecasts-EpiNow2,inc death,CH,1,0.09753028151334375
IEM_Health-CovidProject,inc death,CH,2,0.18037294978046742
ILM-EKF,inc death,CH,2,0.11624034541407902
LANL-GrowthRate,inc death,CH,2,0.11289529950288252
RobertWalraven-ESG,inc death,CH,2,0.2853172114709212
USC-SIkJalpha,inc death,CH,2,0.20647956093290354
