model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.09730647442712113
ILM-EKF,inc case,Overall,1,0.11880441645171769
LANL-GrowthRate,inc case,Overall,1,0.11880441645171769
RobertWalraven-ESG,inc case,Overall,1,0.23220863215563003
UMass-SemiMech,inc case,Overall,1,0.0920466649986281
USC-SIkJalpha,inc case,Overall,1,0.09373559463163045
epiforecasts-EpiExpert,inc case,Overall,1,0.13098948480574
epiforecasts-EpiNow2,inc case,Overall,1,0.11610431607781502
IEM_Health-CovidProject,inc case,Overall,2,0.11506817366260058
ILM-EKF,inc case,Overall,2,0.13642103063091823
LANL-GrowthRate,inc case,Overall,2,0.18127178042738445
UMass-SemiMech,inc case,Overall,2,0.13502897929794966
USC-SIkJalpha,inc case,Overall,2,0.13642103063091823
epiforecasts-EpiExpert,inc case,Overall,2,0.15037318149089848
epiforecasts-EpiNow2,inc case,Overall,2,0.14541582385933038
IEM_Health-CovidProject,inc case,Overall,3,0.10144504595948364
ILM-EKF,inc case,Overall,3,0.11262796441171018
LANL-GrowthRate,inc case,Overall,3,0.19329393892279992
UMass-SemiMech,inc case,Overall,3,0.14448233818471914
USC-SIkJalpha,inc case,Overall,3,0.1538037793579268
epiforecasts-EpiExpert,inc case,Overall,3,0.15547555956833906
epiforecasts-EpiNow2,inc case,Overall,3,0.1388713735950213
IEM_Health-CovidProject,inc case,Overall,4,0.09032903006452732
ILM-EKF,inc case,Overall,4,0.09351711347856946
LANL-GrowthRate,inc case,Overall,4,0.2064663544332053
UMass-SemiMech,inc case,Overall,4,0.14194561867282862
USC-SIkJalpha,inc case,Overall,4,0.16560322178496675
epiforecasts-EpiExpert,inc case,Overall,4,0.1638959720758434
epiforecasts-EpiNow2,inc case,Overall,4,0.13824268949005922
IEM_Health-CovidProject,inc death,Overall,1,0.09923316347136789
ILM-EKF,inc death,Overall,1,0.10599906098077935
LANL-GrowthRate,inc death,Overall,1,0.13518720820737076
RobertWalraven-ESG,inc death,Overall,1,0.11375508983303148
UMass-MechBayes,inc death,Overall,1,0.13518720820737076
UMass-SemiMech,inc death,Overall,1,0.10599906098077935
USC-SIkJalpha,inc death,Overall,1,0.0981886038558798
epiforecasts-EpiExpert,inc death,Overall,1,0.10721744099205266
epiforecasts-EpiNow2,inc death,Overall,1,0.09923316347136789
IEM_Health-CovidProject,inc death,Overall,2,0.08554509230814057
ILM-EKF,inc death,Overall,2,0.10468017874548782
LANL-GrowthRate,inc death,Overall,2,0.1325948930776179
RobertWalraven-ESG,inc death,Overall,2,0.09250806493787296
UMass-MechBayes,inc death,Overall,2,0.15911387169314148
UMass-SemiMech,inc death,Overall,2,0.12239528591780112
USC-SIkJalpha,inc death,Overall,2,0.11205202231911372
epiforecasts-EpiExpert,inc death,Overall,2,0.10070498208426674
epiforecasts-EpiNow2,inc death,Overall,2,0.09040560891655766
IEM_Health-CovidProject,inc death,Overall,3,0.07997902330962589
ILM-EKF,inc death,Overall,3,0.09948610216563221
LANL-GrowthRate,inc death,Overall,3,0.14065276513072142
RobertWalraven-ESG,inc death,Overall,3,0.08678574869767916
UMass-MechBayes,inc death,Overall,3,0.15688193033811232
UMass-SemiMech,inc death,Overall,3,0.12550554427048985
USC-SIkJalpha,inc death,Overall,3,0.11330361635530335
epiforecasts-EpiExpert,inc death,Overall,3,0.11330361635530335
epiforecasts-EpiNow2,inc death,Overall,3,0.0841016533771324
IEM_Health-CovidProject,inc death,Overall,4,0.07461214786115909
ILM-EKF,inc death,Overall,4,0.08200614449604872
LANL-GrowthRate,inc death,Overall,4,0.162547893554668
RobertWalraven-ESG,inc death,Overall,4,0.08924198077511185
UMass-MechBayes,inc death,Overall,4,0.14448701649303822
UMass-SemiMech,inc death,Overall,4,0.11977213209291328
USC-SIkJalpha,inc death,Overall,4,0.1300383148437344
epiforecasts-EpiExpert,inc death,Overall,4,0.1137835254882676
epiforecasts-EpiNow2,inc death,Overall,4,0.08351084439505879
IEM_Health-CovidProject,inc case,AT,1,0.11583182764712233
ILM-EKF,inc case,AT,1,0.12028689794124241
LANL-GrowthRate,inc case,AT,1,0.17702600074371524
RobertWalraven-ESG,inc case,AT,1,0.2039647399873241
UMass-SemiMech,inc case,AT,1,0.11038091811078717
USC-SIkJalpha,inc case,AT,1,0.09876187409912535
epiforecasts-EpiNow2,inc case,AT,1,0.17374774147068348
IEM_Health-CovidProject,inc case,AT,2,0.13613950788528353
ILM-EKF,inc case,AT,2,0.1437028138789104
LANL-GrowthRate,inc case,AT,2,0.24402364620947045
UMass-SemiMech,inc case,AT,2,0.1453174522371004
USC-SIkJalpha,inc case,AT,2,0.14865808332301075
epiforecasts-EpiNow2,inc case,AT,2,0.18215849646622448
IEM_Health-CovidProject,inc case,AT,3,0.13068915697095626
ILM-EKF,inc case,AT,3,0.13637129423056307
LANL-GrowthRate,inc case,AT,3,0.2240385548073536
UMass-SemiMech,inc case,AT,3,0.17425220929460836
USC-SIkJalpha,inc case,AT,3,0.14794998902372405
epiforecasts-EpiNow2,inc case,AT,3,0.18669879567279465
IEM_Health-CovidProject,inc case,AT,4,0.11655312897874592
ILM-EKF,inc case,AT,4,0.11806680597846991
LANL-GrowthRate,inc case,AT,4,0.22173522098395568
UMass-SemiMech,inc case,AT,4,0.19550847441596092
USC-SIkJalpha,inc case,AT,4,0.156743863109348
epiforecasts-EpiNow2,inc case,AT,4,0.19139250653351964
IEM_Health-CovidProject,inc death,AT,1,0.09881444394169225
ILM-EKF,inc death,AT,1,0.07174199354670809
LANL-GrowthRate,inc death,AT,1,0.12039460985999287
RobertWalraven-ESG,inc death,AT,1,0.13258646908632124
UMass-MechBayes,inc death,AT,1,0.17753103487829458
UMass-SemiMech,inc death,AT,1,0.19044238286944326
USC-SIkJalpha,inc death,AT,1,0.08379464846255505
epiforecasts-EpiNow2,inc death,AT,1,0.12469441735499262
IEM_Health-CovidProject,inc death,AT,2,0.0830998218304436
ILM-EKF,inc death,AT,2,0.08232318798156095
LANL-GrowthRate,inc death,AT,2,0.15729609132191108
RobertWalraven-ESG,inc death,AT,2,0.12406452273277496
UMass-MechBayes,inc death,AT,2,0.2148434418055371
UMass-SemiMech,inc death,AT,2,0.14440296908241018
USC-SIkJalpha,inc death,AT,2,0.09272190646344233
epiforecasts-EpiNow2,inc death,AT,2,0.10124805878191978
IEM_Health-CovidProject,inc death,AT,3,0.0869657108742127
ILM-EKF,inc death,AT,3,0.09150305231112817
LANL-GrowthRate,inc death,AT,3,0.16702938120285296
RobertWalraven-ESG,inc death,AT,3,0.13320064576936375
UMass-MechBayes,inc death,AT,3,0.2023625195342257
UMass-SemiMech,inc death,AT,3,0.12527203590213973
USC-SIkJalpha,inc death,AT,3,0.09150305231112817
epiforecasts-EpiNow2,inc death,AT,3,0.1021636020949489
IEM_Health-CovidProject,inc death,AT,4,0.0845962258388656
ILM-EKF,inc death,AT,4,0.08708435012824399
LANL-GrowthRate,inc death,AT,4,0.15583515286106822
RobertWalraven-ESG,inc death,AT,4,0.1273491571767869
UMass-MechBayes,inc death,AT,4,0.2234617286309657
UMass-SemiMech,inc death,AT,4,0.12336949601501233
USC-SIkJalpha,inc death,AT,4,0.10122625314052294
epiforecasts-EpiNow2,inc death,AT,4,0.0970776362085343
IEM_Health-CovidProject,inc case,BE,1,0.1062897310243577
ILM-EKF,inc case,BE,1,0.10995489416312863
LANL-GrowthRate,inc case,BE,1,0.13473346186186186
RobertWalraven-ESG,inc case,BE,1,0.36792599200739196
UMass-SemiMech,inc case,BE,1,0.0885747758536314
USC-SIkJalpha,inc case,BE,1,0.09287452225429313
epiforecasts-EpiNow2,inc case,BE,1,0.09964662283533533
IEM_Health-CovidProject,inc case,BE,2,0.149272568071663
ILM-EKF,inc case,BE,2,0.14682547679179966
LANL-GrowthRate,inc case,BE,2,0.20589319734022482
UMass-SemiMech,inc case,BE,2,0.177353546223758
USC-SIkJalpha,inc case,BE,2,0.177353546223758
epiforecasts-EpiNow2,inc case,BE,2,0.1433016653487965
IEM_Health-CovidProject,inc case,BE,3,0.1284786001012837
ILM-EKF,inc case,BE,3,0.12700183458287814
LANL-GrowthRate,inc case,BE,3,0.20847470959830938
UMass-SemiMech,inc case,BE,3,0.1888745232258188
USC-SIkJalpha,inc case,BE,3,0.2027368735543192
epiforecasts-EpiNow2,inc case,BE,3,0.14443345893739082
IEM_Health-CovidProject,inc case,BE,4,0.10454097881685243
ILM-EKF,inc case,BE,4,0.09730352643722416
LANL-GrowthRate,inc case,BE,4,0.269137413549769
UMass-SemiMech,inc case,BE,4,0.1632188185398599
USC-SIkJalpha,inc case,BE,4,0.23866902711017246
epiforecasts-EpiNow2,inc case,BE,4,0.12713023554612202
IEM_Health-CovidProject,inc death,BE,1,0.12350010635348542
ILM-EKF,inc death,BE,1,0.09318644388490263
LANL-GrowthRate,inc death,BE,1,0.11264295414658558
RobertWalraven-ESG,inc death,BE,1,0.14855809894694624
UMass-MechBayes,inc death,BE,1,0.16270648932284584
UMass-SemiMech,inc death,BE,1,0.13667345103119052
USC-SIkJalpha,inc death,BE,1,0.1191919631085964
epiforecasts-EpiNow2,inc death,BE,1,0.10354049320544738
IEM_Health-CovidProject,inc death,BE,2,0.10601245113076392
ILM-EKF,inc death,BE,2,0.10971055989113941
LANL-GrowthRate,inc death,BE,2,0.12253387208620764
RobertWalraven-ESG,inc death,BE,2,0.15217916371996756
UMass-MechBayes,inc death,BE,2,0.14742356485371857
UMass-SemiMech,inc death,BE,2,0.12750146149510794
USC-SIkJalpha,inc death,BE,2,0.12096292500817933
epiforecasts-EpiNow2,inc death,BE,2,0.11367600181491554
IEM_Health-CovidProject,inc death,BE,3,0.1013163631004551
ILM-EKF,inc death,BE,3,0.10248091899816146
LANL-GrowthRate,inc death,BE,3,0.13307223810209026
RobertWalraven-ESG,inc death,BE,3,0.13930999926312576
UMass-MechBayes,inc death,BE,3,0.16210618096072815
UMass-SemiMech,inc death,BE,3,0.12921507178029057
USC-SIkJalpha,inc death,BE,3,0.14152126909269916
epiforecasts-EpiNow2,inc death,BE,3,0.09097795870244947
IEM_Health-CovidProject,inc death,BE,4,0.08830781059331051
ILM-EKF,inc death,BE,4,0.08668748379343325
LANL-GrowthRate,inc death,BE,4,0.12271345108421071
RobertWalraven-ESG,inc death,BE,4,0.13895493725712094
UMass-MechBayes,inc death,BE,4,0.19685282778092136
UMass-SemiMech,inc death,BE,4,0.13895493725712094
USC-SIkJalpha,inc death,BE,4,0.1657708023418285
epiforecasts-EpiNow2,inc death,BE,4,0.06175774989205375
IEM_Health-CovidProject,inc case,BG,1,0.07979615631181886
ILM-EKF,inc case,BG,1,0.11627439919722177
LANL-GrowthRate,inc case,BG,1,0.11149599923021264
RobertWalraven-ESG,inc case,BG,1,0.36996399744570563
UMass-SemiMech,inc case,BG,1,0.1146367316028947
USC-SIkJalpha,inc case,BG,1,0.059847117233864135
epiforecasts-EpiNow2,inc case,BG,1,0.14798559897828223
IEM_Health-CovidProject,inc case,BG,2,0.10874890952329737
ILM-EKF,inc case,BG,2,0.12786959691200897
LANL-GrowthRate,inc case,BG,2,0.23272266637985636
UMass-SemiMech,inc case,BG,2,0.2237717945960157
USC-SIkJalpha,inc case,BG,2,0.12786959691200897
epiforecasts-EpiNow2,inc case,BG,2,0.17901743567681255
IEM_Health-CovidProject,inc case,BG,3,0.10086386268417699
ILM-EKF,inc case,BG,3,0.10086386268417699
LANL-GrowthRate,inc case,BG,3,0.23908471154767877
UMass-SemiMech,inc case,BG,3,0.2435957438410312
USC-SIkJalpha,inc case,BG,3,0.17214099231432872
epiforecasts-EpiNow2,inc case,BG,3,0.14345082692860728
IEM_Health-CovidProject,inc case,BG,4,0.0918167374284078
ILM-EKF,inc case,BG,4,0.08150576691505718
LANL-GrowthRate,inc case,BG,4,0.24192981608120145
UMass-SemiMech,inc case,BG,4,0.25402630688526157
USC-SIkJalpha,inc case,BG,4,0.20878874538514647
epiforecasts-EpiNow2,inc case,BG,4,0.12193262730492554
IEM_Health-CovidProject,inc death,BG,1,0.0822907629162126
ILM-EKF,inc death,BG,1,0.11703575170305791
LANL-GrowthRate,inc death,BG,1,0.09663502434197441
RobertWalraven-ESG,inc death,BG,1,0.12690623678644836
UMass-MechBayes,inc death,BG,1,0.2289829924625046
UMass-SemiMech,inc death,BG,1,0.15959420686780623
USC-SIkJalpha,inc death,BG,1,0.10428928369579417
epiforecasts-EpiNow2,inc death,BG,1,0.0842657412262017
IEM_Health-CovidProject,inc death,BG,2,0.07040280298331845
ILM-EKF,inc death,BG,2,0.09621716407720189
LANL-GrowthRate,inc death,BG,2,0.07801391681935288
RobertWalraven-ESG,inc death,BG,2,0.1546347279812173
UMass-MechBayes,inc death,BG,2,0.2546924931455344
UMass-SemiMech,inc death,BG,2,0.1574462684899667
USC-SIkJalpha,inc death,BG,2,0.11394137851247593
epiforecasts-EpiNow2,inc death,BG,2,0.0746512479909325
IEM_Health-CovidProject,inc death,BG,3,0.0737911041841612
ILM-EKF,inc death,BG,3,0.07679074256563116
LANL-GrowthRate,inc death,BG,3,0.07871051112977195
RobertWalraven-ESG,inc death,BG,3,0.1782124780296723
UMass-MechBayes,inc death,BG,3,0.24855950883085878
UMass-SemiMech,inc death,BG,3,0.14531171285496358
USC-SIkJalpha,inc death,BG,3,0.13303184979679766
epiforecasts-EpiNow2,inc death,BG,3,0.06559209260814329
IEM_Health-CovidProject,inc death,BG,4,0.06929932756584055
ILM-EKF,inc death,BG,4,0.059297362762523356
LANL-GrowthRate,inc death,BG,4,0.10180255199937638
RobertWalraven-ESG,inc death,BG,4,0.1691718878813166
UMass-MechBayes,inc death,BG,4,0.2805777652665739
