model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.1303410828868909
ILM-EKF,inc case,Overall,1,0.15017559550011342
LANL-GrowthRate,inc case,Overall,1,0.15017559550011342
UMass-SemiMech,inc case,Overall,1,0.11610214105891123
USC-SIkJalpha,inc case,Overall,1,0.12912294192533116
epiforecasts-EpiExpert,inc case,Overall,1,0.17056981217296832
epiforecasts-EpiNow2,inc case,Overall,1,0.1535128309556715
IEM_Health-CovidProject,inc case,Overall,2,0.11826941727179556
ILM-EKF,inc case,Overall,2,0.13031537643836733
LANL-GrowthRate,inc case,Overall,2,0.17375383525115642
UMass-SemiMech,inc case,Overall,2,0.14361286383003746
USC-SIkJalpha,inc case,Overall,2,0.14216222884185528
epiforecasts-EpiExpert,inc case,Overall,2,0.14216222884185528
epiforecasts-EpiNow2,inc case,Overall,2,0.14972404952493268
IEM_Health-CovidProject,inc case,Overall,3,0.10350341800984647
ILM-EKF,inc case,Overall,3,0.10860569917934594
LANL-GrowthRate,inc case,Overall,3,0.188073283944721
UMass-SemiMech,inc case,Overall,3,0.1441309278828703
USC-SIkJalpha,inc case,Overall,3,0.15577787155017297
epiforecasts-EpiExpert,inc case,Overall,3,0.15577787155017297
epiforecasts-EpiNow2,inc case,Overall,3,0.1441309278828703
IEM_Health-CovidProject,inc case,Overall,4,0.09956647782755028
ILM-EKF,inc case,Overall,4,0.1040694843624646
LANL-GrowthRate,inc case,Overall,4,0.23010919320144954
USC-SIkJalpha,inc case,Overall,4,0.20106628532165494
epiforecasts-EpiExpert,inc case,Overall,4,0.20709827388130458
epiforecasts-EpiNow2,inc case,Overall,4,0.15809028540557601
IEM_Health-CovidProject,inc death,Overall,1,0.10144100140316549
ILM-EKF,inc death,Overall,1,0.10580405522695754
LANL-GrowthRate,inc death,Overall,1,0.13296996129874394
RobertWalraven-ESG,inc death,Overall,1,0.11181564927394379
UMass-MechBayes,inc death,Overall,1,0.1347914676179048
UMass-SemiMech,inc death,Overall,1,0.10144100140316549
USC-SIkJalpha,inc death,Overall,1,0.10249767850111513
epiforecasts-EpiExpert,inc death,Overall,1,0.11181564927394379
epiforecasts-EpiNow2,inc death,Overall,1,0.09742353600105992
IEM_Health-CovidProject,inc death,Overall,2,0.08929789599213449
ILM-EKF,inc death,Overall,2,0.10161484716346336
LANL-GrowthRate,inc death,Overall,2,0.12812306816262775
RobertWalraven-ESG,inc death,Overall,2,0.09208845524188869
UMass-MechBayes,inc death,Overall,2,0.15242227074519507
UMass-SemiMech,inc death,Overall,2,0.13194763736151213
USC-SIkJalpha,inc death,Overall,2,0.1178732227096175
epiforecasts-EpiExpert,inc death,Overall,2,0.09822768559134794
epiforecasts-EpiNow2,inc death,Overall,2,0.08840491703221313
IEM_Health-CovidProject,inc death,Overall,3,0.08601166942116854
ILM-EKF,inc death,Overall,3,0.09719318644592045
LANL-GrowthRate,inc death,Overall,3,0.13689181189566263
RobertWalraven-ESG,inc death,Overall,3,0.09083475368777612
UMass-MechBayes,inc death,Overall,3,0.1495279791475699
UMass-SemiMech,inc death,Overall,3,0.12622491746223435
USC-SIkJalpha,inc death,Overall,3,0.11852827615356153
epiforecasts-EpiExpert,inc death,Overall,3,0.11171630625967867
epiforecasts-EpiNow2,inc death,Overall,3,0.08307109952642774
IEM_Health-CovidProject,inc death,Overall,4,0.10615900770327232
ILM-EKF,inc death,Overall,4,0.10242101447428387
LANL-GrowthRate,inc death,Overall,4,0.20776834364783298
RobertWalraven-ESG,inc death,Overall,4,0.12757705311709042
USC-SIkJalpha,inc death,Overall,4,0.1795528895722013
epiforecasts-EpiExpert,inc death,Overall,4,0.16716993167067018
epiforecasts-EpiNow2,inc death,Overall,4,0.10935175981464892
IEM_Health-CovidProject,inc case,AT,1,0.15788187328865608
ILM-EKF,inc case,AT,1,0.14880820240999768
LANL-GrowthRate,inc case,AT,1,0.21223464933884917
UMass-SemiMech,inc case,AT,1,0.13485743343406043
USC-SIkJalpha,inc case,AT,1,0.14072080010510651
epiforecasts-EpiNow2,inc case,AT,1,0.20549704142333014
IEM_Health-CovidProject,inc case,AT,2,0.14340396646938058
ILM-EKF,inc case,AT,2,0.13247794997647538
LANL-GrowthRate,inc case,AT,2,0.23183641245883194
UMass-SemiMech,inc case,AT,2,0.14798068880350973
USC-SIkJalpha,inc case,AT,2,0.18065174996792097
epiforecasts-EpiNow2,inc case,AT,2,0.16364923232388134
IEM_Health-CovidProject,inc case,AT,3,0.13375830061400543
ILM-EKF,inc case,AT,3,0.11839417148942372
LANL-GrowthRate,inc case,AT,3,0.22464535103121422
UMass-SemiMech,inc case,AT,3,0.17879936102484398
USC-SIkJalpha,inc case,AT,3,0.16376016243396926
epiforecasts-EpiNow2,inc case,AT,3,0.18064265340654342
IEM_Health-CovidProject,inc case,AT,4,0.1442332549318755
ILM-EKF,inc case,AT,4,0.125306719216833
LANL-GrowthRate,inc case,AT,4,0.304316318098023
USC-SIkJalpha,inc case,AT,4,0.20979382535545527
epiforecasts-EpiNow2,inc case,AT,4,0.21634988239781325
IEM_Health-CovidProject,inc death,AT,1,0.11239986080459734
ILM-EKF,inc death,AT,1,0.06921799337684244
LANL-GrowthRate,inc death,AT,1,0.11780370026635682
RobertWalraven-ESG,inc death,AT,1,0.14760945575543508
UMass-MechBayes,inc death,AT,1,0.1458522003297751
UMass-SemiMech,inc death,AT,1,0.18285947504031505
USC-SIkJalpha,inc death,AT,1,0.1029544943504295
epiforecasts-EpiNow2,inc death,AT,1,0.12130282007624861
IEM_Health-CovidProject,inc death,AT,2,0.08617031462976298
ILM-EKF,inc death,AT,2,0.07673560864840206
LANL-GrowthRate,inc death,AT,2,0.15235910702653746
RobertWalraven-ESG,inc death,AT,2,0.12083653315897795
UMass-MechBayes,inc death,AT,2,0.19114142517874694
UMass-SemiMech,inc death,AT,2,0.1460108109004317
USC-SIkJalpha,inc death,AT,2,0.12367974570389509
epiforecasts-EpiNow2,inc death,AT,2,0.1030664547532459
IEM_Health-CovidProject,inc death,AT,3,0.08719147498065931
ILM-EKF,inc death,AT,3,0.08662529657169399
LANL-GrowthRate,inc death,AT,3,0.18528188433390103
RobertWalraven-ESG,inc death,AT,3,0.1361254660412334
UMass-MechBayes,inc death,AT,3,0.17325059314338798
UMass-SemiMech,inc death,AT,3,0.12585184596264976
USC-SIkJalpha,inc death,AT,3,0.10758302961323286
epiforecasts-EpiNow2,inc death,AT,3,0.09809040935324172
IEM_Health-CovidProject,inc death,AT,4,0.12929763608816003
ILM-EKF,inc death,AT,4,0.11608981304689636
LANL-GrowthRate,inc death,AT,4,0.2804247432041912
RobertWalraven-ESG,inc death,AT,4,0.18455303612583526
USC-SIkJalpha,inc death,AT,4,0.15876989137296119
epiforecasts-EpiNow2,inc death,AT,4,0.1308648801619559
IEM_Health-CovidProject,inc case,BE,1,0.1655313472919047
ILM-EKF,inc case,BE,1,0.16925115284902617
LANL-GrowthRate,inc case,BE,1,0.21215989582483563
UMass-SemiMech,inc case,BE,1,0.1448399288804166
USC-SIkJalpha,inc case,BE,1,0.14624614178216824
epiforecasts-EpiNow2,inc case,BE,1,0.16197153337164868
IEM_Health-CovidProject,inc case,BE,2,0.14799727107974314
ILM-EKF,inc case,BE,2,0.14014893094672645
LANL-GrowthRate,inc case,BE,2,0.201083248749651
UMass-SemiMech,inc case,BE,2,0.17960833868900866
USC-SIkJalpha,inc case,BE,2,0.18316493945512766
epiforecasts-EpiNow2,inc case,BE,2,0.14799727107974314
IEM_Health-CovidProject,inc case,BE,3,0.12882000596903045
ILM-EKF,inc case,BE,3,0.12485631347767566
LANL-GrowthRate,inc case,BE,3,0.2080938557961261
UMass-SemiMech,inc case,BE,3,0.1902107900636465
USC-SIkJalpha,inc case,BE,3,0.2080938557961261
epiforecasts-EpiNow2,inc case,BE,3,0.13992517889739511
IEM_Health-CovidProject,inc case,BE,4,0.12326480533006148
ILM-EKF,inc case,BE,4,0.1105531222803989
LANL-GrowthRate,inc case,BE,4,0.32756480675673744
USC-SIkJalpha,inc case,BE,4,0.2948083260810638
