model,target_variable,location,horizon,weight
DSMPG-bayes,inc case,Overall,1,0.12779439276835153
IEM_Health-CovidProject,inc case,Overall,1,0.12454538278271547
ILM-EKF,inc case,Overall,1,0.13607736267000392
LANL-GrowthRate,inc case,Overall,1,0.16149840844352112
USC-SIkJalpha,inc case,Overall,1,0.12349878292739853
epiforecasts-EpiExpert,inc case,Overall,1,0.16329283520400473
epiforecasts-EpiNow2,inc case,Overall,1,0.16329283520400473
DSMPG-bayes,inc case,Overall,2,0.13002723344175948
IEM_Health-CovidProject,inc case,Overall,2,0.11783718030659453
ILM-EKF,inc case,Overall,2,0.1226273095873504
LANL-GrowthRate,inc case,Overall,2,0.18172480818366385
USC-SIkJalpha,inc case,Overall,2,0.14503037576196248
epiforecasts-EpiExpert,inc case,Overall,2,0.1422939535777745
epiforecasts-EpiNow2,inc case,Overall,2,0.16045913914089466
DSMPG-bayes,inc case,Overall,3,0.09893656810541673
IEM_Health-CovidProject,inc case,Overall,3,0.10966462970720892
ILM-EKF,inc case,Overall,3,0.107084285478804
LANL-GrowthRate,inc case,Overall,3,0.2045430172067043
USC-SIkJalpha,inc case,Overall,3,0.17013391150838017
epiforecasts-EpiExpert,inc case,Overall,3,0.1640029597423124
epiforecasts-EpiNow2,inc case,Overall,3,0.14563462825117343
IEM_Health-CovidProject,inc death,Overall,1,0.13444616468873619
ILM-EKF,inc death,Overall,1,0.13321271363654594
LANL-GrowthRate,inc death,Overall,1,0.16883936960911058
RobertWalraven-ESG,inc death,Overall,1,0.16689868719981044
USC-SIkJalpha,inc death,Overall,1,0.13444616468873619
epiforecasts-EpiExpert,inc death,Overall,1,0.13698288477720288
epiforecasts-EpiNow2,inc death,Overall,1,0.12517401539985784
IEM_Health-CovidProject,inc death,Overall,2,0.13825485392804618
ILM-EKF,inc death,Overall,2,0.12714508888025675
LANL-GrowthRate,inc death,Overall,2,0.1849383110985553
RobertWalraven-ESG,inc death,Overall,2,0.1438409086322097
USC-SIkJalpha,inc death,Overall,2,0.15312096725364255
epiforecasts-EpiExpert,inc death,Overall,2,0.1369254803325842
epiforecasts-EpiNow2,inc death,Overall,2,0.11577438987470534
IEM_Health-CovidProject,inc death,Overall,3,0.1400164687802456
ILM-EKF,inc death,Overall,3,0.10938786623456687
LANL-GrowthRate,inc death,Overall,3,0.1918033818907474
RobertWalraven-ESG,inc death,Overall,3,0.1228214638423207
USC-SIkJalpha,inc death,Overall,3,0.16093846986235125
epiforecasts-EpiExpert,inc death,Overall,3,0.175020585975307
epiforecasts-EpiNow2,inc death,Overall,3,0.10001176341446115
IEM_Health-CovidProject,inc case,AT,1,0.17574727373461196
ILM-EKF,inc case,AT,1,0.15507112388348113
LANL-GrowthRate,inc case,AT,1,0.22596078051592966
USC-SIkJalpha,inc case,AT,1,0.18392156553622183
epiforecasts-EpiNow2,inc case,AT,1,0.25929925632975537
IEM_Health-CovidProject,inc case,AT,2,0.16844115523013922
ILM-EKF,inc case,AT,2,0.13792645319569372
LANL-GrowthRate,inc case,AT,2,0.2504454018553386
USC-SIkJalpha,inc case,AT,2,0.22932350049404499
epiforecasts-EpiNow2,inc case,AT,2,0.21386348922478352
IEM_Health-CovidProject,inc case,AT,3,0.17055289019533074
ILM-EKF,inc case,AT,3,0.14537603497602003
LANL-GrowthRate,inc case,AT,3,0.29639774121324475
USC-SIkJalpha,inc case,AT,3,0.19322131230990003
epiforecasts-EpiNow2,inc case,AT,3,0.19445202130550449
IEM_Health-CovidProject,inc death,AT,1,0.15744756248029845
ILM-EKF,inc death,AT,1,0.10686855277160157
LANL-GrowthRate,inc death,AT,1,0.1650050454793528
RobertWalraven-ESG,inc death,AT,1,0.24554322243951307
USC-SIkJalpha,inc death,AT,1,0.15744756248029845
epiforecasts-EpiNow2,inc death,AT,1,0.16768805434893574
IEM_Health-CovidProject,inc death,AT,2,0.12117264210537183
ILM-EKF,inc death,AT,2,0.11522551856645788
LANL-GrowthRate,inc death,AT,2,0.23477199407915791
RobertWalraven-ESG,inc death,AT,2,0.18971474269022864
USC-SIkJalpha,inc death,AT,2,0.2086862169592515
epiforecasts-EpiNow2,inc death,AT,2,0.13042888559953217
IEM_Health-CovidProject,inc death,AT,3,0.15215596406613735
ILM-EKF,inc death,AT,3,0.11966432590618094
LANL-GrowthRate,inc death,AT,3,0.25528389526651935
RobertWalraven-ESG,inc death,AT,3,0.17949648885927139
USC-SIkJalpha,inc death,AT,3,0.1980650911550581
epiforecasts-EpiNow2,inc death,AT,3,0.09533423474683293
DSMPG-bayes,inc case,BE,1,0.17054159015462123
IEM_Health-CovidProject,inc case,BE,1,0.1478027114673384
ILM-EKF,inc case,BE,1,0.151161864000687
LANL-GrowthRate,inc case,BE,1,0.2509857364539708
USC-SIkJalpha,inc case,BE,1,0.13170538645604413
epiforecasts-EpiNow2,inc case,BE,1,0.1478027114673384
DSMPG-bayes,inc case,BE,2,0.1327714252773465
IEM_Health-CovidProject,inc case,BE,2,0.15082833911506563
ILM-EKF,inc case,BE,2,0.1417559578149113
LANL-GrowthRate,inc case,BE,2,0.2167073837860138
USC-SIkJalpha,inc case,BE,2,0.20948380432648006
epiforecasts-EpiNow2,inc case,BE,2,0.1484530896801827
IEM_Health-CovidProject,inc case,BE,3,0.17552499454232276
ILM-EKF,inc case,BE,3,0.14236128589607744
LANL-GrowthRate,inc case,BE,3,0.23581983999579237
USC-SIkJalpha,inc case,BE,3,0.25321638556925247
epiforecasts-EpiNow2,inc case,BE,3,0.19307749399655502
IEM_Health-CovidProject,inc death,BE,1,0.16752835090241402
ILM-EKF,inc death,BE,1,0.14239909826705194
LANL-GrowthRate,inc death,BE,1,0.1627418265909165
RobertWalraven-ESG,inc death,BE,1,0.20587821436200282
USC-SIkJalpha,inc death,BE,1,0.19199878418029476
epiforecasts-EpiNow2,inc death,BE,1,0.12945372569731994
IEM_Health-CovidProject,inc death,BE,2,0.16066987301491406
ILM-EKF,inc death,BE,2,0.1554306380252973
LANL-GrowthRate,inc death,BE,2,0.1474187494672923
RobertWalraven-ESG,inc death,BE,2,0.17438559388204086
USC-SIkJalpha,inc death,BE,2,0.23441997866110412
epiforecasts-EpiNow2,inc death,BE,2,0.12767516694935135
IEM_Health-CovidProject,inc death,BE,3,0.14524079299155623
ILM-EKF,inc death,BE,3,0.12987878604052625
LANL-GrowthRate,inc death,BE,3,0.19024498236922158
RobertWalraven-ESG,inc death,BE,3,0.1337365717645023
USC-SIkJalpha,inc death,BE,3,0.2873913563449943
epiforecasts-EpiNow2,inc death,BE,3,0.11350751048919942
DSMPG-bayes,inc case,BG,1,0.15716129832402634
IEM_Health-CovidProject,inc case,BG,1,0.14530006826183567
ILM-EKF,inc case,BG,1,0.17305401388488295
LANL-GrowthRate,inc case,BG,1,0.20002347059421535
USC-SIkJalpha,inc case,BG,1,0.08751026838496923
epiforecasts-EpiNow2,inc case,BG,1,0.23695088055007046
DSMPG-bayes,inc case,BG,2,0.12570636748023795
IEM_Health-CovidProject,inc case,BG,2,0.14128980146539144
ILM-EKF,inc case,BG,2,0.12663752575786935
LANL-GrowthRate,inc case,BG,2,0.28493443295520604
USC-SIkJalpha,inc case,BG,2,0.13356301544775284
epiforecasts-EpiNow2,inc case,BG,2,0.18786885689354244
IEM_Health-CovidProject,inc case,BG,3,0.16713644778264872
ILM-EKF,inc case,BG,3,0.11233761244407538
LANL-GrowthRate,inc case,BG,3,0.3224750286629929
USC-SIkJalpha,inc case,BG,3,0.2514713526271045
epiforecasts-EpiNow2,inc case,BG,3,0.14657955848317855
IEM_Health-CovidProject,inc death,BG,1,0.1487373526576173
ILM-EKF,inc death,BG,1,0.2031534572884529
LANL-GrowthRate,inc death,BG,1,0.14527834445627738
RobertWalraven-ESG,inc death,BG,1,0.19990300197183766
USC-SIkJalpha,inc death,BG,1,0.1532998481379123
epiforecasts-EpiNow2,inc death,BG,1,0.14962799548790245
IEM_Health-CovidProject,inc death,BG,2,0.15925191928319496
ILM-EKF,inc death,BG,2,0.14787678219153813
LANL-GrowthRate,inc death,BG,2,0.11075545003646067
RobertWalraven-ESG,inc death,BG,2,0.28939327267591336
USC-SIkJalpha,inc death,BG,2,0.17363596360554803
epiforecasts-EpiNow2,inc death,BG,2,0.1190866122073449
IEM_Health-CovidProject,inc death,BG,3,0.15086967737601412
ILM-EKF,inc death,BG,3,0.09584122362184481
LANL-GrowthRate,inc death,BG,3,0.10616755074608399
RobertWalraven-ESG,inc death,BG,3,0.32175267930190765
USC-SIkJalpha,inc death,BG,3,0.246341895090523
epiforecasts-EpiNow2,inc death,BG,3,0.07902697386362643
IEM_Health-CovidProject,inc case,CH,1,0.1541211893112533
ILM-EKF,inc case,CH,1,0.2568686488520889
LANL-GrowthRate,inc case,CH,1,0.17124576590139254
USC-SIkJalpha,inc case,CH,1,0.14678208505833648
