model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.10204717854720202
ILM-EKF,inc case,Overall,1,0.12245661425664242
Karlen-pypm,inc case,Overall,1,0.06513649694502256
LANL-GrowthRate,inc case,Overall,1,0.1162562793575719
MUNI-ARIMA,inc case,Overall,1,0.1874335932499629
RobertWalraven-ESG,inc case,Overall,1,0.11338575394133557
USC-SIkJalpha,inc case,Overall,1,0.07783259380718799
epiforecasts-EpiExpert,inc case,Overall,1,0.11774674447754079
epiforecasts-EpiNow2,inc case,Overall,1,0.09770474541753385
IEM_Health-CovidProject,inc case,Overall,2,0.10141660135639646
ILM-EKF,inc case,Overall,2,0.11692737568149239
LANL-GrowthRate,inc case,Overall,2,0.13998347792854723
MUNI-ARIMA,inc case,Overall,2,0.18405235060975653
RobertWalraven-ESG,inc case,Overall,2,0.11556775503403319
USC-SIkJalpha,inc case,Overall,2,0.1003921912416854
epiforecasts-EpiExpert,inc case,Overall,2,0.11423939003364199
epiforecasts-EpiNow2,inc case,Overall,2,0.12742085811444684
IEM_Health-CovidProject,inc case,Overall,3,0.09115054761889485
ILM-EKF,inc case,Overall,3,0.11014024503949794
LANL-GrowthRate,inc case,Overall,3,0.14288464221340272
MUNI-ARIMA,inc case,Overall,3,0.1705397342547065
RobertWalraven-ESG,inc case,Overall,3,0.12294725027664886
USC-SIkJalpha,inc case,Overall,3,0.11492895134556307
epiforecasts-EpiExpert,inc case,Overall,3,0.12153406349185979
epiforecasts-EpiNow2,inc case,Overall,3,0.1258745657594262
IEM_Health-CovidProject,inc case,Overall,4,0.09511336268829894
ILM-EKF,inc case,Overall,4,0.11137205716493125
MUNI-ARIMA,inc case,Overall,4,0.2004697028968762
RobertWalraven-ESG,inc case,Overall,4,0.156994345642132
USC-SIkJalpha,inc case,Overall,4,0.1447836743144106
epiforecasts-EpiExpert,inc case,Overall,4,0.14807421236701085
epiforecasts-EpiNow2,inc case,Overall,4,0.14319264492634015
IEM_Health-CovidProject,inc death,Overall,1,0.0842344391513879
ILM-EKF,inc death,Overall,1,0.09160495257713434
Karlen-pypm,inc death,Overall,1,0.1242101051893347
LANL-GrowthRate,inc death,Overall,1,0.10178328064126037
MUNI-ARIMA,inc death,Overall,1,0.1559233235355478
RobertWalraven-ESG,inc death,Overall,1,0.09047402723667589
UMass-MechBayes,inc death,Overall,1,0.11274455701801149
USC-SIkJalpha,inc death,Overall,1,0.08053182644143678
epiforecasts-EpiExpert,inc death,Overall,1,0.0779616617677739
epiforecasts-EpiNow2,inc death,Overall,1,0.08053182644143678
IEM_Health-CovidProject,inc death,Overall,2,0.08272219863431153
ILM-EKF,inc death,Overall,2,0.10494607289427581
LANL-GrowthRate,inc death,Overall,2,0.1255604800699371
MUNI-ARIMA,inc death,Overall,2,0.15980424736173818
RobertWalraven-ESG,inc death,Overall,2,0.09251824847258526
UMass-MechBayes,inc death,Overall,2,0.15285623660687997
USC-SIkJalpha,inc death,Overall,2,0.10986542006119498
epiforecasts-EpiExpert,inc death,Overall,2,0.08272219863431153
epiforecasts-EpiNow2,inc death,Overall,2,0.08900489726476556
IEM_Health-CovidProject,inc death,Overall,3,0.07265172377076397
ILM-EKF,inc death,Overall,3,0.09976057592403412
LANL-GrowthRate,inc death,Overall,3,0.1285376651328901
MUNI-ARIMA,inc death,Overall,3,0.17138355351052015
RobertWalraven-ESG,inc death,Overall,3,0.08460707072038336
