model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.11771280302966104
ILM-EKF,inc case,Overall,1,0.12261750315589692
Karlen-pypm,inc case,Overall,1,0.09891832187366474
LANL-GrowthRate,inc case,Overall,1,0.14013428932102504
MUNI-ARIMA,inc case,Overall,1,0.19297180824534596
RobertWalraven-ESG,inc case,Overall,1,0.12390821371543266
USC-SIkJalpha,inc case,Overall,1,0.09268724648004806
epiforecasts-EpiNow2,inc case,Overall,1,0.1110498141789255
IEM_Health-CovidProject,inc case,Overall,2,0.12224914606866454
ILM-EKF,inc case,Overall,2,0.10465267807393251
Karlen-pypm,inc case,Overall,2,0.0627916068443595
LANL-GrowthRate,inc case,Overall,2,0.16643558440673606
MUNI-ARIMA,inc case,Overall,2,0.19186324313554293
RobertWalraven-ESG,inc case,Overall,2,0.14541214216588516
USC-SIkJalpha,inc case,Overall,2,0.09867252504113637
epiforecasts-EpiNow2,inc case,Overall,2,0.1079230742637429
IEM_Health-CovidProject,inc case,Overall,3,0.11925924597430196
ILM-EKF,inc case,Overall,3,0.09012204383285319
Karlen-pypm,inc case,Overall,3,0.051166063595426324
LANL-GrowthRate,inc case,Overall,3,0.1782188731975524
MUNI-ARIMA,inc case,Overall,3,0.1958207372170637
RobertWalraven-ESG,inc case,Overall,3,0.15704435360972435
USC-SIkJalpha,inc case,Overall,3,0.0891094365987762
epiforecasts-EpiNow2,inc case,Overall,3,0.11925924597430196
IEM_Health-CovidProject,inc case,Overall,4,0.11646578302981386
ILM-EKF,inc case,Overall,4,0.06303345246416449
Karlen-pypm,inc case,Overall,4,0.04765943966802681
LANL-GrowthRate,inc case,Overall,4,0.19115579605980318
MUNI-ARIMA,inc case,Overall,4,0.20449224694769644
RobertWalraven-ESG,inc case,Overall,4,0.17241503174021464
USC-SIkJalpha,inc case,Overall,4,0.08179689877907857
epiforecasts-EpiNow2,inc case,Overall,4,0.12298135131120207
IEM_Health-CovidProject,inc death,Overall,1,0.09246110208959071
ILM-EKF,inc death,Overall,1,0.09471625092104415
Karlen-pypm,inc death,Overall,1,0.17259405723390267
LANL-GrowthRate,inc death,Overall,1,0.1063935969250085
MUNI-ARIMA,inc death,Overall,1,0.1553346515105124
RobertWalraven-ESG,inc death,Overall,1,0.09957349455802077
UMass-MechBayes,inc death,Overall,1,0.11095332250750886
USC-SIkJalpha,inc death,Overall,1,0.08262481463325128
epiforecasts-EpiNow2,inc death,Overall,1,0.08534870962116066
IEM_Health-CovidProject,inc death,Overall,2,0.0818995473097746
ILM-EKF,inc death,Overall,2,0.09536248659357315
Karlen-pypm,inc death,Overall,2,0.15821503457570094
LANL-GrowthRate,inc death,Overall,2,0.12002519864363519
MUNI-ARIMA,inc death,Overall,2,0.14811620258150723
RobertWalraven-ESG,inc death,Overall,2,0.08924950668372872
UMass-MechBayes,inc death,Overall,2,0.12657202766056072
USC-SIkJalpha,inc death,Overall,2,0.09668696557403944
epiforecasts-EpiNow2,inc death,Overall,2,0.08387303037748
IEM_Health-CovidProject,inc death,Overall,3,0.0792353565768903
ILM-EKF,inc death,Overall,3,0.09613889931329357
Karlen-pypm,inc death,Overall,3,0.12875745443744677
LANL-GrowthRate,inc death,Overall,3,0.12875745443744677
MUNI-ARIMA,inc death,Overall,3,0.16387312382947772
RobertWalraven-ESG,inc death,Overall,3,0.08901749936416072
UMass-MechBayes,inc death,Overall,3,0.13109849906358215
USC-SIkJalpha,inc death,Overall,3,0.10300596354995742
epiforecasts-EpiNow2,inc death,Overall,3,0.08011574942774466
IEM_Health-CovidProject,inc death,Overall,4,0.07710012599729783
ILM-EKF,inc death,Overall,4,0.0855726673156822
Karlen-pypm,inc death,Overall,4,0.09496478933813512
LANL-GrowthRate,inc death,Overall,4,0.15268848481817804
MUNI-ARIMA,inc death,Overall,4,0.17697983467561548
RobertWalraven-ESG,inc death,Overall,4,0.09613719414477877
UMass-MechBayes,inc death,Overall,4,0.12167363633948564
USC-SIkJalpha,inc death,Overall,4,0.11622556307055343
epiforecasts-EpiNow2,inc death,Overall,4,0.07865770430027355
IEM_Health-CovidProject,inc case,AT,1,0.1118345674968434
ILM-EKF,inc case,AT,1,0.09876299467253703
Karlen-pypm,inc case,AT,1,0.0950593823723169
LANL-GrowthRate,inc case,AT,1,0.13826819254155184
MUNI-ARIMA,inc case,AT,1,0.2236691349936868
RobertWalraven-ESG,inc case,AT,1,0.13826819254155184
USC-SIkJalpha,inc case,AT,1,0.09274086085104087
epiforecasts-EpiNow2,inc case,AT,1,0.10139667453047134
IEM_Health-CovidProject,inc case,AT,2,0.10961282563366247
ILM-EKF,inc case,AT,2,0.10560260030560166
Karlen-pypm,inc case,AT,2,0.07872193840963032
LANL-GrowthRate,inc case,AT,2,0.15191953026419888
MUNI-ARIMA,inc case,AT,2,0.22203623653998295
RobertWalraven-ESG,inc case,AT,2,0.13322174192398978
USC-SIkJalpha,inc case,AT,2,0.10961282563366247
epiforecasts-EpiNow2,inc case,AT,2,0.08927230128927151
IEM_Health-CovidProject,inc case,AT,3,0.10490886310794692
ILM-EKF,inc case,AT,3,0.10490886310794692
Karlen-pypm,inc case,AT,3,0.059689525561418065
LANL-GrowthRate,inc case,AT,3,0.15273496246598153
MUNI-ARIMA,inc case,AT,3,0.26630711404324986
RobertWalraven-ESG,inc case,AT,3,0.1298247180960843
USC-SIkJalpha,inc case,AT,3,0.11048912178390154
epiforecasts-EpiNow2,inc case,AT,3,0.07113683183347085
IEM_Health-CovidProject,inc case,AT,4,0.10909862806908442
ILM-EKF,inc case,AT,4,0.10455285189953922
Karlen-pypm,inc case,AT,4,0.0449689685589416
LANL-GrowthRate,inc case,AT,4,0.15300417351152082
MUNI-ARIMA,inc case,AT,4,0.2917754006498769
RobertWalraven-ESG,inc case,AT,4,0.13490690567682478
USC-SIkJalpha,inc case,AT,4,0.105431447293653
epiforecasts-EpiNow2,inc case,AT,4,0.05626162434055922
IEM_Health-CovidProject,inc death,AT,1,0.10192304254071498
ILM-EKF,inc death,AT,1,0.07189214607782574
Karlen-pypm,inc death,AT,1,0.17131745448332944
LANL-GrowthRate,inc death,AT,1,0.08216245266037228
MUNI-ARIMA,inc death,AT,1,0.12780825969391243
RobertWalraven-ESG,inc death,AT,1,0.12581125563619505
UMass-MechBayes,inc death,AT,1,0.13419867267860808
USC-SIkJalpha,inc death,AT,1,0.07894039569329886
epiforecasts-EpiNow2,inc death,AT,1,0.10594632053574321
IEM_Health-CovidProject,inc death,AT,2,0.08232090382365244
ILM-EKF,inc death,AT,2,0.08654248863512179
Karlen-pypm,inc death,AT,2,0.18750872537609722
LANL-GrowthRate,inc death,AT,2,0.10385098636214615
MUNI-ARIMA,inc death,AT,2,0.11638472609550864
RobertWalraven-ESG,inc death,AT,2,0.09507484666957045
UMass-MechBayes,inc death,AT,2,0.15698404915208142
USC-SIkJalpha,inc death,AT,2,0.08132908570529519
epiforecasts-EpiNow2,inc death,AT,2,0.09000418818052668
IEM_Health-CovidProject,inc death,AT,3,0.06790145522446875
ILM-EKF,inc death,AT,3,0.08718211534993518
Karlen-pypm,inc death,AT,3,0.17223783764255488
LANL-GrowthRate,inc death,AT,3,0.10234422236731523
MUNI-ARIMA,inc death,AT,3,0.141235026866895
RobertWalraven-ESG,inc death,AT,3,0.10864232835915
UMass-MechBayes,inc death,AT,3,0.17223783764255488
USC-SIkJalpha,inc death,AT,3,0.0706175134334475
epiforecasts-EpiNow2,inc death,AT,3,0.07760166311367857
IEM_Health-CovidProject,inc death,AT,4,0.07181866909874962
ILM-EKF,inc death,AT,4,0.09441330656801918
Karlen-pypm,inc death,AT,4,0.10503480355692132
LANL-GrowthRate,inc death,AT,4,0.12177948238483632
MUNI-ARIMA,inc death,AT,4,0.16159200547218663
RobertWalraven-ESG,inc death,AT,4,0.1120371237940494
UMass-MechBayes,inc death,AT,4,0.1750580059282022
USC-SIkJalpha,inc death,AT,4,0.08939132217610325
epiforecasts-EpiNow2,inc death,AT,4,0.06887528102093202
IEM_Health-CovidProject,inc case,BE,1,0.13297334580420364
ILM-EKF,inc case,BE,1,0.13017390694516776
Karlen-pypm,inc case,BE,1,0.1717572383304297
LANL-GrowthRate,inc case,BE,1,0.11041536749813337
MUNI-ARIMA,inc case,BE,1,0.10220265421314825
RobertWalraven-ESG,inc case,BE,1,0.14722048999751117
USC-SIkJalpha,inc case,BE,1,0.10220265421314825
epiforecasts-EpiNow2,inc case,BE,1,0.10305434299825783
IEM_Health-CovidProject,inc case,BE,2,0.12120148538540174
ILM-EKF,inc case,BE,2,0.1170221238203879
Karlen-pypm,inc case,BE,2,0.11907514353653506
LANL-GrowthRate,inc case,BE,2,0.13574566363164997
MUNI-ARIMA,inc case,BE,2,0.1292815844110952
RobertWalraven-ESG,inc case,BE,2,0.17629306965149347
USC-SIkJalpha,inc case,BE,2,0.0969611883083214
epiforecasts-EpiNow2,inc case,BE,2,0.10441974125511534
IEM_Health-CovidProject,inc case,BE,3,0.11343195106604122
ILM-EKF,inc case,BE,3,0.1073004942516606
Karlen-pypm,inc case,BE,3,0.08102282219002944
LANL-GrowthRate,inc case,BE,3,0.1556909132278997
MUNI-ARIMA,inc case,BE,3,0.14981578442684687
RobertWalraven-ESG,inc case,BE,3,0.2010186474588072
USC-SIkJalpha,inc case,BE,3,0.08143832384228601
epiforecasts-EpiNow2,inc case,BE,3,0.11028106353642896
IEM_Health-CovidProject,inc case,BE,4,0.10928513119735175
ILM-EKF,inc case,BE,4,0.09701246940513576
Karlen-pypm,inc case,BE,4,0.05039258827433442
LANL-GrowthRate,inc case,BE,4,0.18897220602875409
MUNI-ARIMA,inc case,BE,4,0.15913448928737184
RobertWalraven-ESG,inc case,BE,4,0.22123575339951695
USC-SIkJalpha,inc case,BE,4,0.06128828303635266
epiforecasts-EpiNow2,inc case,BE,4,0.11267907937118253
IEM_Health-CovidProject,inc death,BE,1,0.09123641764544423
ILM-EKF,inc death,BE,1,0.07261674057494541
Karlen-pypm,inc death,BE,1,0.26357187319794995
LANL-GrowthRate,inc death,BE,1,0.07652086641230806
MUNI-ARIMA,inc death,BE,1,0.10948370117453307
RobertWalraven-ESG,inc death,BE,1,0.09883945244923124
UMass-MechBayes,inc death,BE,1,0.12484983467271317
USC-SIkJalpha,inc death,BE,1,0.09242130618629416
epiforecasts-EpiNow2,inc death,BE,1,0.0704598076865807
IEM_Health-CovidProject,inc death,BE,2,0.07345772358122046
ILM-EKF,inc death,BE,2,0.08149216209791645
Karlen-pypm,inc death,BE,2,0.24835706544126915
LANL-GrowthRate,inc death,BE,2,0.08412094152042988
MUNI-ARIMA,inc death,BE,2,0.11096805051631174
RobertWalraven-ESG,inc death,BE,2,0.10430996748533304
UMass-MechBayes,inc death,BE,2,0.13038745935666632
USC-SIkJalpha,inc death,BE,2,0.08412094152042988
epiforecasts-EpiNow2,inc death,BE,2,0.08278568848042304
IEM_Health-CovidProject,inc death,BE,3,0.07624346251271542
ILM-EKF,inc death,BE,3,0.0873110619097225
Karlen-pypm,inc death,BE,3,0.22555357660011643
LANL-GrowthRate,inc death,BE,3,0.09496992698952271
MUNI-ARIMA,inc death,BE,3,0.12302922360006352
RobertWalraven-ESG,inc death,BE,3,0.10410165073851527
UMass-MechBayes,inc death,BE,3,0.13203136191226328
USC-SIkJalpha,inc death,BE,3,0.08458259122504366
epiforecasts-EpiNow2,inc death,BE,3,0.07217714451203726
IEM_Health-CovidProject,inc death,BE,4,0.07213915837670169
ILM-EKF,inc death,BE,4,0.07626139599822751
Karlen-pypm,inc death,BE,4,0.14427831675340339
LANL-GrowthRate,inc death,BE,4,0.08897162866459876
MUNI-ARIMA,inc death,BE,4,0.14427831675340339
RobertWalraven-ESG,inc death,BE,4,0.11604995043208534
UMass-MechBayes,inc death,BE,4,0.20531914307215096
USC-SIkJalpha,inc death,BE,4,0.09203961585992976
epiforecasts-EpiNow2,inc death,BE,4,0.06066247408949916
Karlen-pypm,inc hosp,BE,1,1
Karlen-pypm,inc hosp,BE,2,1
Karlen-pypm,inc hosp,BE,3,1
IEM_Health-CovidProject,inc case,BG,1,0.08019165262273485
ILM-EKF,inc case,BG,1,0.08101837069101048
Karlen-pypm,inc case,BG,1,0.08360406337263847
LANL-GrowthRate,inc case,BG,1,0.10914974940316688
MUNI-ARIMA,inc case,BG,1,0.2709924812768281
RobertWalraven-ESG,inc case,BG,1,0.16720812674527694
USC-SIkJalpha,inc case,BG,1,0.06494861121510757
epiforecasts-EpiNow2,inc case,BG,1,0.14288694467323665
IEM_Health-CovidProject,inc case,BG,2,0.07108129413989925
ILM-EKF,inc case,BG,2,0.06185700406067567
Karlen-pypm,inc case,BG,2,0.04941016787773484
LANL-GrowthRate,inc case,BG,2,0.14733213694451844
MUNI-ARIMA,inc case,BG,2,0.3116641358441736
RobertWalraven-ESG,inc case,BG,2,0.17240994748826624
USC-SIkJalpha,inc case,BG,2,0.08620497374413312
epiforecasts-EpiNow2,inc case,BG,2,0.10004033990059893
IEM_Health-CovidProject,inc case,BG,3,0.0661710200769212
ILM-EKF,inc case,BG,3,0.05138813261292817
Karlen-pypm,inc case,BG,3,0.03198996334844535
LANL-GrowthRate,inc case,BG,3,0.15582207953597574
MUNI-ARIMA,inc case,BG,3,0.3331368596976033
RobertWalraven-ESG,inc case,BG,3,0.1756539805678272
USC-SIkJalpha,inc case,BG,3,0.10855021271045501
epiforecasts-EpiNow2,inc case,BG,3,0.07728775144984397
IEM_Health-CovidProject,inc case,BG,4,0.06157231334171673
ILM-EKF,inc case,BG,4,0.04441281618091042
Karlen-pypm,inc case,BG,4,0.02176049628140992
LANL-GrowthRate,inc case,BG,4,0.15051009927975198
MUNI-ARIMA,inc case,BG,4,0.37368024648766013
RobertWalraven-ESG,inc case,BG,4,0.17201154203400226
USC-SIkJalpha,inc case,BG,4,0.11779051247980589
epiforecasts-EpiNow2,inc case,BG,4,0.0582619739147427
IEM_Health-CovidProject,inc death,BG,1,0.07472418491481067
ILM-EKF,inc death,BG,1,0.09484223469956737
Karlen-pypm,inc death,BG,1,0.23863530021181473
LANL-GrowthRate,inc death,BG,1,0.06913732996790893
MUNI-ARIMA,inc death,BG,1,0.1369943390104862
RobertWalraven-ESG,inc death,BG,1,0.088067789363884
UMass-MechBayes,inc death,BG,1,0.14505282954051482
USC-SIkJalpha,inc death,BG,1,0.0770593156933985
epiforecasts-EpiNow2,inc death,BG,1,0.07548667659761485
IEM_Health-CovidProject,inc death,BG,2,0.06910592353757575
ILM-EKF,inc death,BG,2,0.08174725101396155
Karlen-pypm,inc death,BG,2,0.1811695833282391
LANL-GrowthRate,inc death,BG,2,0.06093885984677133
MUNI-ARIMA,inc death,BG,2,0.15960177578916301
RobertWalraven-ESG,inc death,BG,2,0.09441231807246264
UMass-MechBayes,inc death,BG,2,0.19715513479837785
USC-SIkJalpha,inc death,BG,2,0.08379093228931059
epiforecasts-EpiNow2,inc death,BG,2,0.07207822132413813
IEM_Health-CovidProject,inc death,BG,3,0.061198407843220566
ILM-EKF,inc death,BG,3,0.07421934568220366
Karlen-pypm,inc death,BG,3,0.12028652576081283
LANL-GrowthRate,inc death,BG,3,0.06708287013583791
MUNI-ARIMA,inc death,BG,3,0.17888765369556778
RobertWalraven-ESG,inc death,BG,3,0.10412863424070364
UMass-MechBayes,inc death,BG,3,0.21801932794147325
USC-SIkJalpha,inc death,BG,3,0.10570634082010824
epiforecasts-EpiNow2,inc death,BG,3,0.07047089388007216
IEM_Health-CovidProject,inc death,BG,4,0.06460603132406463
ILM-EKF,inc death,BG,4,0.06359656208462612
Karlen-pypm,inc death,BG,4,0.07827269179646291
LANL-GrowthRate,inc death,BG,4,0.08568799944033835
MUNI-ARIMA,inc death,BG,4,0.18500818060982147
RobertWalraven-ESG,inc death,BG,4,0.11000486414638032
UMass-MechBayes,inc death,BG,4,0.24667757414642857
USC-SIkJalpha,inc death,BG,4,0.10304253097255876
epiforecasts-EpiNow2,inc death,BG,4,0.06310356547931893
IEM_Health-CovidProject,inc case,CH,1,0.14322881753303332
ILM-EKF,inc case,CH,1,0.14834413244492736
Karlen-pypm,inc case,CH,1,0.071924427852086
LANL-GrowthRate,inc case,CH,1,0.14200463960540058
MUNI-ARIMA,inc case,CH,1,0.10515533439134091
RobertWalraven-ESG,inc case,CH,1,0.14200463960540058
USC-SIkJalpha,inc case,CH,1,0.13507758401489323
epiforecasts-EpiNow2,inc case,CH,1,0.112260424552918
IEM_Health-CovidProject,inc case,CH,2,0.12694325086701552
ILM-EKF,inc case,CH,2,0.15526136067581128
Karlen-pypm,inc case,CH,2,0.039498976297173125
LANL-GrowthRate,inc case,CH,2,0.18349069898050424
MUNI-ARIMA,inc case,CH,2,0.11943181590447023
RobertWalraven-ESG,inc case,CH,2,0.16147181510284375
USC-SIkJalpha,inc case,CH,2,0.12459244992503374
epiforecasts-EpiNow2,inc case,CH,2,0.0893096322471481
IEM_Health-CovidProject,inc case,CH,3,0.11696952814065241
ILM-EKF,inc case,CH,3,0.13228696634954737
Karlen-pypm,inc case,CH,3,0.028275076777002493
LANL-GrowthRate,inc case,CH,3,0.2200416866012273
MUNI-ARIMA,inc case,CH,3,0.13890131466702474
RobertWalraven-ESG,inc case,CH,3,0.16709932591521773
USC-SIkJalpha,inc case,CH,3,0.11224348659961596
epiforecasts-EpiNow2,inc case,CH,3,0.08418261494971196
IEM_Health-CovidProject,inc case,CH,4,0.12965736141717676
ILM-EKF,inc case,CH,4,0.11104912899156343
Karlen-pypm,inc case,CH,4,0.019905901960313447
LANL-GrowthRate,inc case,CH,4,0.22628879115261982
MUNI-ARIMA,inc case,CH,4,0.15278096727501722
RobertWalraven-ESG,inc case,CH,4,0.15278096727501722
USC-SIkJalpha,inc case,CH,4,0.09750655228527522
epiforecasts-EpiNow2,inc case,CH,4,0.11003032964301698
IEM_Health-CovidProject,inc death,CH,1,0.0824349872294469
ILM-EKF,inc death,CH,1,0.0824349872294469
Karlen-pypm,inc death,CH,1,0.2547990514364722
LANL-GrowthRate,inc death,CH,1,0.08579968058575085
MUNI-ARIMA,inc death,CH,1,0.10130564695666969
RobertWalraven-ESG,inc death,CH,1,0.13561884995812232
UMass-MechBayes,inc death,CH,1,0.07932423299437341
USC-SIkJalpha,inc death,CH,1,0.09664791606211015
epiforecasts-EpiNow2,inc death,CH,1,0.0816346475476076
IEM_Health-CovidProject,inc death,CH,2,0.07746748789970721
ILM-EKF,inc death,CH,2,0.0761655133131575
Karlen-pypm,inc death,CH,2,0.2107836298666452
LANL-GrowthRate,inc death,CH,2,0.09960105587105211
MUNI-ARIMA,inc death,CH,2,0.1162012318495608
RobertWalraven-ESG,inc death,CH,2,0.17101313366539136
UMass-MechBayes,inc death,CH,2,0.09063696084265743
USC-SIkJalpha,inc death,CH,2,0.1041804147616752
epiforecasts-EpiNow2,inc death,CH,2,0.05395057193015323
IEM_Health-CovidProject,inc death,CH,3,0.10195360468116438
ILM-EKF,inc death,CH,3,0.06715991419473526
Karlen-pypm,inc death,CH,3,0.12263984331212527
LANL-GrowthRate,inc death,CH,3,0.08547625442966306
MUNI-ARIMA,inc death,CH,3,0.1175298498407867
RobertWalraven-ESG,inc death,CH,3,0.20147974258420576
UMass-MechBayes,inc death,CH,3,0.13222108107088504
USC-SIkJalpha,inc death,CH,3,0.14342625743282447
epiforecasts-EpiNow2,inc death,CH,3,0.02811345245361011
IEM_Health-CovidProject,inc death,CH,4,0.11203880480983194
ILM-EKF,inc death,CH,4,0.0617219763024224
Karlen-pypm,inc death,CH,4,0.07750052663537248
LANL-GrowthRate,inc death,CH,4,0.1000734955582965
MUNI-ARIMA,inc death,CH,4,0.13562592161190185
RobertWalraven-ESG,inc death,CH,4,0.2147410425521779
UMass-MechBayes,inc death,CH,4,0.12126552991181812
USC-SIkJalpha,inc death,CH,4,0.15158191238977262
epiforecasts-EpiNow2,inc death,CH,4,0.02545079022840627
IEM_Health-CovidProject,inc case,CY,1,0.11882673756128943
ILM-EKF,inc case,CY,1,0.0535211338602502
Karlen-pypm,inc case,CY,1,0.09057422653273113
LANL-GrowthRate,inc case,CY,1,0.18242414639690915
MUNI-ARIMA,inc case,CY,1,0.2354929889851009
RobertWalraven-ESG,inc case,CY,1,0.09887110224565304
USC-SIkJalpha,inc case,CY,1,0.09454098097942007
epiforecasts-EpiNow2,inc case,CY,1,0.12574868343864612
IEM_Health-CovidProject,inc case,CY,2,0.12802117999011453
ILM-EKF,inc case,CY,2,0.05304987253015019
Karlen-pypm,inc case,CY,2,0.07105762742570576
LANL-GrowthRate,inc case,CY,2,0.1580669671306516
MUNI-ARIMA,inc case,CY,2,0.2181769405465332
RobertWalraven-ESG,inc case,CY,2,0.13239797246840904
USC-SIkJalpha,inc case,CY,2,0.13239797246840904
epiforecasts-EpiNow2,inc case,CY,2,0.1068314674400266
IEM_Health-CovidProject,inc case,CY,3,0.12202673089903479
ILM-EKF,inc case,CY,3,0.040482801720058935
Karlen-pypm,inc case,CY,3,0.04966204164495602
LANL-GrowthRate,inc case,CY,3,0.15118356040588382
MUNI-ARIMA,inc case,CY,3,0.21091039908475148
RobertWalraven-ESG,inc case,CY,3,0.15966114323238195
USC-SIkJalpha,inc case,CY,3,0.14985738882337607
epiforecasts-EpiNow2,inc case,CY,3,0.11621593418955693
IEM_Health-CovidProject,inc case,CY,4,0.11672296571985682
ILM-EKF,inc case,CY,4,0.026434318707144046
Karlen-pypm,inc case,CY,4,0.03890765523995228
LANL-GrowthRate,inc case,CY,4,0.15907377629077835
MUNI-ARIMA,inc case,CY,4,0.19972596356508837
RobertWalraven-ESG,inc case,CY,4,0.16799380112951356
USC-SIkJalpha,inc case,CY,4,0.14380269376686364
epiforecasts-EpiNow2,inc case,CY,4,0.14733882558080288
IEM_Health-CovidProject,inc death,CY,1,0.08806116687101549
ILM-EKF,inc death,CY,1,0.0806714186021191
Karlen-pypm,inc death,CY,1,0.16718859217540627
LANL-GrowthRate,inc death,CY,1,0.07901378671303445
MUNI-ARIMA,inc death,CY,1,0.08806116687101549
RobertWalraven-ESG,inc death,CY,1,0.08873856046233099
UMass-MechBayes,inc death,CY,1,0.13898810674822928
USC-SIkJalpha,inc death,CY,1,0.10208860938144275
epiforecasts-EpiNow2,inc death,CY,1,0.16718859217540627
IEM_Health-CovidProject,inc death,CY,2,0.10402430276396009
ILM-EKF,inc death,CY,2,0.0939248558936727
