model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,Overall,1,0.091646542153785
ILM-EKF,inc case,Overall,1,0.11128508690102464
MUNI-ARIMA,inc case,Overall,1,0.21739412324851326
RobertWalraven-ESG,inc case,Overall,1,0.1869589459937214
UMass-SemiMech,inc case,Overall,1,0.08346381517576847
USC-SIkJalpha,inc case,Overall,1,0.08655506758968581
epiforecasts-EpiExpert,inc case,Overall,1,0.11399935731324475
epiforecasts-EpiNow2,inc case,Overall,1,0.10869706162425663
IEM_Health-CovidProject,inc case,Overall,2,0.0696998400736109
ILM-EKF,inc case,Overall,2,0.08468905299266699
LANL-GrowthRate,inc case,Overall,2,0.110930731384761
MUNI-ARIMA,inc case,Overall,2,0.17502404285151182
RobertWalraven-ESG,inc case,Overall,2,0.21878005356438976
UMass-SemiMech,inc case,Overall,2,0.08378810562040459
USC-SIkJalpha,inc case,Overall,2,0.08204252008664617
epiforecasts-EpiExpert,inc case,Overall,2,0.0865503508606377
epiforecasts-EpiNow2,inc case,Overall,2,0.08849530256537114
IEM_Health-CovidProject,inc case,Overall,3,0.06936793355055128
ILM-EKF,inc case,Overall,3,0.08153774645415678
LANL-GrowthRate,inc case,Overall,3,0.1347145376199112
RobertWalraven-ESG,inc case,Overall,3,0.30984343652579577
UMass-SemiMech,inc case,Overall,3,0.10214618786564693
USC-SIkJalpha,inc case,Overall,3,0.10328114550859858
epiforecasts-EpiExpert,inc case,Overall,3,0.10328114550859858
epiforecasts-EpiNow2,inc case,Overall,3,0.09582786696674096
IEM_Health-CovidProject,inc case,Overall,4,0.08975234863491229
ILM-EKF,inc case,Overall,4,0.10027503778521235
LANL-GrowthRate,inc case,Overall,4,0.2047870489979689
UMass-SemiMech,inc case,Overall,4,0.13980654306592105
USC-SIkJalpha,inc case,Overall,4,0.15977890636105263
epiforecasts-EpiExpert,inc case,Overall,4,0.1671250629753539
epiforecasts-EpiNow2,inc case,Overall,4,0.13847505217957895
IEM_Health-CovidProject,inc death,Overall,1,0.09430279004413067
ILM-EKF,inc death,Overall,1,0.10206890216541202
MUNI-ARIMA,inc death,Overall,1,0.18074701425125048
RobertWalraven-ESG,inc death,Overall,1,0.10710934177851879
UMass-MechBayes,inc death,Overall,1,0.12949039826955255
UMass-SemiMech,inc death,Overall,1,0.10328400814357169
USC-SIkJalpha,inc death,Overall,1,0.0922963477027662
epiforecasts-EpiExpert,inc death,Overall,1,0.09639840760066691
epiforecasts-EpiNow2,inc death,Overall,1,0.09430279004413067
IEM_Health-CovidProject,inc death,Overall,2,0.07224868947523284
ILM-EKF,inc death,Overall,2,0.09031086184404105
LANL-GrowthRate,inc death,Overall,2,0.11611396522805277
MUNI-ARIMA,inc death,Overall,2,0.13834855431427565
RobertWalraven-ESG,inc death,Overall,2,0.08230863357937918
UMass-MechBayes,inc death,Overall,2,0.1354662927660616
UMass-SemiMech,inc death,Overall,2,0.10659642709460583
USC-SIkJalpha,inc death,Overall,2,0.0970504783995665
epiforecasts-EpiExpert,inc death,Overall,2,0.08127977565963695
epiforecasts-EpiNow2,inc death,Overall,2,0.0802763216391476
IEM_Health-CovidProject,inc death,Overall,3,0.07513785625727308
ILM-EKF,inc death,Overall,3,0.1008699988111337
LANL-GrowthRate,inc death,Overall,3,0.14438254731789726
RobertWalraven-ESG,inc death,Overall,3,0.08766083230015191
UMass-MechBayes,inc death,Overall,3,0.16007630246114699
UMass-SemiMech,inc death,Overall,3,0.12695706746918556
USC-SIkJalpha,inc death,Overall,3,0.11156833201837517
epiforecasts-EpiExpert,inc death,Overall,3,0.106717534974098
epiforecasts-EpiNow2,inc death,Overall,3,0.08662952839073837
IEM_Health-CovidProject,inc death,Overall,4,0.06881657828124653
ILM-EKF,inc death,Overall,4,0.08527271656589243
LANL-GrowthRate,inc death,Overall,4,0.1634393734179605
RobertWalraven-ESG,inc death,Overall,4,0.08914874913706937
UMass-MechBayes,inc death,Overall,4,0.1538252926286687
UMass-SemiMech,inc death,Overall,4,0.11886499884942581
USC-SIkJalpha,inc death,Overall,4,0.12257953006347037
epiforecasts-EpiExpert,inc death,Overall,4,0.11369695542118992
epiforecasts-EpiNow2,inc death,Overall,4,0.08435580563507637
IEM_Health-CovidProject,inc case,AT,1,0.1044528524842462
ILM-EKF,inc case,AT,1,0.10868742758495888
MUNI-ARIMA,inc case,AT,1,0.2513396762902174
RobertWalraven-ESG,inc case,AT,1,0.20107174103217393
UMass-SemiMech,inc case,AT,1,0.09808377611325557
USC-SIkJalpha,inc case,AT,1,0.08742249610094517
epiforecasts-EpiNow2,inc case,AT,1,0.1489420303942029
IEM_Health-CovidProject,inc case,AT,2,0.07010499166677149
ILM-EKF,inc case,AT,2,0.0768620992973037
LANL-GrowthRate,inc case,AT,2,0.12759108483352413
MUNI-ARIMA,inc case,AT,2,0.1678830063599002
RobertWalraven-ESG,inc case,AT,2,0.30378829722267653
UMass-SemiMech,inc case,AT,2,0.0807538511604583
USC-SIkJalpha,inc case,AT,2,0.07779944197166105
epiforecasts-EpiNow2,inc case,AT,2,0.09521722748770457
IEM_Health-CovidProject,inc case,AT,3,0.06842458050028656
ILM-EKF,inc case,AT,3,0.07790917581715796
LANL-GrowthRate,inc case,AT,3,0.12899715995955663
RobertWalraven-ESG,inc case,AT,3,0.4371570420851641
UMass-SemiMech,inc case,AT,3,0.10088239432734555
USC-SIkJalpha,inc case,AT,3,0.08029415058707096
epiforecasts-EpiNow2,inc case,AT,3,0.1063354967234183
IEM_Health-CovidProject,inc case,AT,4,0.11432167482707944
ILM-EKF,inc case,AT,4,0.1277187460958778
LANL-GrowthRate,inc case,AT,4,0.21231168182171894
UMass-SemiMech,inc case,AT,4,0.19009301744502743
USC-SIkJalpha,inc case,AT,4,0.14861817727520327
epiforecasts-EpiNow2,inc case,AT,4,0.20693670253509314
IEM_Health-CovidProject,inc death,AT,1,0.09365720654038644
ILM-EKF,inc death,AT,1,0.07170629875748337
MUNI-ARIMA,inc death,AT,1,0.12076850317049831
RobertWalraven-ESG,inc death,AT,1,0.13497656236702749
UMass-MechBayes,inc death,AT,1,0.18731441308077287
UMass-SemiMech,inc death,AT,1,0.1912167966866223
USC-SIkJalpha,inc death,AT,1,0.08268834451313396
epiforecasts-EpiNow2,inc death,AT,1,0.11767187488407525
IEM_Health-CovidProject,inc death,AT,2,0.07077910381025386
ILM-EKF,inc death,AT,2,0.07599440619627257
LANL-GrowthRate,inc death,AT,2,0.13621638846501685
MUNI-ARIMA,inc death,AT,2,0.0839473091703011
RobertWalraven-ESG,inc death,AT,2,0.1016826561781112
UMass-MechBayes,inc death,AT,2,0.2123373114307616
UMass-SemiMech,inc death,AT,2,0.13883593439703643
USC-SIkJalpha,inc death,AT,2,0.0839473091703011
epiforecasts-EpiNow2,inc death,AT,2,0.09625958118194525
IEM_Health-CovidProject,inc death,AT,3,0.0760090278844053
ILM-EKF,inc death,AT,3,0.08996986974072464
LANL-GrowthRate,inc death,AT,3,0.16327865249242618
