location,target,type,quantile,target_end_date,forecast_date,value
AT,1 wk ahead inc case,point,NA,2021-05-01,2021-04-26,14316
AT,1 wk ahead inc case,quantile,0.01,2021-05-01,2021-04-26,7484
AT,1 wk ahead inc case,quantile,0.025,2021-05-01,2021-04-26,8215
AT,1 wk ahead inc case,quantile,0.05,2021-05-01,2021-04-26,8894
AT,1 wk ahead inc case,quantile,0.1,2021-05-01,2021-04-26,9959
AT,1 wk ahead inc case,quantile,0.15,2021-05-01,2021-04-26,10859
AT,1 wk ahead inc case,quantile,0.2,2021-05-01,2021-04-26,11580
AT,1 wk ahead inc case,quantile,0.25,2021-05-01,2021-04-26,12242
AT,1 wk ahead inc case,quantile,0.3,2021-05-01,2021-04-26,12767
AT,1 wk ahead inc case,quantile,0.35,2021-05-01,2021-04-26,13178
AT,1 wk ahead inc case,quantile,0.4,2021-05-01,2021-04-26,13566
AT,1 wk ahead inc case,quantile,0.45,2021-05-01,2021-04-26,13929
AT,1 wk ahead inc case,quantile,0.5,2021-05-01,2021-04-26,14316
AT,1 wk ahead inc case,quantile,0.55,2021-05-01,2021-04-26,14717
AT,1 wk ahead inc case,quantile,0.6,2021-05-01,2021-04-26,15294
AT,1 wk ahead inc case,quantile,0.65,2021-05-01,2021-04-26,15870
AT,1 wk ahead inc case,quantile,0.7,2021-05-01,2021-04-26,16415
AT,1 wk ahead inc case,quantile,0.75,2021-05-01,2021-04-26,17001
AT,1 wk ahead inc case,quantile,0.8,2021-05-01,2021-04-26,17582
AT,1 wk ahead inc case,quantile,0.85,2021-05-01,2021-04-26,18241
AT,1 wk ahead inc case,quantile,0.9,2021-05-01,2021-04-26,18871
AT,1 wk ahead inc case,quantile,0.95,2021-05-01,2021-04-26,19966
AT,1 wk ahead inc case,quantile,0.975,2021-05-01,2021-04-26,21580
AT,1 wk ahead inc case,quantile,0.99,2021-05-01,2021-04-26,24220
AT,1 wk ahead inc death,point,NA,2021-05-01,2021-04-26,176
AT,1 wk ahead inc death,quantile,0.01,2021-05-01,2021-04-26,122
AT,1 wk ahead inc death,quantile,0.025,2021-05-01,2021-04-26,132
AT,1 wk ahead inc death,quantile,0.05,2021-05-01,2021-04-26,138
AT,1 wk ahead inc death,quantile,0.1,2021-05-01,2021-04-26,146
AT,1 wk ahead inc death,quantile,0.15,2021-05-01,2021-04-26,151
AT,1 wk ahead inc death,quantile,0.2,2021-05-01,2021-04-26,156
AT,1 wk ahead inc death,quantile,0.25,2021-05-01,2021-04-26,160
AT,1 wk ahead inc death,quantile,0.3,2021-05-01,2021-04-26,164
AT,1 wk ahead inc death,quantile,0.35,2021-05-01,2021-04-26,166
AT,1 wk ahead inc death,quantile,0.4,2021-05-01,2021-04-26,170
AT,1 wk ahead inc death,quantile,0.45,2021-05-01,2021-04-26,173
AT,1 wk ahead inc death,quantile,0.5,2021-05-01,2021-04-26,176
AT,1 wk ahead inc death,quantile,0.55,2021-05-01,2021-04-26,178
AT,1 wk ahead inc death,quantile,0.6,2021-05-01,2021-04-26,182
AT,1 wk ahead inc death,quantile,0.65,2021-05-01,2021-04-26,184
AT,1 wk ahead inc death,quantile,0.7,2021-05-01,2021-04-26,188
AT,1 wk ahead inc death,quantile,0.75,2021-05-01,2021-04-26,192
AT,1 wk ahead inc death,quantile,0.8,2021-05-01,2021-04-26,196
AT,1 wk ahead inc death,quantile,0.85,2021-05-01,2021-04-26,202
AT,1 wk ahead inc death,quantile,0.9,2021-05-01,2021-04-26,209
AT,1 wk ahead inc death,quantile,0.95,2021-05-01,2021-04-26,222
AT,1 wk ahead inc death,quantile,0.975,2021-05-01,2021-04-26,234
AT,1 wk ahead inc death,quantile,0.99,2021-05-01,2021-04-26,249
AT,2 wk ahead inc case,point,NA,2021-05-08,2021-04-26,12996
AT,2 wk ahead inc case,quantile,0.01,2021-05-08,2021-04-26,9978
AT,2 wk ahead inc case,quantile,0.025,2021-05-08,2021-04-26,10446
AT,2 wk ahead inc case,quantile,0.05,2021-05-08,2021-04-26,10723
AT,2 wk ahead inc case,quantile,0.1,2021-05-08,2021-04-26,11278
AT,2 wk ahead inc case,quantile,0.15,2021-05-08,2021-04-26,11558
