"location","type","quantile","value","target_end_date","forecast_date","target","scenario_id"
"DE","point",NA,2897,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.01,2457.82,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.025,2511.9,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.05,2575,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.1,2652.8,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.15,2687,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.2,2723,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.25,2757,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.3,2784.4,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.35,2813,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.4,2840,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.45,2869,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.5,2897,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.55,2929,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.6,2953,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.65,2981.7,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.7,3019,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.75,3044.5,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.8,3077.2,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.85,3112.75,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.9,3160.1,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.95,3228.05,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.975,3331.05,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.99,3388.05,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","point",NA,2337.5,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.01,1846.99,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.025,1936,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.05,2002.95,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.1,2080.9,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.15,2129,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.2,2163.8,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.25,2196,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.3,2224,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.35,2254.3,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.4,2285.6,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.45,2309.55,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.5,2337.5,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.55,2359,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.6,2379,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.65,2404.05,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.7,2436.6,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.75,2462.25,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.8,2501.2,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.85,2543.45,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.9,2589,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.95,2659.05,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.975,2733.075,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.99,2789.19,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","point",NA,1862.5,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.01,1364.9,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.025,1454.975,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.05,1539,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.1,1601.9,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.15,1660.85,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.2,1697,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.25,1728,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
"DE","quantile",0.3,1755.7,"2021-03-06","2021-02-15","3 wk ahead inc death","forecast"
