location,target,type,quantile,target_end_date,forecast_date,value
DE,1 wk ahead inc case,point,NA,2021-07-03,2021-06-28,2738
DE,1 wk ahead inc case,quantile,0.01,2021-07-03,2021-06-28,1397
DE,1 wk ahead inc case,quantile,0.025,2021-07-03,2021-06-28,1540
DE,1 wk ahead inc case,quantile,0.05,2021-07-03,2021-06-28,1703
DE,1 wk ahead inc case,quantile,0.1,2021-07-03,2021-06-28,1871
DE,1 wk ahead inc case,quantile,0.15,2021-07-03,2021-06-28,2036
DE,1 wk ahead inc case,quantile,0.2,2021-07-03,2021-06-28,2146
DE,1 wk ahead inc case,quantile,0.25,2021-07-03,2021-06-28,2260
DE,1 wk ahead inc case,quantile,0.3,2021-07-03,2021-06-28,2332
DE,1 wk ahead inc case,quantile,0.35,2021-07-03,2021-06-28,2436
DE,1 wk ahead inc case,quantile,0.4,2021-07-03,2021-06-28,2520
DE,1 wk ahead inc case,quantile,0.45,2021-07-03,2021-06-28,2636
DE,1 wk ahead inc case,quantile,0.5,2021-07-03,2021-06-28,2738
DE,1 wk ahead inc case,quantile,0.55,2021-07-03,2021-06-28,2837
DE,1 wk ahead inc case,quantile,0.6,2021-07-03,2021-06-28,2945
DE,1 wk ahead inc case,quantile,0.65,2021-07-03,2021-06-28,3063
DE,1 wk ahead inc case,quantile,0.7,2021-07-03,2021-06-28,3177
DE,1 wk ahead inc case,quantile,0.75,2021-07-03,2021-06-28,3304
DE,1 wk ahead inc case,quantile,0.8,2021-07-03,2021-06-28,3436
DE,1 wk ahead inc case,quantile,0.85,2021-07-03,2021-06-28,3610
DE,1 wk ahead inc case,quantile,0.9,2021-07-03,2021-06-28,3810
DE,1 wk ahead inc case,quantile,0.95,2021-07-03,2021-06-28,4174
DE,1 wk ahead inc case,quantile,0.975,2021-07-03,2021-06-28,4560
DE,1 wk ahead inc case,quantile,0.99,2021-07-03,2021-06-28,4994
DE,1 wk ahead inc death,point,NA,2021-07-03,2021-06-28,174
DE,1 wk ahead inc death,quantile,0.01,2021-07-03,2021-06-28,98
DE,1 wk ahead inc death,quantile,0.025,2021-07-03,2021-06-28,107
DE,1 wk ahead inc death,quantile,0.05,2021-07-03,2021-06-28,117
DE,1 wk ahead inc death,quantile,0.1,2021-07-03,2021-06-28,127
DE,1 wk ahead inc death,quantile,0.15,2021-07-03,2021-06-28,135
DE,1 wk ahead inc death,quantile,0.2,2021-07-03,2021-06-28,141
DE,1 wk ahead inc death,quantile,0.25,2021-07-03,2021-06-28,146
