forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.01,30544
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.025,32001
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.05,33254
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.1,34699
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.15,35675
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.2,36450
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.25,37115
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.3,37713
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.35,38266
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.4,38792
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.45,39301
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.5,39801
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.55,40302
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.6,40811
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.65,41337
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.7,41891
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.75,42489
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.8,43156
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.85,43933
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.9,44911
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.95,46362
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.975,47620
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,quantile,0.99,49085
2021-03-29,forecast,1 wk ahead inc case,2021-04-03,CZ,point,NA,39768
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.01,542
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.025,619
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.05,685
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.1,761
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.15,812
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.2,853
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.25,888
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.3,920
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.35,949
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.4,977
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.45,1003
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.5,1030
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.55,1056
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.6,1083
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.65,1111
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.7,1140
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.75,1171
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.8,1206
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.85,1247
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.9,1299
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.95,1375
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.975,1441
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,quantile,0.99,1518
2021-03-29,forecast,1 wk ahead inc death,2021-04-03,CZ,point,NA,1030
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.01,24503
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.025,25824
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.05,26973
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.1,28315
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.15,29234
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.2,29972
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.25,30611
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.3,31190
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.35,31730
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.4,32247
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.45,32750
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.5,33249
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.55,33750
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.6,34263
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.65,34795
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.7,35359
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.75,35970
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.8,36652
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.85,37449
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.9,38453
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.95,39937
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.975,41217
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,quantile,0.99,42694
2021-03-29,forecast,2 wk ahead inc case,2021-04-10,CZ,point,NA,33062
2021-03-29,forecast,2 wk ahead inc death,2021-04-10,CZ,quantile,0.01,489
2021-03-29,forecast,2 wk ahead inc death,2021-04-10,CZ,quantile,0.025,559
2021-03-29,forecast,2 wk ahead inc death,2021-04-10,CZ,quantile,0.05,619
2021-03-29,forecast,2 wk ahead inc death,2021-04-10,CZ,quantile,0.1,688
2021-03-29,forecast,2 wk ahead inc death,2021-04-10,CZ,quantile,0.15,734
