"location","type","quantile","value","target_end_date","forecast_date","target","scenario_id"
"DE","point",NA,2878,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.01,2342.95,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.025,2440.925,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.05,2522.95,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.1,2604.7,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.15,2648,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.2,2699,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.25,2731,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.3,2758.7,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.35,2797,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.4,2825,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.45,2852,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.5,2878,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.55,2904.45,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.6,2937.4,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.65,2965,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.7,2995,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.75,3026.25,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.8,3053,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.85,3104.15,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.9,3162,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.95,3268.2,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.975,3391.2,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","quantile",0.99,3490.55,"2021-02-20","2021-02-15","1 wk ahead inc death","forecast"
"DE","point",NA,2332,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.01,1730.84,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.025,1867.95,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.05,1931.95,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.1,2041.9,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
"DE","quantile",0.15,2108.55,"2021-02-27","2021-02-15","2 wk ahead inc death","forecast"
