location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,1402
BE,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,3149
BG,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,434
CH,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,1136
CY,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,458
CZ,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,887
DE,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,11366
DK,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,1714
EE,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,199
ES,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,23218
FI,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,364
FR,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,13259
GB,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,57386
GR,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,3339
HR,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,565
HU,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,494
IE,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,2032
IS,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,0
IT,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,9235
LI,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,0
LT,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,586
LU,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,102
LV,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,794
MT,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,3
NL,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,5694
NO,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,834
PL,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,1750
PT,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,5329
RO,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,523
SE,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,1297
SI,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,649
SK,1 wk ahead inc case,point,NA,2021-06-14,2021-06-19,432
AT,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,18
BE,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,42
BG,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,31
CH,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,41
CY,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,12
CZ,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,57
DE,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,323
DK,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,10
EE,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,1
ES,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,265
FI,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,0
FR,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,194
GB,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,80
GR,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,79
HR,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,20
HU,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,21
IE,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,0
IS,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,0
IT,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,367
LI,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,1
LT,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,22
LU,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,0
LV,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,45
MT,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,1
NL,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,10
NO,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,0
PL,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,339
PT,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,14
RO,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,864
SE,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,21
SI,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,17
SK,1 wk ahead inc death,point,NA,2021-06-14,2021-06-19,16
