"target_end_date","location","target","forecast_date","type","value","quantile"
2022-06-04,"IT","1 wk ahead inc case","2022-05-30","quantile",84764,0.025
2022-06-11,"IT","2 wk ahead inc case","2022-05-30","quantile",60335,0.025
2022-06-18,"IT","3 wk ahead inc case","2022-05-30","quantile",43425,0.025
2022-06-25,"IT","4 wk ahead inc case","2022-05-30","quantile",31967,0.025
2022-06-04,"IT","1 wk ahead inc case","2022-05-30","point",112605,NA
2022-06-11,"IT","2 wk ahead inc case","2022-05-30","point",89887,NA
2022-06-18,"IT","3 wk ahead inc case","2022-05-30","point",71783,NA
2022-06-25,"IT","4 wk ahead inc case","2022-05-30","point",57359,NA
2022-06-04,"IT","1 wk ahead inc case","2022-05-30","quantile",147327,0.975
2022-06-11,"IT","2 wk ahead inc case","2022-05-30","quantile",131455,0.975
2022-06-18,"IT","3 wk ahead inc case","2022-05-30","quantile",113495,0.975
2022-06-25,"IT","4 wk ahead inc case","2022-05-30","quantile",97273,0.975
2022-06-04,"IT","1 wk ahead inc death","2022-05-30","quantile",364,0.025
2022-06-11,"IT","2 wk ahead inc death","2022-05-30","quantile",332,0.025
2022-06-18,"IT","3 wk ahead inc death","2022-05-30","quantile",319,0.025
2022-06-25,"IT","4 wk ahead inc death","2022-05-30","quantile",318,0.025
2022-06-04,"IT","1 wk ahead inc death","2022-05-30","point",654,NA
2022-06-11,"IT","2 wk ahead inc death","2022-05-30","point",662,NA
2022-06-18,"IT","3 wk ahead inc death","2022-05-30","point",685,NA
2022-06-25,"IT","4 wk ahead inc death","2022-05-30","point",699,NA
2022-06-04,"IT","1 wk ahead inc death","2022-05-30","quantile",1121,0.975
2022-06-11,"IT","2 wk ahead inc death","2022-05-30","quantile",1272,0.975
2022-06-18,"IT","3 wk ahead inc death","2022-05-30","quantile",1445,0.975
2022-06-25,"IT","4 wk ahead inc death","2022-05-30","quantile",1575,0.975
