"target_end_date","location","target","forecast_date","type","value","quantile"
2022-05-14,"IT","1 wk ahead inc case","2022-05-09","quantile",188474,0.025
2022-05-21,"IT","2 wk ahead inc case","2022-05-09","quantile",135905,0.025
2022-05-28,"IT","3 wk ahead inc case","2022-05-09","quantile",100157,0.025
2022-06-04,"IT","4 wk ahead inc case","2022-05-09","quantile",73798,0.025
2022-05-14,"IT","1 wk ahead inc case","2022-05-09","point",257750,NA
2022-05-21,"IT","2 wk ahead inc case","2022-05-09","point",218129,NA
2022-05-28,"IT","3 wk ahead inc case","2022-05-09","point",183137,NA
2022-06-04,"IT","4 wk ahead inc case","2022-05-09","point",153574,NA
2022-05-14,"IT","1 wk ahead inc case","2022-05-09","quantile",349247,0.975
2022-05-21,"IT","2 wk ahead inc case","2022-05-09","quantile",350129,0.975
2022-05-28,"IT","3 wk ahead inc case","2022-05-09","quantile",342745,0.975
2022-06-04,"IT","4 wk ahead inc case","2022-05-09","quantile",321414,0.975
2022-05-14,"IT","1 wk ahead inc death","2022-05-09","quantile",524,0.025
2022-05-21,"IT","2 wk ahead inc death","2022-05-09","quantile",468,0.025
2022-05-28,"IT","3 wk ahead inc death","2022-05-09","quantile",450,0.025
2022-06-04,"IT","4 wk ahead inc death","2022-05-09","quantile",427,0.025
2022-05-14,"IT","1 wk ahead inc death","2022-05-09","point",915,NA
2022-05-21,"IT","2 wk ahead inc death","2022-05-09","point",914,NA
2022-05-28,"IT","3 wk ahead inc death","2022-05-09","point",920,NA
2022-06-04,"IT","4 wk ahead inc death","2022-05-09","point",919,NA
2022-05-14,"IT","1 wk ahead inc death","2022-05-09","quantile",1591,0.975
2022-05-21,"IT","2 wk ahead inc death","2022-05-09","quantile",1774,0.975
2022-05-28,"IT","3 wk ahead inc death","2022-05-09","quantile",2010,0.975
2022-06-04,"IT","4 wk ahead inc death","2022-05-09","quantile",2204,0.975
