target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-05-01,AT,quantile,0.01,11739,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.025,12177,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.05,12567,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.1,13032,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.15,13355,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.2,13618,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.25,13847,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.3,14057,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.35,14254,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.4,14443,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.45,14629,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.5,14814,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.55,15001,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.6,15194,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.65,15396,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.7,15611,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.75,15847,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.8,16114,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.85,16431,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.9,16839,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.95,17462,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.975,18021,2021-04-26,forecast
1 wk ahead inc case,2021-05-01,AT,quantile,0.99,18694,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.01,155,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.025,161,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.05,167,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.1,174,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.15,178,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.2,182,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.25,186,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.3,189,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.35,192,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.4,195,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.45,197,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.5,200,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.55,203,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.6,206,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.65,209,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.7,212,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.75,215,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.8,219,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.85,224,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.9,230,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.95,240,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.975,248,2021-04-26,forecast
1 wk ahead inc death,2021-05-01,AT,quantile,0.99,258,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.01,8903,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.025,9580,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.05,10203,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.1,10972,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.15,11523,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.2,11981,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.25,12388,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.3,12765,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.35,13126,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.4,13477,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.45,13825,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.5,14177,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.55,14538,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.6,14914,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.65,15313,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.7,15745,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.75,16224,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.8,16776,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.85,17442,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.9,18319,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.95,19699,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.975,20981,2021-04-26,forecast
2 wk ahead inc case,2021-05-08,AT,quantile,0.99,22576,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.01,123,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.025,132,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.05,141,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.1,151,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.15,159,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.2,165,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.25,171,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.3,176,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.35,181,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.4,186,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.45,191,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.5,196,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.55,201,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.6,206,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.65,211,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.7,217,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.75,224,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.8,232,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.85,241,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.9,253,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.95,272,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.975,290,2021-04-26,forecast
2 wk ahead inc death,2021-05-08,AT,quantile,0.99,312,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.01,6780,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.025,7567,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.05,8317,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.1,9275,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.15,9983,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.2,10584,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.25,11128,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.3,11641,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.35,12136,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.4,12627,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.45,13120,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.5,13624,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.55,14147,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.6,14700,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.65,15293,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.7,15945,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.75,16679,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.8,17537,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.85,18592,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.9,20011,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.95,22315,2021-04-26,forecast
3 wk ahead inc case,2021-05-15,AT,quantile,0.975,24528,2021-04-26,forecast
