target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-07-31,DE,quantile,0.01,8178,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.025,8842,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.05,9457,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.1,10223,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.15,10776,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.2,11290,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.25,11791,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.3,12260,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.35,12712,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.4,13113,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.45,13418,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.5,13727,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.55,14044,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.6,14375,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.65,14727,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.7,15109,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.75,15535,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.8,16072,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.85,16772,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.9,17698,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.95,19170,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.975,20549,2021-07-26,forecast
1 wk ahead inc case,2021-07-31,DE,quantile,0.99,22284,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.01,138,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.025,147,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.05,156,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.1,165,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.15,170,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.2,174,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.25,178,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.3,181,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.35,184,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.4,187,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.45,190,2021-07-26,forecast
1 wk ahead inc death,2021-07-31,DE,quantile,0.5,194,2021-07-26,forecast
