target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
1 wk ahead inc case,2021-08-14,DE,quantile,0.01,18657,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.025,19354,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.05,19973,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.1,20712,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.15,21226,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.2,21644,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.25,22009,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.3,22341,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.35,22654,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.4,22955,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.45,23250,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.5,23544,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.55,23842,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.6,24148,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.65,24469,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.7,24812,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.75,25187,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.8,25611,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.85,26115,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.9,26763,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.95,27754,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.975,28642,2021-08-09,forecast
1 wk ahead inc case,2021-08-14,DE,quantile,0.99,29711,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.01,108,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.025,112,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.05,115,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.1,120,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.15,123,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.2,125,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.25,127,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.3,129,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.35,131,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.4,133,2021-08-09,forecast
1 wk ahead inc death,2021-08-14,DE,quantile,0.45,134,2021-08-09,forecast
